"estimate","statistic","p.value","method","alternative","im.cell","microbe","cancer"
0.0143943,184761.6,0.8846896,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Prunus","GI"
-0.07704867,201903.5,0.4369197,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Prunus","GI"
-0.2001416,224978.6,0.04164572,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Prunus","GI"
-0.2018592,225300.5,0.03988941,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Prunus","GI"
-0.04900723,196646.9,0.621282,"Spearman's rank correlation rho","two.sided","Eosinophils","Prunus","GI"
-0.0244898,192050.9,0.805089,"Spearman's rank correlation rho","two.sided","Neutrophils","Prunus","GI"
-0.1862691,222378,0.05843337,"Spearman's rank correlation rho","two.sided","TILs","Prunus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.naive","Pseudomonas","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.memory","Pseudomonas","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Pseudomonas","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Pseudomonas","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Pseudomonas","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Pseudomonas","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Pseudomonas","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Pseudomonas","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Pseudomonas","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Pseudomonas","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Pseudomonas","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Pseudomonas","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Pseudomonas","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Pseudomonas","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Pseudomonas","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Pseudomonas","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Pseudomonas","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Pseudomonas","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Eosinophils","Pseudomonas","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Neutrophils","Pseudomonas","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","TILs","Pseudomonas","GI"
-0.10443,207036.4,0.2914265,"Spearman's rank correlation rho","two.sided","B.cells.naive","Pseudonocardia","GI"
0.0001073696,187439.9,0.9991369,"Spearman's rank correlation rho","two.sided","B.cells.memory","Pseudonocardia","GI"
-0.15687,216866.8,0.1117687,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Pseudonocardia","GI"
-0.04799878,196457.9,0.6284878,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Pseudonocardia","GI"
-0.1873149,222574.1,0.05690411,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Pseudonocardia","GI"
0.05149417,177806.9,0.603665,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Pseudonocardia","GI"
0.09734403,169211.9,0.3255794,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Pseudonocardia","GI"
0.2555574,139553.2,0.008836502,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Pseudonocardia","GI"
-0.06048103,198797.8,0.5419333,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Pseudonocardia","GI"
0.1106445,166718.6,0.2635003,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Pseudonocardia","GI"
-0.2238067,229414.8,0.02237999,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Pseudonocardia","GI"
0.2153492,147090.6,0.02813319,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Pseudonocardia","GI"
0.02927545,181972,0.7679885,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Pseudonocardia","GI"
-0.1195162,209864.5,0.2268793,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Pseudonocardia","GI"
-0.1223845,210402.2,0.2158437,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Pseudonocardia","GI"
-0.2410378,232644.9,0.01370666,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Pseudonocardia","GI"
-0.06678524,199979.6,0.500566,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Pseudonocardia","GI"
-0.160714,217587.5,0.1031498,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Pseudonocardia","GI"
-0.1384217,213408.5,0.1611172,"Spearman's rank correlation rho","two.sided","Eosinophils","Pseudonocardia","GI"
-0.09841473,205908.8,0.3202607,"Spearman's rank correlation rho","two.sided","Neutrophils","Pseudonocardia","GI"
-0.2166398,228071.3,0.02718151,"Spearman's rank correlation rho","two.sided","TILs","Pseudonocardia","GI"
-0.0006959619,187590.5,0.9944055,"Spearman's rank correlation rho","two.sided","B.cells.naive","Punica","GI"
0.08368199,171773,0.3983562,"Spearman's rank correlation rho","two.sided","B.cells.memory","Punica","GI"
-0.002391272,187908.3,0.9807796,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Punica","GI"
-0.006380092,188656,0.9487483,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Punica","GI"
-0.01916214,191052.1,0.8469025,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Punica","GI"
-0.04548762,195987.1,0.6465822,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Punica","GI"
0.137892,161610.8,0.1627416,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Punica","GI"
0.09587446,169487.4,0.332971,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Punica","GI"
-0.1184054,209656.3,0.2312576,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Punica","GI"
0.07966757,172525.5,0.4214476,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Punica","GI"
-0.2031854,225549.1,0.03857615,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Punica","GI"
-0.03116362,193301.9,0.7534884,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Punica","GI"
0.00651256,186239.2,0.9476857,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Punica","GI"
-0.1505621,215684.4,0.1271116,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Punica","GI"
0.09384582,169867.7,0.3433486,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Punica","GI"
0.07577142,173255.9,0.4445809,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Punica","GI"
-0.1023744,206651.1,0.3010803,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Punica","GI"
-0.007442362,188855.1,0.9402297,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Punica","GI"
0.1329227,162542.3,0.1785785,"Spearman's rank correlation rho","two.sided","Eosinophils","Punica","GI"
0.1025361,168238.6,0.3003133,"Spearman's rank correlation rho","two.sided","Neutrophils","Punica","GI"
-0.01807338,190848,0.855504,"Spearman's rank correlation rho","two.sided","TILs","Punica","GI"
0.0995322,168801.7,0.3147696,"Spearman's rank correlation rho","two.sided","B.cells.naive","Pyricularia","GI"
-0.01411253,190105.5,0.8869317,"Spearman's rank correlation rho","two.sided","B.cells.memory","Pyricularia","GI"
0.07705366,173015.5,0.4368899,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Pyricularia","GI"
0.03931111,180090.7,0.6919545,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Pyricularia","GI"
-0.04949988,196739.2,0.6177747,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Pyricularia","GI"
0.2374548,142946.7,0.0152189,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Pyricularia","GI"
0.1191907,165116.5,0.2281561,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Pyricularia","GI"
0.1434278,160573,0.1463555,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Pyricularia","GI"
-0.03899797,194770.6,0.6942857,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Pyricularia","GI"
0.01977369,183753.2,0.8420789,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Pyricularia","GI"
-0.02885359,192868.9,0.7712393,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Pyricularia","GI"
0.08721452,171110.8,0.3786717,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Pyricularia","GI"
0.171403,155328.8,0.08190339,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Pyricularia","GI"
-0.02676311,192477,0.7874058,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Pyricularia","GI"
0.09001602,170585.6,0.3634882,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Pyricularia","GI"
0.002228995,187042.2,0.9820837,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Pyricularia","GI"
-0.2919524,242189.4,0.002637009,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Pyricularia","GI"
0.08567961,171398.5,0.3871512,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Pyricularia","GI"
-0.02285382,191744.2,0.8178763,"Spearman's rank correlation rho","two.sided","Eosinophils","Pyricularia","GI"
-0.02184005,191554.1,0.8258244,"Spearman's rank correlation rho","two.sided","Neutrophils","Pyricularia","GI"
0.009015257,185770,0.9275438,"Spearman's rank correlation rho","two.sided","TILs","Pyricularia","GI"
-0.0865836,203691,0.3821434,"Spearman's rank correlation rho","two.sided","B.cells.naive","Pyrobaculum","GI"
-0.1111672,208299.4,0.2612373,"Spearman's rank correlation rho","two.sided","B.cells.memory","Pyrobaculum","GI"
-0.03532072,194081.2,0.7218707,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Pyrobaculum","GI"
-0.07669522,201837.3,0.4390323,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Pyrobaculum","GI"
-0.0390191,194774.5,0.6941283,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Pyrobaculum","GI"
-0.1600085,217455.2,0.1046914,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Pyrobaculum","GI"
-0.1814175,221468.5,0.0653192,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Pyrobaculum","GI"
-0.07823819,202126.5,0.4298526,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Pyrobaculum","GI"
0.05055457,177983,0.610295,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Pyrobaculum","GI"
-0.049311,196703.8,0.6191184,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Pyrobaculum","GI"
0.08820669,170924.8,0.3732509,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Pyrobaculum","GI"
-0.149611,215506.1,0.1295588,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Pyrobaculum","GI"
-0.147557,215121,0.1349667,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Pyrobaculum","GI"
-0.1717553,219657.2,0.08126768,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Pyrobaculum","GI"
-0.0673361,200082.8,0.4970314,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Pyrobaculum","GI"
0.04292281,179413.7,0.6652781,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Pyrobaculum","GI"
0.1203774,164894,0.2235249,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Pyrobaculum","GI"
0.05142421,177820,0.6041576,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Pyrobaculum","GI"
-0.07155233,200873.2,0.4704174,"Spearman's rank correlation rho","two.sided","Eosinophils","Pyrobaculum","GI"
-0.007026798,188777.2,0.9435614,"Spearman's rank correlation rho","two.sided","Neutrophils","Pyrobaculum","GI"
-0.1242536,210752.6,0.2088608,"Spearman's rank correlation rho","two.sided","TILs","Pyrobaculum","GI"
0.01633352,184398.1,0.8692843,"Spearman's rank correlation rho","two.sided","B.cells.naive","Quercus","GI"
0.1313714,162833.1,0.1837465,"Spearman's rank correlation rho","two.sided","B.cells.memory","Quercus","GI"
-0.1127943,208604.4,0.2542779,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Quercus","GI"
0.09983169,168745.6,0.3133084,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Quercus","GI"
-0.1266544,211202.6,0.2001298,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Quercus","GI"
0.1022348,168295.1,0.3017432,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Quercus","GI"
0.09852993,168989.6,0.3196918,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Quercus","GI"
0.1448892,160299.1,0.1422448,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Quercus","GI"
-0.09615663,205485.5,0.3315435,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Quercus","GI"
0.05663632,176843,0.5679608,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Quercus","GI"
-0.2291244,230411.7,0.0193047,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Quercus","GI"
0.01386339,184861.2,0.8889149,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Quercus","GI"
-0.04405414,195718.4,0.6570053,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Quercus","GI"
-0.2142756,227628.1,0.02894632,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Quercus","GI"
0.00479438,186561.2,0.9614751,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Quercus","GI"
-0.02546988,192234.6,0.7974527,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Quercus","GI"
-0.2155394,227865,0.02799123,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Quercus","GI"
-0.1169319,209380,0.2371568,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Quercus","GI"
-0.0127058,189841.8,0.8981384,"Spearman's rank correlation rho","two.sided","Eosinophils","Quercus","GI"
-0.01162624,189639.5,0.9067525,"Spearman's rank correlation rho","two.sided","Neutrophils","Quercus","GI"
-0.1644938,218296,0.09517296,"Spearman's rank correlation rho","two.sided","TILs","Quercus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.naive","Ralstonia","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.memory","Ralstonia","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Ralstonia","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Ralstonia","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Ralstonia","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Ralstonia","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Ralstonia","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Ralstonia","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Ralstonia","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Ralstonia","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Ralstonia","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Ralstonia","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Ralstonia","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Ralstonia","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Ralstonia","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Ralstonia","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Ralstonia","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Ralstonia","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Eosinophils","Ralstonia","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Neutrophils","Ralstonia","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","TILs","Ralstonia","GI"
0.06924227,174479.8,0.4849022,"Spearman's rank correlation rho","two.sided","B.cells.naive","Rathayibacter","GI"
0.0003847409,187387.9,0.9969073,"Spearman's rank correlation rho","two.sided","B.cells.memory","Rathayibacter","GI"
0.04321962,179358.1,0.6631038,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Rathayibacter","GI"
-0.04052085,195056,0.6829752,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Rathayibacter","GI"
-0.03418161,193867.7,0.7304906,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Rathayibacter","GI"
-0.05757375,198252.8,0.5615607,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Rathayibacter","GI"
0.1543872,158518.6,0.1176262,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Rathayibacter","GI"
0.08736303,171082.9,0.3778572,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Rathayibacter","GI"
-0.1704107,219405.2,0.08371507,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Rathayibacter","GI"
0.1160286,165709.3,0.2408242,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Rathayibacter","GI"
-0.05200158,197208.2,0.600098,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Rathayibacter","GI"
-0.09526121,205317.7,0.3360869,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Rathayibacter","GI"
0.0480554,178451.5,0.6280823,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Rathayibacter","GI"
-0.09578431,205415.7,0.3334279,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Rathayibacter","GI"
-0.0291032,192915.7,0.7693153,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Rathayibacter","GI"
0.02878481,182064,0.7717697,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Rathayibacter","GI"
0.06190554,175855.2,0.532441,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Rathayibacter","GI"
-0.03388332,193811.8,0.7327534,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Rathayibacter","GI"
0.05735228,176708.7,0.5630696,"Spearman's rank correlation rho","two.sided","Eosinophils","Rathayibacter","GI"
-0.0001413651,187486.5,0.9988636,"Spearman's rank correlation rho","two.sided","Neutrophils","Rathayibacter","GI"
0.01833045,184023.8,0.8534715,"Spearman's rank correlation rho","two.sided","TILs","Rathayibacter","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.naive","Rhizobium","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.memory","Rhizobium","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Rhizobium","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Rhizobium","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Rhizobium","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Rhizobium","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Rhizobium","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Rhizobium","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Rhizobium","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Rhizobium","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Rhizobium","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Rhizobium","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Rhizobium","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Rhizobium","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Rhizobium","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Rhizobium","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Rhizobium","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Rhizobium","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Eosinophils","Rhizobium","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Neutrophils","Rhizobium","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","TILs","Rhizobium","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.naive","Rhodococcus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.memory","Rhodococcus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Rhodococcus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Rhodococcus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Rhodococcus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Rhodococcus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Rhodococcus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Rhodococcus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Rhodococcus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Rhodococcus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Rhodococcus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Rhodococcus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Rhodococcus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Rhodococcus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Rhodococcus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Rhodococcus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Rhodococcus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Rhodococcus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Eosinophils","Rhodococcus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Neutrophils","Rhodococcus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","TILs","Rhodococcus","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.naive","Rhodoferax","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.memory","Rhodoferax","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Rhodoferax","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Rhodoferax","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Rhodoferax","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Rhodoferax","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Rhodoferax","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Rhodoferax","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Rhodoferax","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Rhodoferax","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Rhodoferax","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Rhodoferax","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Rhodoferax","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Rhodoferax","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Rhodoferax","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Rhodoferax","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Rhodoferax","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Rhodoferax","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Eosinophils","Rhodoferax","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Neutrophils","Rhodoferax","GI"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","TILs","Rhodoferax","GI"
-0.01186463,189684.1,0.9048493,"Spearman's rank correlation rho","two.sided","B.cells.naive","Rhodopseudomonas","GI"
-0.0013996,187722.4,0.9887497,"Spearman's rank correlation rho","two.sided","B.cells.memory","Rhodopseudomonas","GI"
0.05234375,177647.6,0.5976979,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Rhodopseudomonas","GI"
0.06923909,174480.4,0.4849223,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Rhodopseudomonas","GI"
0.1000294,168708.5,0.3123465,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Rhodopseudomonas","GI"
0.1110136,166649.4,0.2619007,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Rhodopseudomonas","GI"
-0.07519526,201556.1,0.4480614,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Rhodopseudomonas","GI"
0.06210847,175817.1,0.5310956,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Rhodopseudomonas","GI"
-0.01392043,190069.5,0.8884608,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Rhodopseudomonas","GI"
-0.006327639,188646.2,0.9491691,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Rhodopseudomonas","GI"
-0.01468086,190212.1,0.8824103,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Rhodopseudomonas","GI"
0.1368404,161807.9,0.1660026,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Rhodopseudomonas","GI"
0.02066579,183586,0.8350528,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Rhodopseudomonas","GI"
0.1719716,155222.2,0.08087941,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Rhodopseudomonas","GI"
0.1132762,166225.2,0.2522413,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Rhodopseudomonas","GI"
0.005777026,186377,0.9535871,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Rhodopseudomonas","GI"
-0.04909136,196662.7,0.6206824,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Rhodopseudomonas","GI"
0.06445935,175376.5,0.5156337,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Rhodopseudomonas","GI"
