"hazard.ratio","pvalue","taxa","cancer"
NA,NA,"species_Bartonella.ancashensis","RCC"
1.37896473325394,0.713227048529225,"species_Bathycoccus.prasinos","RCC"
236300336.058404,0.999026032712057,"species_Besnoitia.besnoiti","RCC"
NA,NA,"species_Beta.vulgaris","RCC"
5.29967142360861,0.128097481748403,"species_Bigelowiella.natans","RCC"
308511393.703854,0.998657773202182,"species_Blastococcus.saxobsidens","RCC"
1.01813899694494,0.983560821185183,"species_Bordetella.holmesii","RCC"
0.4310098994229,0.448589088718122,"species_Bosea.sp..AS.1","RCC"
NA,NA,"species_Bosea.sp..Tri.49","RCC"
NA,NA,"species_Botrytis.cinerea","RCC"
NA,NA,"species_Brachypodium.distachyon","RCC"
NA,NA,"species_Bradyrhizobium.erythrophlei","RCC"
NA,NA,"species_Bradyrhizobium.sp..SK17","RCC"
NA,NA,"species_Brassica.napus","RCC"
0.410176931763214,0.27606338999904,"species_Brassica.oleracea","RCC"
NA,NA,"species_Brassica.rapa","RCC"
NA,NA,"species_Brevibacillus.laterosporus","RCC"
NA,NA,"species_Burkholderia.pseudomallei","RCC"
0.275214670053222,0.140230193371563,"species_Burkholderia.sp..KK1","RCC"
NA,NA,"species_Cajanus.cajan","RCC"
NA,NA,"species_Camelina.sativa","RCC"
NA,NA,"species_Candida.albicans","RCC"
0.117851130197758,0.130693052597925,"species_Candida.dubliniensis","RCC"
1.08700660876937,0.924530455067459,"species_Candida.orthopsilosis","RCC"
1.79570947403233,0.477614774338529,"species_Candidatus.Aquiluna.sp..UB.MaderosW2red","RCC"
0.40071541080973,0.405101244089214,"species_Candidatus.Cyclonatronum.proteinivorum","RCC"
NA,NA,"species_Candidatus.Midichloria.mitochondrii","RCC"
1.56763840457953,0.628185687287679,"species_Candidatus.Promineofilum.breve","RCC"
NA,NA,"species_Cannabis.sativa","RCC"
NA,NA,"species_Capsicum.annuum","RCC"
NA,NA,"species_Caulobacteraceae.bacterium.OTSz_A_272","RCC"
NA,NA,"species_Cedecea.neteri","RCC"
2.59519123267707,0.273239434507857,"species_Cellulosimicrobium.cellulans","RCC"
NA,NA,"species_Cercospora.beticola","RCC"
0.707145333325508,0.757546878622077,"species_Chamaesiphon.minutus","RCC"
0.912650837007781,0.916869731358775,"species_Chromobacterium.rhizoryzae","RCC"
NA,NA,"species_Chromobacterium.sp..257.1","RCC"
NA,NA,"species_Chromobacterium.vaccinii","RCC"
0.157669766954416,0.0930137872350663,"species_Chryseobacterium.gleum","RCC"
229862628.668478,0.99907972151725,"species_Cicer.arietinum","RCC"
NA,NA,"species_Citrobacter.farmeri","RCC"
NA,NA,"species_Citrus.sinensis","RCC"
339311756.631916,0.998702903832047,"species_Clostridioides.difficile","RCC"
2.96507962062104,0.185760402034864,"species_Clostridium.saccharobutylicum","RCC"
NA,NA,"species_Clostridium.sp..AWRP","RCC"
0.935194372515987,0.934819250366149,"species_Cnuibacter.physcomitrellae","RCC"
0.653944649331965,0.705117365176755,"species_Coffea.arabica","RCC"
1.32811947282074,0.799907341874302,"species_Coffea.eugenioides","RCC"
NA,NA,"species_Colletotrichum.higginsianum","RCC"
NA,NA,"species_Comamonas.aquatica","RCC"
NA,NA,"species_Corynebacterium.deserti","RCC"
6.35583347649753,0.0502485393131441,"species_Cronobacter.dublinensis","RCC"
0.945494258580342,0.945316474181002,"species_Cryobacterium.arcticum","RCC"
1.79191014255715,0.501869887987958,"species_Cryptococcus.gattii.VGI","RCC"
2.22098922288656,0.467225918230914,"species_Cryptococcus.neoformans","RCC"
1.50937204041765,0.707399760640119,"species_Cryptosporidium.parvum","RCC"
0.117851130197758,0.130693052597925,"species_Cucumis.sativus","RCC"
0.601940198072685,0.558572462650099,"species_Cucurbita.pepo","RCC"
NA,NA,"species_Cupriavidus.basilensis","RCC"
0.831717927922316,0.869439507154973,"species_Cupriavidus.oxalaticus","RCC"
NA,NA,"species_Curtobacterium.flaccumfaciens","RCC"
0.427457444200807,0.447308022393789,"species_Cutibacterium.acnes","RCC"
NA,NA,"species_Cyanidioschyzon.merolae","RCC"
NA,NA,"species_Cycloclasticus.zancles","RCC"
NA,NA,"species_Cynara.cardunculus","RCC"
NA,NA,"species_Daucus.carota","RCC"
NA,NA,"species_Debaryomyces.hansenii","RCC"
0.60168174004361,0.643138130872828,"species_Deinococcus.gobiensis","RCC"
1.14851947032821,0.873361298095141,"species_Desulfovibrio.carbinolicus","RCC"
76656200.4510545,0.998834370872108,"species_Dictyostelium.discoideum","RCC"
0.164156835526601,0.102821286324753,"species_Drosophila.innubila.nudivirus","RCC"
NA,NA,"species_Elaeis.guineensis","RCC"
3.94316499887955,0.116947323326989,"species_Encephalitozoon.cuniculi","RCC"
0.570160293836632,0.523503526026731,"species_endosymbiont.of.unidentified.scaly.snail.isolate.Monju","RCC"
0.955449512443032,0.958269922166396,"species_Enterococcus.thailandicus","RCC"
1.38465235000627,0.708429295208472,"species_Eremothecium.cymbalariae","RCC"
364801046.533094,0.998651602396618,"species_Eremothecium.sinecaudum","RCC"
NA,NA,"species_Escherichia.coli","RCC"
0.641913650534082,0.627637033571441,"species_Faecalibacterium.prausnitzii","RCC"
NA,NA,"species_Ferriphaselus.amnicola","RCC"
9.60282664620026e-10,0.999061124093013,"species_Flavobacterium.johnsoniae","RCC"
0.394582729184576,0.406742053811541,"species_Fragaria.vesca","RCC"
0.892109067142214,0.889145022394147,"species_Frankia.alni","RCC"
NA,NA,"species_Frankia.sp..QA3","RCC"
NA,NA,"species_Frankia.symbiont.of.Datisca.glomerata","RCC"
1.36345834971978,0.78631200481091,"species_Friedmanniella.sagamiharensis","RCC"
1.16158770863456e-09,0.999121236684995,"species_Fujinami.sarcoma.virus","RCC"
0.179124325055848,0.0644641627901016,"species_Fusarium.fujikuroi","RCC"
0.653036816172008,0.6978504025029,"species_Fusarium.graminearum","RCC"
1.39200880396057,0.768154423867848,"species_Fusarium.oxysporum","RCC"
0.739604732131764,0.728903207532167,"species_Fusarium.pseudograminearum","RCC"
2.46446620553091,0.30870915907781,"species_Fusarium.venenatum","RCC"
232670823.767228,0.999082086339441,"species_Fusarium.verticillioides","RCC"
9.76541478887201e-10,0.999070437185968,"species_gamma.proteobacterium.SS.5","RCC"
3.58826534133828e-09,0.998836659692973,"species_Gemmatimonas.phototrophica","RCC"
NA,NA,"species_Geobacter.pickeringii","RCC"
NA,NA,"species_Glaesserella.parasuis","RCC"
NA,NA,"species_Glaesserella.sp..15.184","RCC"
76712618.2231017,0.998958724585322,"species_Glycine.max","RCC"
0.69868434821898,0.750797913411994,"species_Glycine.soja","RCC"
NA,NA,"species_Gossypium.arboreum","RCC"
NA,NA,"species_Gossypium.hirsutum","RCC"
NA,NA,"species_Gossypium.raimondii","RCC"
NA,NA,"species_Guillardia.theta","RCC"
NA,NA,"species_Haematobacter.massiliensis","RCC"
NA,NA,"species_Haemophilus.influenzae","RCC"
0.631363791726097,0.615494479264368,"species_Haliangium.ochraceum","RCC"
0.316224635773138,0.160960021610164,"species_Halioglobus.japonicus","RCC"
0.120732545810376,0.0155010296883483,"species_Halobacteriovorax.sp..BALOs_7","RCC"
0.898033512450441,0.901683331407783,"species_Halomonas.hydrothermalis","RCC"
0.749908277541795,0.797758875594514,"species_Halomonas.sp..JS92.SW72","RCC"
0.188690943280987,0.128097481748403,"species_Hardy.Zuckerman.feline.sarcoma.virus","RCC"
NA,NA,"species_Helianthus.annuus","RCC"
0.493203239231802,0.390438343074775,"species_Helicobacter.pylori","RCC"
1.09774683343665,0.909166745706049,"species_Hemiselmis.andersenii","RCC"
NA,NA,"species_Herbaspirillum.huttiense","RCC"
NA,NA,"species_Herbaspirillum.seropedicae","RCC"
0.661450578200456,0.614359771678298,"species_Hirschia.baltica","RCC"
0.186193736502176,0.12699331984219,"species_Human.betaherpesvirus.5","RCC"
NA,NA,"species_Hungatella.hathewayi","RCC"
NA,NA,"species_Intrasporangium.calvum","RCC"
NA,NA,"species_Ipomoea.triloba","RCC"
0.612813913105384,0.551208867330959,"species_Janthinobacterium.sp..LM6","RCC"
NA,NA,"species_Kazachstania.naganishii","RCC"
928528398.956885,0.999094734622632,"species_Kitasatospora.albolonga","RCC"
3.09253248285229,0.168704069017233,"species_Kitasatospora.setae","RCC"
NA,NA,"species_Kitasatospora.sp..MMS16.BH015","RCC"
NA,NA,"species_Klebsiella.pneumoniae","RCC"
0.187874215134314,0.137805649555949,"species_Klebsiella.sp..LY","RCC"
NA,NA,"species_Kluyveromyces.lactis","RCC"
1.06224523212961,0.956964718697041,"species_Kluyveromyces.marxianus","RCC"
NA,NA,"species_Komagataeibacter.medellinensis","RCC"
NA,NA,"species_Komagataella.phaffii","RCC"
1.14851947032821,0.873361298095141,"species_Labilithrix.luteola","RCC"
0.350102625045969,0.227471576587779,"species_Labrys.neptuniae","RCC"
1131088350.25032,0.999044600327478,"species_Laceyella.sacchari","RCC"
NA,NA,"species_Lachancea.thermotolerans","RCC"
NA,NA,"species_Lactobacillus.fermentum","RCC"
0.631440603715274,0.615907133960073,"species_Leishmania.braziliensis","RCC"
0.40071541080973,0.405101244089214,"species_Leishmania.donovani","RCC"
945979459.137295,0.999124622034524,"species_Leishmania.infantum","RCC"
76712618.2231017,0.998958724585322,"species_Leishmania.major","RCC"
2.69211816787259,0.368720908997495,"species_Leishmania.mexicana","RCC"
73125053.8012848,0.999119308616121,"species_Leishmania.panamensis","RCC"
1.05792557487024,0.948446898533292,"species_Lelliottia.nimipressuralis","RCC"
NA,NA,"species_Leptotrichia.buccalis","RCC"
3.01535271879872,0.208614401410204,"species_Leuconostoc.citreum","RCC"
NA,NA,"species_Lupinus.angustifolius","RCC"
0.402915349705831,0.294891241058132,"species_Lysobacter.enzymogenes","RCC"
NA,NA,"species_Lysobacter.maris","RCC"
4.0786820739279,0.19987467022145,"species_Malassezia.restricta","RCC"
NA,NA,"species_Malus.domestica","RCC"
26334543.5349255,0.999113094332245,"species_Manihot.esculenta","RCC"
NA,NA,"species_Marinobacter.sp..LV10R510.11A","RCC"
NA,NA,"species_Massilia.umbonata","RCC"
960311766.162382,0.99907550164694,"species_Medicago.truncatula","RCC"
NA,NA,"species_Mesorhizobium.sp..M2A.F.Ca.ET.043.05.1.1","RCC"
0.489503895492728,0.515412354274828,"species_Methanothrix.soehngenii","RCC"
NA,NA,"species_Methylomonas.sp..DH.1","RCC"
0.148088346278274,0.0244860756258313,"species_Methylorubrum.populi","RCC"
NA,NA,"species_Microbacterium.sp..1S1","RCC"
1.48652705201931,0.647614562388898,"species_Microbacterium.sp..ABRD_28","RCC"
4.24511229701786,0.116916294446996,"species_Microbacterium.sp..L.031","RCC"
NA,NA,"species_Microbacterium.sp..SGAir0570","RCC"
1.37528422256327,0.700617846948712,"species_Microlunatus.sp..KUDC0627","RCC"
1.48723533761247,0.650383688638554,"species_Micromonas.commoda","RCC"
1.08700660876937,0.924530455067459,"species_Micromonospora.echinaurantiaca","RCC"
NA,NA,"species_Microvirga.sp..HR1","RCC"
0.128408686751469,0.0146730321572386,"species_Minicystis.rosea","RCC"
NA,NA,"species_Modestobacter.marinus","RCC"
0.511445235145233,0.542013273020869,"species_Moorella.thermoacetica","RCC"
NA,NA,"species_Moraxella.osloensis","RCC"
NA,NA,"species_Musa.acuminata","RCC"
0.444222710584909,0.350069583062013,"species_Mycoavidus.cysteinexigens","RCC"
0.498975020527287,0.437607042979048,"species_Mycobacterium.dioxanotrophicus","RCC"
NA,NA,"species_Mycobacterium.haemophilum","RCC"
NA,NA,"species_Mycobacterium.sp..KMS","RCC"
NA,NA,"species_Mycobacteroides.salmoniphilum","RCC"
0.585332459228893,0.537147313968759,"species_Mycolicibacterium.vaccae","RCC"
0.654479946506713,0.629233294319084,"species_Mycoplasma.dispar","RCC"
0.386229915163432,0.386268720420497,"species_Mycoplasma.parvum","RCC"
0.186193736502176,0.126993319842189,"species_Myroides.profundi","RCC"
0.570440663777117,0.60938791996942,"species_Myxococcus.xanthus","RCC"
0.394361763226444,0.401031071260375,"species_Natronolimnobius.sulfurireducens","RCC"
0.822610576594925,0.821924717067387,"species_Naumovozyma.castellii","RCC"
0.347713871132808,0.345845511156487,"species_Naumovozyma.dairenensis","RCC"
NA,NA,"species_Ndongobacter.massiliensis","RCC"
0.570440663777117,0.60938791996942,"species_Neospora.caninum","RCC"
NA,NA,"species_Neurospora.crassa","RCC"
NA,NA,"species_Nicotiana.attenuata","RCC"
NA,NA,"species_Nitrosomonas.sp..AL212","RCC"
0.128408686751469,0.0146730321572386,"species_Nitrosomonas.ureae","RCC"
NA,NA,"species_Nitrospirillum.amazonense","RCC"
2.10322319467184,0.370218630898513,"species_Nocardia.cyriacigeorgica","RCC"
NA,NA,"species_Nocardia.sp..CS682","RCC"
NA,NA,"species_Nocardioides.sp..603","RCC"
NA,NA,"species_Nonomuraea.sp..ATCC.55076","RCC"
NA,NA,"species_Nonomuraea.sp..WYY166","RCC"
NA,NA,"species_Novosphingobium.aromaticivorans","RCC"
NA,NA,"species_Nymphaea.colorata","RCC"
NA,NA,"species_Oceanisphaera.avium","RCC"
0.66461551614937,0.638353618647069,"species_Oceanisphaera.profunda","RCC"
NA,NA,"species_Ogataea.parapolymorpha","RCC"
NA,NA,"species_Olea.europaea","RCC"
NA,NA,"species_Oryza.brachyantha","RCC"
NA,NA,"species_Oryza.sativa","RCC"
NA,NA,"species_Ostreococcus.sp..lucimarinus","RCC"
1.91646555444956,0.430529265930996,"species_Ostreococcus.tauri","RCC"
0.507913624086408,0.536541711825979,"species_Ottowia.oryzae","RCC"
NA,NA,"species_Ottowia.sp..oral.taxon.894","RCC"
4.63828354058905,0.0773872254132675,"species_Paenibacillus.sp..18JY67.1","RCC"
NA,NA,"species_Pandoraea.oxalativorans","RCC"
NA,NA,"species_Panicum.hallii","RCC"
NA,NA,"species_Papaver.somniferum","RCC"
0.256578365116242,0.108915228995213,"species_Paracoccus.mutanolyticus","RCC"
NA,NA,"species_Paracoccus.pantotrophus","RCC"
0.914811858296584,0.922344683872016,"species_Paraoerskovia.marina","RCC"
0.128408686751469,0.0146730321572386,"species_Pasteurella.multocida","RCC"
0.391327360367744,0.396467249090253,"species_Pelobacter.carbinolicus","RCC"
NA,NA,"species_Pelobacter.propionicus","RCC"
NA,NA,"species_Persicobacter.sp..JZB09","RCC"
0.391327360367744,0.396467249090253,"species_Phaeobacter.inhibens","RCC"
1.04396561232993,0.969481134526569,"species_Phaeodactylum.tricornutum","RCC"
NA,NA,"species_Phaseolus.vulgaris","RCC"
NA,NA,"species_Physcomitrella.patens","RCC"
1.50937204041765,0.707399760640119,"species_Pichia.kudriavzevii","RCC"
NA,NA,"species_Pimelobacter.simplex","RCC"
0.468986226270331,0.360318631283709,"species_Piscirickettsia.salmonis","RCC"
9.29776077614411e-10,0.999115664178829,"species_Planctomycetes.bacterium.SRT547","RCC"
1.72711877874933,0.528887440390125,"species_Plantibacter.flavus","RCC"
NA,NA,"species_Plasmodium.berghei","RCC"
1.85970187550743,0.450774810900369,"species_Plasmodium.chabaudi","RCC"
73981980.3396162,0.998975240010863,"species_Plasmodium.coatneyi","RCC"
1.27161023891123,0.781634951276217,"species_Plasmodium.cynomolgi","RCC"
NA,NA,"species_Plasmodium.falciparum","RCC"
NA,NA,"species_Plasmodium.gaboni","RCC"
0.585332459228893,0.537147313968759,"species_Plasmodium.knowlesi","RCC"
NA,NA,"species_Plasmodium.malariae","RCC"
NA,NA,"species_Plasmodium.reichenowi","RCC"
1.1764572190673,0.852180281869135,"species_Plasmodium.relictum","RCC"
246992068.195415,0.998889786304938,"species_Plasmodium.sp..gorilla.clade.G2","RCC"
NA,NA,"species_Plasmodium.vivax","RCC"
NA,NA,"species_Plasmodium.yoelii","RCC"
NA,NA,"species_Pochonia.chlamydosporia","RCC"
NA,NA,"species_Populus.trichocarpa","RCC"
0.128408686751469,0.0146730321572386,"species_Porphyrobacter.neustonensis","RCC"
0.308106166536848,0.292409601710033,"species_Protaetiibacter.intestinalis","RCC"
261985715.190113,0.998897764955829,"species_Prunus.mume","RCC"
NA,NA,"species_Prunus.persica","RCC"
0.40071541080973,0.405101244089214,"species_Pseudomonas.aeruginosa","RCC"
NA,NA,"species_Pseudomonas.alkylphenolica","RCC"
0.128408686751469,0.0146730321572386,"species_Pseudomonas.chlororaphis","RCC"
0.244594716919398,0.0875798689715207,"species_Pseudomonas.fluorescens","RCC"
NA,NA,"species_Pseudomonas.frederiksbergensis","RCC"
0.389041816623255,0.276914608949607,"species_Pseudomonas.mendocina","RCC"
0.41743458903865,0.426761324600228,"species_Pseudomonas.parafulva","RCC"
0.971274072336398,0.973261147362086,"species_Pseudomonas.psychrotolerans","RCC"
0.42267015195653,0.437666052109551,"species_Pseudomonas.putida","RCC"
0.148088346278274,0.0244860756258313,"species_Pseudomonas.sp..CC6.YY.74","RCC"
NA,NA,"species_Pseudomonas.stutzeri","RCC"
NA,NA,"species_Pseudomonas.tolaasii","RCC"
NA,NA,"species_Pseudomonas.yamanorum","RCC"
4.14176972869076,0.106304277779852,"species_Pseudonocardia.sp..AL041005.10","RCC"
NA,NA,"species_Punica.granatum","RCC"
NA,NA,"species_Pyricularia.grisea","RCC"
1.27360158511664,0.775271983263871,"species_Pyricularia.oryzae","RCC"
1.32553418142558,0.747161016365695,"species_Pyricularia.pennisetigena","RCC"
NA,NA,"species_Pyrobaculum.neutrophilum","RCC"
NA,NA,"species_Quercus.lobata","RCC"
NA,NA,"species_Ralstonia.insidiosa","RCC"
2.78844108624112,0.351562258402731,"species_Rathayibacter.rathayi","RCC"
0.507913624086408,0.536541711825979,"species_Rhizobium.sp..WL3","RCC"
0.567366248320171,0.615573114487658,"species_Rhodococcus.ruber","RCC"
1.00858084165875,0.992164343110893,"species_Rhodoferax.antarcticus","RCC"
1.51393639273068,0.617240028247374,"species_Rhodopseudomonas.palustris","RCC"
0.527082209682067,0.484191203804322,"species_Rhodospirillaceae.bacterium.R5913","RCC"
2.30803499846389,0.307390390802837,"species_Rhodospirillum.centenum","RCC"
NA,NA,"species_Rhodothermus.marinus","RCC"
NA,NA,"species_Rosa.chinensis","RCC"
NA,NA,"species_Roseovarius.sp..THAF9","RCC"
NA,NA,"species_Rothia.mucilaginosa","RCC"
0.135026594137497,0.0698098403346832,"species_Rufibacter.tibetensis","RCC"
1.19470897202533e-09,0.999128456663268,"species_Runella.sp..SP2","RCC"
NA,NA,"species_Saccharomyces.cerevisiae","RCC"
NA,NA,"species_Saccharomyces.eubayanus","RCC"
1.20937786353487,0.86672883108298,"species_Saccharopolyspora.erythraea","RCC"
NA,NA,"species_Salinicola.tamaricis","RCC"
3.85059112721198,0.123716548612861,"species_Schaalia.odontolytica","RCC"
26334543.5349255,0.999113094332245,"species_Scheffersomyces.stipitis","RCC"
229319230.760623,0.999088928596377,"species_Schizosaccharomyces.pombe","RCC"
NA,NA,"species_Serpentinomonas.mccroryi","RCC"
1.26020286421031,0.780795773930529,"species_Serratia.rubidaea","RCC"
NA,NA,"species_Sesamum.indicum","RCC"
NA,NA,"species_Setaria.italica","RCC"
NA,NA,"species_Simplicispira.suum","RCC"
1.61674117350118,0.580390638156145,"species_Sinomonas.atrocyanea","RCC"
7.14934617033639e-10,0.999008056625389,"species_Snyder.Theilen.feline.sarcoma.virus","RCC"
NA,NA,"species_Solanum.lycopersicum","RCC"
NA,NA,"species_Solanum.pennellii","RCC"
NA,NA,"species_Sorghum.bicolor","RCC"
NA,NA,"species_Sphingomonas.paucimobilis","RCC"
NA,NA,"species_Sphingomonas.sp..C8.2","RCC"
1.45752042749392,0.680483222642077,"species_Sphingomonas.sp..LK11","RCC"
NA,NA,"species_Sphingomonas.sp..PAMC26645","RCC"
246992068.195415,0.998889786304938,"species_Sporisorium.graminicola","RCC"
NA,NA,"species_Staphylococcus.epidermidis","RCC"
NA,NA,"species_Staphylococcus.nepalensis","RCC"
NA,NA,"species_Stenotrophomonas.maltophilia","RCC"
0.128408686751469,0.0146730321572386,"species_Stenotrophomonas.sp..G4","RCC"
1.63181673688279,0.551208867330959,"species_Streptococcus.equinus","RCC"
NA,NA,"species_Streptococcus.porcinus","RCC"
NA,NA,"species_Streptococcus.pyogenes","RCC"
NA,NA,"species_Streptomonospora.sp..M2","RCC"
73981980.9351497,0.998975240015079,"species_Streptomyces.albidoflavus","RCC"
NA,NA,"species_Streptomyces.albus","RCC"
0.857974097686839,0.869892096795761,"species_Streptomyces.cattleya","RCC"
1.71640203153371,0.513250299428614,"species_Streptomyces.collinus","RCC"
NA,NA,"species_Streptomyces.exfoliatus","RCC"
2.06216119800977,0.509289805990963,"species_Streptomyces.ficellus","RCC"
NA,NA,"species_Streptomyces.globisporus","RCC"
NA,NA,"species_Streptomyces.griseorubiginosus","RCC"
1.34038486524777,0.748658391738011,"species_Streptomyces.griseoviridis","RCC"
1.41550340369014,0.688565026613632,"species_Streptomyces.hygroscopicus","RCC"
3.42742785260675,0.157779832579124,"species_Streptomyces.lavendulae","RCC"
1.16853461554202,0.864652747611545,"species_Streptomyces.lividans","RCC"
73125053.8012848,0.999119308616121,"species_Streptomyces.lunaelactis","RCC"
NA,NA,"species_Streptomyces.peucetius","RCC"
NA,NA,"species_Streptomyces.rimosus","RCC"
2.05122383198823,0.407578363023055,"species_Streptomyces.roseochromogenus","RCC"
1.4710169911232,0.657455718112216,"species_Streptomyces.sp..ADI95.16","RCC"
5.29967142360861,0.128097481748403,"species_Streptomyces.sp..CdTB01","RCC"
2.49553666523403,0.405101244089214,"species_Streptomyces.sp..CMB.StM0423","RCC"
NA,NA,"species_Streptomyces.sp..GSSD.12","RCC"
0.529379589464117,0.561769889925318,"species_Streptomyces.sp..GY16","RCC"
1.53605140314268,0.639024862990118,"species_Streptomyces.sp..M2","RCC"
2.80467470818381,0.21433268627909,"species_Streptomyces.sp..S063","RCC"
4.52469710359308,0.168552080037127,"species_Streptomyces.sp..SAT1","RCC"
2.73695918164651,0.229569381868556,"species_Streptomyces.sp..Sge12","RCC"
1.58872861326091,0.575625556162443,"species_Streptomyces.sp..SUK.48","RCC"
NA,NA,"species_Streptomyces.sp..SYP.A7193","RCC"
NA,NA,"species_Streptomyces.sp..TLI_053","RCC"
NA,NA,"species_Streptomyces.sp..WAC00288","RCC"
NA,NA,"species_Streptomyces.sp..Z022","RCC"
0.943166443828846,0.95031492397356,"species_Streptomyces.sp..ZFG47","RCC"
NA,NA,"species_Streptomyces.tsukubensis","RCC"
0.419311698869022,0.315979960608247,"species_Streptomyces.venezuelae","RCC"
0.731777367672066,0.720099925603641,"species_Streptomyces.xinghaiensis","RCC"
NA,NA,"species_Sugiyamaella.lignohabitans","RCC"
0.371978330407378,0.255255265199639,"species_Sulfitobacter.sp..SK012","RCC"
1.54723221667183,0.696449174021706,"species_Symbiobacterium.thermophilum","RCC"
NA,NA,"species_Tateyamaria.omphalii","RCC"
0.152404336286492,0.0869085251958526,"species_Tenacibaculum.dicentrarchi","RCC"
NA,NA,"species_Terasakiella.sp..SH.1","RCC"
NA,NA,"species_Tetrapisispora.blattae","RCC"
NA,NA,"species_Tetrapisispora.phaffii","RCC"
NA,NA,"species_Thalassiosira.pseudonana","RCC"
2.00410833981882,0.437607042979048,"species_Theileria.annulata","RCC"
2.23375621465872,0.469983483044628,"species_Theileria.equi","RCC"
2.18707568612193,0.47586047659084,"species_Theileria.orientalis","RCC"
85488826.3683592,0.998676612622184,"species_Theobroma.cacao","RCC"
0.576309310528184,0.526278810016861,"species_Thermobifida.fusca","RCC"
NA,NA,"species_Thermobispora.bispora","RCC"
NA,NA,"species_Thermothelomyces.thermophilus","RCC"
NA,NA,"species_Thermothielavioides.terrestris","RCC"
NA,NA,"species_Thermus.sp..CCB_US3_UF1","RCC"
0.316224635773138,0.160960021610165,"species_Thiohalobacter.thiocyanaticus","RCC"
NA,NA,"species_Torulaspora.delbrueckii","RCC"
NA,NA,"species_Toxoplasma.gondii","RCC"
NA,NA,"species_Trypanosoma.brucei","RCC"
0.589910933885482,0.637800145877138,"species_Tupaiid.betaherpesvirus.1","RCC"
73125053.8012848,0.999119308616121,"species_Ustilago.maydis","RCC"
NA,NA,"species_Verrucosispora.maris","RCC"
NA,NA,"species_Vibrio.casei","RCC"
NA,NA,"species_Vibrio.gazogenes","RCC"
NA,NA,"species_Vibrio.parahaemolyticus","RCC"
1.02734608083704,0.975552288928103,"species_Vibrio.tritonius","RCC"
NA,NA,"species_Vigna.angularis","RCC"
NA,NA,"species_Vigna.radiata","RCC"
NA,NA,"species_Vigna.unguiculata","RCC"
261985723.680107,0.998897764969923,"species_Vitis.vinifera","RCC"
0.373900513624597,0.238829032775543,"species_Xanthomonadaceae.bacterium.AQ6.296","RCC"
NA,NA,"species_Xanthomonas.translucens","RCC"
1.17284666452649,0.84860841520733,"species_Yarrowia.lipolytica","RCC"
NA,NA,"species_Zea.mays","RCC"
NA,NA,"species_Ziziphus.jujuba","RCC"
NA,NA,"species_Zoogloeaceae.bacteirum.Par.f.2","RCC"
0.763733048341339,0.745415979698482,"species_Zygosaccharomyces.rouxii","RCC"
6.56149309374102,0.0869085251958526,"species_Zymoseptoria.tritici","RCC"
NA,NA,"domain_Archaea","SAR"
NA,NA,"domain_Bacteria","SAR"
NA,NA,"domain_Eukaryota","SAR"
0.720477328906464,0.238966588483103,"domain_Viruses","SAR"
2.71577337939654,0.0557417910726042,"kingdom_Amoebozoa","SAR"
NA,NA,"kingdom_Archaea","SAR"
NA,NA,"kingdom_Chromista","SAR"
NA,NA,"kingdom_Eubacteria","SAR"
NA,NA,"kingdom_Eukaryota","SAR"
NA,NA,"kingdom_Fungi","SAR"
NA,NA,"kingdom_Proteoarchaeota","SAR"
1.11142365227005,0.717493597272051,"kingdom_Terrabacteria","SAR"
NA,NA,"kingdom_Viridiplantae","SAR"
NA,NA,"phylum_Actinobacteria","SAR"
NA,NA,"phylum_Apicomplexa","SAR"
NA,NA,"phylum_Ascomycota","SAR"
NA,NA,"phylum_Bacillariophyta","SAR"
0.702367179060566,0.204741552212067,"phylum_Bacteroidetes","SAR"
NA,NA,"phylum_Balneolaeota","SAR"
1.97213402354662,0.50188270899141,"phylum_Basidiomycota","SAR"
1.71459327724328,0.0583336025745229,"phylum_Cercozoa","SAR"
1.20961653095139,0.537889306215057,"phylum_Chloroflexi","SAR"
1.50233556298051,0.687209082427705,"phylum_Chlorophyta","SAR"
NA,NA,"phylum_Crenarchaeota","SAR"
0.845355589912654,0.778284316095177,"phylum_Cryptophyta","SAR"
NA,NA,"phylum_Cyanobacteria","SAR"
NA,NA,"phylum_Deinococcus","SAR"
0.139459604849446,0.0564933653533889,"phylum_Euglenozoa","SAR"
NA,NA,"phylum_Euryarchaeota","SAR"
2.71577337939654,0.0557417910726042,"phylum_Evosea","SAR"
NA,NA,"phylum_Firmicutes","SAR"
0.96195928724118,0.903850353909598,"phylum_Fusobacteria","SAR"
NA,NA,"phylum_Gemmatimonadetes","SAR"
1.74249666442369,0.0520710443978388,"phylum_Microsporidia","SAR"
0.872124718659235,0.669951314386637,"phylum_Planctomycetes","SAR"
1.0756445056209,0.90265303017433,"phylum_Proteobacteria","SAR"
0.525337939300583,0.178410456641142,"phylum_Rhodophyta","SAR"
NA,NA,"phylum_Streptophyta","SAR"
1.11142365227005,0.717493597272051,"phylum_Tenericutes","SAR"
NA,NA,"class_Aconoidasida","SAR"
NA,NA,"class_Actinobacteria","SAR"
1.0756445056209,0.90265303017433,"class_Alphaproteobacteria","SAR"
1.20961653095139,0.537889306215057,"class_Ardenticatenia","SAR"
3.58850370833664,0.0146093702295361,"class_Bacillariophyceae","SAR"
NA,NA,"class_Bacilli","SAR"
0.525337939300583,0.178410456641142,"class_Bangiophyceae","SAR"
1.2597462299157,0.698216753474219,"class_Betaproteobacteria","SAR"
