"Var1","Taxa.Level","Taxa","r","pval","fdr"
"DDX58","genus","Cedecea",0.0148085791080007,0.746232143082671,0.792571762836083
"DDX58","family","Desulfuromonadaceae",0.0142377460469737,0.755697343117427,0.800947086113043
"DDX58","species","Terasakiella sp. SH-1",0.0141350676466093,0.757403825225327,0.802160056952016
"MB21D1","species","Plasmodium falciparum",0.0140262735119288,0.759213235754088,0.803675273637281
"MB21D1","genus","Microbacterium",0.0139586730157151,0.760338196953986,0.804666169117901
"DDX58","family","Erythrobacteraceae",0.0139162227996685,0.761044882925024,0.805230687194323
"DDX58","order","Caryophyllales",0.0136830024675401,0.764930927757027,0.808618135583691
"DDX58","species","Beta vulgaris",0.0136830024675401,0.764930927757027,0.808618135583691
"DDX58","species","Myroides profundi",0.0133517936476908,0.77045984191546,0.813123789057046
"MB21D1","order","Thermoanaerobacterales",0.0131338046087552,0.774105137691497,0.816306039050555
"MB21D1","species","Moorella thermoacetica",0.0131338046087552,0.774105137691497,0.816306039050555
"TILs","family","Flavobacteriaceae",0.0129766920639792,0.776735521068084,0.818659143972438
"TILs","family","Unikaryonidae",0.012876164081731,0.778419905726003,0.820100919132371
"MB21D1","order","Rickettsiales",0.0120072207829154,0.793021861654398,0.832325418578132
"TILs","species","Myxococcus xanthus",0.0117948598227453,0.796601675844026,0.835161410708286
"TILs","order","Cellvibrionales",0.0108463209415766,0.81264252777145,0.847510219200326
"TILs","species","Halioglobus japonicus",0.0108463209415766,0.81264252777145,0.847510219200326
"TILs","species","Rothia mucilaginosa",0.0104239459355896,0.819811090420695,0.851948655191768
"DDX58","species","Thermobispora bispora",0.0103536854005842,0.821005029226087,0.852465549157431
"DDX58","species","Microlunatus sp. KUDC0627",0.0103234366405326,0.821519174565669,0.852465549157431
"MB21D1","species","Sorghum bicolor",0.0102617660725978,0.822567640367396,0.853238903127371
"DDX58","order","Ardenticatenales",0.0101869492345427,0.823840030799426,0.854290131299031
"MB21D1","class","Deltaproteobacteria",0.0101530131421,0.824417325476323,0.854810660983413
"MB21D1","class","Alphaproteobacteria",0.0097971923762966,0.830475918821509,0.859939865965642
"DDX58","species","Mycobacterium dioxanotrophicus",0.00914334854581216,0.841634958514737,0.867430030621882
"MB21D1","species","Cryobacterium arcticum",0.00912513477587853,0.84194627520297,0.867675818850531
"MB21D1","species","Streptomyces sp. M2",0.00910224089467442,0.842337621067947,0.868018925824247
"TILs","species","Bosea sp. Tri-49",0.00888557075709357,0.846043269432418,0.871190723459767
"MB21D1","species","Streptomyces lunaelactis",0.00876460249373742,0.848113638724439,0.872926208783287
"TILs","genus","Aeromonas",0.00857035104164149,0.851440429163511,0.875779668871739
"MB21D1","species","Plasmodium coatneyi",0.00848227337663808,0.852949737971642,0.877157237424985
"DDX58","genus","Chromobacterium",0.00844492783136482,0.853589857841432,0.87772723987224
"DDX58","family","Thalassiosiraceae",0.00828356459880468,0.856356797632708,0.880028504931983
"MB21D1","genus","Salinicola",0.00785122467517545,0.863778838320019,0.88635899299131
"TILs","genus","Kazachstania",0.00767483883120578,0.866810362709875,0.888972629151419
"DDX58","species","Ustilago maydis",0.00765015113191343,0.867234824420652,0.889351173923882
"DDX58","species","Cynara cardunculus",0.00755352670801523,0.868896477863079,0.890808273497343
"DDX58","genus","Nymphaea",0.00753562298447476,0.869204432415442,0.89107997071096
"DDX58","species","Lupinus angustifolius",0.00752998059887413,0.86930148886021,0.891153635244698
"DDX58","family","Helicobacteraceae",0.00749477598029084,0.869907098824315,0.89168506310997
"DDX58","genus","Oryza",0.007386642303135,0.871767750289913,0.893249799758622
"TILs","genus","Tateyamaria",0.00715694098241609,0.875722546362091,0.896531555051895
"DDX58","genus","Capsicum",0.0070105556013698,0.878244502964026,0.898673327944218
"TILs","phylum","Streptophyta",0.00685159223781353,0.880984550438817,0.901059003510827
"MB21D1","family","Dipodascaceae",0.00620372153937079,0.892166236132518,0.910620581711056
"DDX58","genus","Quercus",0.00612166285443947,0.893584071234734,0.91181948809515
"TILs","species","Cynara cardunculus",0.00585864087951771,0.89813090860193,0.915688124758177
"DDX58","order","Enterobacterales",0.00564629747897803,0.901804110947494,0.9187252016115
"MB21D1","genus","Thermothelomyces",0.00540242272086822,0.906025337930957,0.922342198476263
"TILs","kingdom","Viridiplantae",0.00388163577098859,0.932403723531483,0.944236697059804
"MB21D1","genus","Ndongobacter",0.00385090465121671,0.932937623841395,0.944705918182563
"DDX58","order","Asparagales",0.00345693774712564,0.939784701739205,0.950542175832708
"DDX58","species","Asparagus officinalis",0.00345693774712564,0.939784701739205,0.950542175832708
"TILs","class","Eurotiomycetes",0.00344717207973993,0.939954485854284,0.950662605541119
"TILs","genus","Aspergillus",0.00344717207973993,0.939954485854284,0.950662605541119
"MB21D1","species","Laceyella sacchari",0.00338473646521193,0.941040044056283,0.951500505759587
"MB21D1","family","Sclerotiniaceae",0.00325262322500963,0.943337433728824,0.953418752352206
"TILs","species","Staphylococcus nepalensis",0.00317271990060385,0.944727145800783,0.954495649100578
"MB21D1","genus","Rothia",0.00309374126441613,0.946100940133967,0.955553648577294
"DDX58","genus","Trypanosoma",0.00307002005026158,0.946513590316393,0.95586864675964
"MB21D1","species","Sphingomonas paucimobilis",0.00286383877243303,0.950100875174429,0.95872731306854
"DDX58","genus","Zygosaccharomyces",0.00284855911908276,0.950366762202546,0.958958214704962
"TILs","genus","Malus",0.00270704299931857,0.952829595662898,0.961015651844025
"MB21D1","phylum","Fusobacteria",0.00239173774482915,0.958318497072976,0.965374297694541
"MB21D1","family","Leptotrichiaceae",0.00239173774482915,0.958318497072976,0.965374297694541
"DDX58","genus","Curtobacterium",0.00194506920375953,0.96609751035458,0.971842185947362
"MB21D1","family","Vibrionaceae",0.00183179015233115,0.968070876870166,0.973466756461858
"TILs","genus","Novosphingobium",0.00135682828888134,0.97634688558259,0.980498481414661
"DDX58","family","Saccharomycetaceae",0.00128190660549742,0.977652618705978,0.981592394343117
"TILs","family","Chromobacteriaceae",0.0012737886988825,0.977794101015155,0.981718671237161
"DDX58","order","Pasteurellales",0.00123686548818247,0.97843762306523,0.982245520982363
"DDX58","genus","Pseudomonas",0.00122461742569349,0.978651093480748,0.982403699863667
"MB21D1","genus","Ogataea",0.000795203354868663,0.986136168045078,0.988805431012156
"TILs","species","Plasmodium reichenowi",0.000536190897243241,0.990651619090896,0.992478331293497
"DDX58","species","Sinomonas atrocyanea",0.000258105507698503,0.995499903309651,0.9962971820106
"MB21D1","genus","Achromobacter",5.05910127603106e-05,0.999117935885567,0.99924765522978
"DDX58","class","Bacillariophyceae",-0.00012494600216459,0.99782154448746,0.998185836697399
"DDX58","genus","Phaeodactylum",-0.00012494600216459,0.99782154448746,0.998185836697399
"DDX58","genus","Mycolicibacterium",-0.000183403674435771,0.996802329267599,0.997355696467104
"DDX58","species","Fusarium oxysporum",-0.000214804479980936,0.996254855200869,0.996933861601014
"TILs","order","Ranunculales",-0.000230686765133529,0.995977947695532,0.99672416588385
"TILs","species","Papaver somniferum",-0.000230686765133529,0.995977947695532,0.99672416588385
"MB21D1","family","Nectriaceae",-0.000273113786886668,0.995238235394302,0.99609026074493
"DDX58","species","Anaeromyxobacter dehalogenans",-0.000319266010512354,0.994433579100379,0.99537881105511
"DDX58","species","Nitrosomonas ureae",-0.000379870140051795,0.993376964946345,0.994581435555442
"DDX58","phylum","Actinobacteria",-0.000388022517458843,0.993234831624054,0.994451524044061
"TILs","species","Rhodospirillaceae bacterium R5913",-0.000577975701282062,0.989923146617838,0.991865144241671
"TILs","order","Ardenticatenales",-0.000746180133569921,0.986990776724939,0.989528254260628
"DDX58","genus","Nocardioides",-0.000926968484605062,0.983839223166965,0.986834843314454
"TILs","species","gamma proteobacterium SS-5",-0.00121399176410124,0.978836288447379,0.982570310736862
"TILs","genus","Serpentinomonas",-0.00144338180760812,0.974838512019548,0.979298497172856
"MB21D1","species","Zymoseptoria tritici",-0.00185693760794996,0.967632780849626,0.9731150215057
"MB21D1","species","Chromobacterium sp. 257-1",-0.00243435007656991,0.957576571576926,0.964766901246558
"MB21D1","species","Streptomyces sp. CMB-StM0423",-0.00250758309008203,0.956301593754023,0.963748264228787
"DDX58","species","Arachis ipaensis",-0.00263724111115881,0.95404453880467,0.961911504840201
"MB21D1","family","Rosaceae",-0.00264161302783432,0.953968439855074,0.961841676633377
"TILs","species","Sugiyamaella lignohabitans",-0.00305721467403383,0.946736356402436,0.956058406161444
"MB21D1","phylum","Deinococcus",-0.00312196811001792,0.945609929548607,0.955175130373253
"DDX58","species","Oceanisphaera avium",-0.00317518798298472,0.944684217346923,0.954465995901114
"MB21D1","species","Pseudomonas aeruginosa",-0.0035209402768013,0.93867203329815,0.949580737374833
"DDX58","species","Mycoplasma parvum",-0.00376492828263706,0.934431474277715,0.945927335085379
"MB21D1","family","Geobacteraceae",-0.00411429332890441,0.928362699370364,0.94091198517913
"DDX58","species","Streptomyces hygroscopicus",-0.00422385410337294,0.926460371856334,0.939283589750659
"TILs","family","Halobacteriovoraceae",-0.0042841926118634,0.925412879465376,0.938500787230319
"MB21D1","species","Sulfitobacter sp. SK012",-0.00438319767615766,0.923694405558258,0.9371348995112
"MB21D1","order","Corynebacteriales",-0.00443429401313721,0.922807642605161,0.936319700219409
"MB21D1","order","Lactobacillales",-0.00487468473974191,0.915168861030131,0.92995170796611
"DDX58","family","Gallionellaceae",-0.00494129459539931,0.914014144268875,0.928979558351027
"MB21D1","genus","Streptococcus",-0.00501638853472766,0.912712568521939,0.927930275202929
"DDX58","order","Pyrenomonadales",-0.00504731583953082,0.912176584526683,0.927449072950783
"DDX58","species","Guillardia theta",-0.00504731583953082,0.912176584526683,0.927449072950783
"TILs","species","Saccharopolyspora erythraea",-0.00512406816925691,0.910846604966883,0.926414814284801
"MB21D1","class","Mamiellophyceae",-0.00532869875757265,0.907301952327085,0.923461251519647
"MB21D1","species","Leishmania donovani",-0.00569133854135128,0.901024794519281,0.918042696948443
"DDX58","species","Actinomadura sp. WMMB499",-0.00575070220502117,0.899997808738993,0.917182440889531
"DDX58","order","Bacteriovoracales",-0.00581336322202929,0.898913960127444,0.91629377156832
"DDX58","species","Halobacteriovorax sp. BALOs_7",-0.00581336322202929,0.898913960127444,0.91629377156832
"TILs","species","Torulaspora delbrueckii",-0.00617761019930878,0.892617358814489,0.911016545968952
"MB21D1","family","Oxalobacteraceae",-0.00652036383816005,0.886698453698862,0.905843710940205
"MB21D1","genus","Sphingomonas",-0.00658644293885425,0.885558068009671,0.904848018838974
"MB21D1","genus","Colletotrichum",-0.00681323671468779,0.881645897634842,0.901632105365864
"MB21D1","species","Phaeobacter inhibens",-0.00685746571601386,0.880883283963925,0.900975094256778
"MB21D1","family","Sphingomonadaceae",-0.00711948148200208,0.87636778740668,0.897066374006605
"DDX58","species","Pandoraea oxalativorans",-0.00741517985691226,0.871276636704656,0.892834998538737
"MB21D1","order","Ustilaginales",-0.00742105042717035,0.871175613963593,0.89276076022289
"MB21D1","family","Bathycoccaceae",-0.00749159336066635,0.869961851820097,0.891734684896091
"DDX58","family","Streptomycetaceae",-0.00784758180374047,0.863841427902525,0.886406303025331
"TILs","species","Chromobacterium rhizoryzae",-0.00823100545543876,0.857258425593865,0.880731333851348
"MB21D1","order","Rhodocyclales",-0.00826045431146276,0.856753221047944,0.880305578979674
"DDX58","species","Ogataea parapolymorpha",-0.00828405832870066,0.856348328807186,0.880027843139598
"DDX58","species","Chromobacterium rhizoryzae",-0.00844977135328683,0.853506832208987,0.877648285958943
"DDX58","genus","Saccharopolyspora",-0.00856327429987961,0.851561677046728,0.875894769883899
"MB21D1","species","Arthrobacter sp. ERGS1:01",-0.00861113942684313,0.850741658168331,0.875182586700592
"TILs","species","Nocardioides sp. 603",-0.00876588536855998,0.848091676840724,0.872908397541186
"MB21D1","phylum","Rhodophyta",-0.00908306267096503,0.842665481718165,0.868294474823862
"MB21D1","family","Cyanidiaceae",-0.00908306267096503,0.842665481718165,0.868294474823862
"TILs","species","Streptomyces griseorubiginosus",-0.00926394721658231,0.83957426505705,0.865747905372655
"TILs","genus","Mycobacteroides",-0.00930652163765226,0.838847048432771,0.865138279669358
"MB21D1","genus","Terasakiella",-0.0100266423281757,0.826567878952215,0.85663929554765
"MB21D1","species","Sinomonas atrocyanea",-0.0101987318041972,0.823639616998398,0.85413342423792
"MB21D1","genus","Serpentinomonas",-0.0104368667826331,0.81959157141329,0.851752880449966
"MB21D1","species","Saccharomyces cerevisiae",-0.0105955437943896,0.816896879174461,0.850565593604891
"MB21D1","genus","Kitasatospora",-0.0116095424249389,0.799729103379004,0.837352916964155
"MB21D1","species","Plasmodium cynomolgi",-0.011613900827615,0.799655513725813,0.837352916964155
"DDX58","species","Amycolatopsis sp. YIM 10",-0.0119346266827471,0.794245111001054,0.833149594255977
"TILs","species","Paraoerskovia marina",-0.0121382259209206,0.790815641383427,0.830312052927835
"DDX58","family","Phyllobacteriaceae",-0.0125520878750818,0.783856957283875,0.824494462901162
"MB21D1","species","Torulaspora delbrueckii",-0.0126532413461072,0.782158754428093,0.822991471993619
"TILs","species","Agrococcus jejuensis",-0.0127815816299123,0.780005618903435,0.821496041005394
"MB21D1","genus","Cryptosporidium",-0.0127860593098182,0.779930528148114,0.821446187360283
"DDX58","species","Friedmanniella sagamiharensis",-0.0128864751310991,0.778247092250035,0.819945190327328
"TILs","order","Clostridiales",-0.0131082681862709,0.774532494280568,0.816661743131794
"DDX58","genus","Encephalitozoon",-0.0131460170026734,0.773900785209668,0.81614717424816
"DDX58","species","Alcaligenes faecalis",-0.0131601423331036,0.77366444265118,0.815957609368712
"MB21D1","genus","Intrasporangium",-0.0136883725693948,0.7648413813713,0.808577903950259
"DDX58","species","Tupaiid betaherpesvirus 1",-0.014061203637471,0.758632151318847,0.803261866675081
"DDX58","family","Halieaceae",-0.014155903106965,0.757057450906582,0.80181133637377
"MB21D1","family","Nocardiaceae",-0.0142112418550935,0.7561377209191,0.801312642009916
"MB21D1","order","Flavobacteriales",-0.0142338866859921,0.755761463033497,0.800998438492092
"MB21D1","species","Prunus mume",-0.0143722457142784,0.753463799236765,0.798950243204152
"DDX58","species","Streptomyces sp. S063",-0.0147025035309327,0.747988185979544,0.794138397967486
"TILs","genus","Pochonia",-0.0147595938553945,0.747042913627897,0.793275590012738
"DDX58","species","Burkholderia pseudomallei",-0.0150991109855459,0.74142923964909,0.788416227791226
"DDX58","species","Comamonas aquatica",-0.0151349963345907,0.740836695818138,0.78783380610156
"DDX58","family","Nocardioidaceae",-0.0156906655442922,0.731681161261837,0.779593890164975
"DDX58","family","Papaveraceae",-0.0160485722594282,0.725804085889369,0.774348741489705
"MB21D1","species","Kitasatospora setae",-0.0160546325881437,0.725704708411834,0.774270628054648
"DDX58","genus","Pyricularia",-0.0161386334142075,0.724327734790558,0.773068454635957
"MB21D1","species","Streptomyces sp. Sge12",-0.0163056015458935,0.721593371595728,0.77073522943007
"MB21D1","species","Candidatus Aquiluna sp. UB-MaderosW2red",-0.0163584000458407,0.720729449572514,0.769979273208973
"MB21D1","species","Curtobacterium flaccumfaciens",-0.016430800633999,0.71954536362911,0.768959896357966
"TILs","genus","Besnoitia",-0.016681853882499,0.715444686538085,0.765268157667806
"MB21D1","species","Verrucosispora maris",-0.0167132715172599,0.714932087141188,0.764874023424806
"MB21D1","genus","Bordetella",-0.0167282485855007,0.714687771501899,0.764692716215266
"DDX58","class","Deltaproteobacteria",-0.0167442207328097,0.714427255600283,0.76449979665367
"MB21D1","order","Neisseriales",-0.0170829407285843,0.708910370889893,0.75962980743032
"MB21D1","species","endosymbiont of unidentified scaly snail isolate Monju",-0.0177733528762203,0.697712594861251,0.749487517227512
"MB21D1","genus","Actinoalloteichus",-0.0182125301768352,0.690623400679345,0.743310074461633
"TILs","genus","Candida",-0.0182436772729048,0.690121641598715,0.742941245867636
"MB21D1","genus","Myroides",-0.0183455055144773,0.6884822044347,0.741558218861721
"DDX58","genus","Pimelobacter",-0.0184199158290017,0.687285117941559,0.740460315649054
"MB21D1","genus","Roseovarius",-0.0185957546364203,0.684459394437287,0.738001336969894
"TILs","family","Ruminococcaceae",-0.0189825103711503,0.678259760566581,0.732440254716727
"DDX58","order","Myxococcales",-0.0190819826868209,0.676668718119936,0.730960748766977
"DDX58","family","Myxococcaceae",-0.0191093788477585,0.676230773467354,0.730576082312963
"DDX58","family","Micrococcaceae",-0.0191753212714721,0.675177090699333,0.729653602435602
"MB21D1","genus","Nocardia",-0.0192036448089604,0.674724708321535,0.729247406201671
"TILs","order","Campylobacterales",-0.0194850526908495,0.670236460411393,0.72513235707922
"TILs","species","Helicobacter pylori",-0.0194850526908495,0.670236460411393,0.72513235707922
"TILs","species","Enterococcus thailandicus",-0.0194962275436218,0.670058470451234,0.724996978532286
"DDX58","order","Micrococcales",-0.0196061873249845,0.66830804761859,0.723402298768942
"TILs","family","Candidatus",-0.0197267654496705,0.666390658873859,0.721676913871205
"DDX58","genus","Anaerostipes",-0.0197768116428624,0.665595479595313,0.720903229737267
"TILs","species","Streptococcus equinus",-0.0198415613229512,0.664567234081445,0.719912950595202
"MB21D1","species","Fujinami sarcoma virus",-0.0198551324744986,0.664351799538484,0.719714236186894
"DDX58","family","Rutaceae",-0.0201399528643788,0.65983683403967,0.715659910631781
"DDX58","family","Piscirickettsiaceae",-0.0201682459048484,0.65938900366783,0.71524041061869
"DDX58","species","Streptomyces albidoflavus",-0.0201763490338401,0.659260767421721,0.715126142396053
"TILs","species","Fragaria vesca",-0.0202107969359576,0.658715722860229,0.714603834922654
"DDX58","species","Piscirickettsia salmonis",-0.0203472507792593,0.656558488804752,0.712631135669829
"DDX58","species","Modestobacter marinus",-0.0204692906016644,0.654631543831731,0.71079569111792
"MB21D1","species","Ottowia oryzae",-0.0210125229651937,0.646082135273562,0.702761742495312
"MB21D1","species","Arthrobacter sp. PGP41",-0.0216229531115356,0.636530512462401,0.693900416551286
"TILs","family","Methylocystaceae",-0.0216284420050935,0.63644489527812,0.69382591341571
"MB21D1","genus","Labrys",-0.0221456033754328,0.628399923127415,0.68618634877147
"DDX58","family","Plasmodiidae",-0.0224456269341447,0.623752757632961,0.681889099451858
"DDX58","class","Aconoidasida",-0.0225564130052648,0.622040508731494,0.68049616122753
"MB21D1","species","Pseudomonas yamanorum",-0.0226579747936895,0.620472614354846,0.678989632006259
"TILs","species","Burkholderia pseudomallei",-0.0226699536888538,0.620287799229871,0.678813806718601
"MB21D1","species","Streptomyces griseoviridis",-0.0232910680712417,0.610737969581804,0.670158804290858
"MB21D1","species","Actinoplanes sp. OR16",-0.0234766964373761,0.607896542413739,0.667499409697605
"MB21D1","phylum","Bacteroidetes",-0.0236433615172558,0.605350405982753,0.665123132887741
"TILs","species","Massilia umbonata",-0.023819417755584,0.602665986688379,0.662867796438164
"MB21D1","genus","Micromonas",-0.0240397402199397,0.599314166575729,0.659640706736132
"MB21D1","family","Nudiviridae",-0.0241550275192945,0.597563634320623,0.657964685299535
"MB21D1","family","Hemiselmidaceae",-0.0242323013926187,0.596391599491496,0.656887950730896
"MB21D1","genus","Janthinobacterium",-0.0245564948182045,0.591485879974436,0.652138990380972
"MB21D1","family","Pseudomonadaceae",-0.0248977323732126,0.586342306440996,0.647281093979189
"MB21D1","order","Pseudomonadales",-0.0249256262559036,0.585922769447552,0.646896691012732
"TILs","species","Nitrosomonas sp. AL212",-0.025030524300658,0.584346298307068,0.645375375479743
"MB21D1","order","Deinococcales",-0.0250430148980569,0.584158713228584,0.645278760618148
"MB21D1","species","Deinococcus gobiensis",-0.0250430148980569,0.584158713228584,0.645278760618148
"TILs","genus","Mycolicibacterium",-0.025243559438621,0.581150747688053,0.64247321858821
"MB21D1","species","Fusarium oxysporum",-0.0252843679200231,0.580539547426814,0.641904791660808
"MB21D1","family","Trypanosomatidae",-0.0253193373235127,0.580016039613735,0.641426845566876
"DDX58","species","Ottowia oryzae",-0.0254703844465434,0.577757334243196,0.639353978842981
"MB21D1","genus","Neospora",-0.0266923322666901,0.559638254132531,0.622443836797298
"MB21D1","species","Agrobacterium tumefaciens",-0.0275896522409079,0.546510160688615,0.610216488643348
"MB21D1","family","Micromonosporaceae",-0.027709707491005,0.544765315445741,0.608588436310272
"DDX58","kingdom","Proteoarchaeota",-0.027723865554378,0.544559728585061,0.608382979578807
"DDX58","order","Thermoproteales",-0.027723865554378,0.544559728585061,0.608382979578807
"DDX58","species","Pyrobaculum neutrophilum",-0.027723865554378,0.544559728585061,0.608382979578807
"MB21D1","family","Erythrobacteraceae",-0.0278388490023816,0.542891498035003,0.606747059201197
"MB21D1","species","Ananas comosus",-0.0280527572937138,0.539794790232278,0.603928271777779
"MB21D1","order","Micrococcales",-0.0281685413784326,0.538122291626197,0.602333893165492
"TILs","species","Glaesserella parasuis",-0.0287881200919378,0.529216775925832,0.594215614036954
"DDX58","genus","Aeromicrobium",-0.0288037554259022,0.528993012032989,0.594007065847904
"MB21D1","species","Comamonas aquatica",-0.0293535075319473,0.52115590662045,0.586644792471246
"MB21D1","family","Halomonadaceae",-0.0297521417340723,0.515510595366325,0.581235371909672
"MB21D1","species","Alloactinosynnema sp. L-07",-0.0298341913965528,0.514352577353484,0.580142580277569
"DDX58","species","Streptomyces sp. CdTB01",-0.0309982218114263,0.498070290592284,0.564898098265772
"DDX58","genus","Haemophilus",-0.031618641249308,0.489504973722863,0.557339582807393
"MB21D1","species","Leishmania braziliensis",-0.0320204719241839,0.483999892400399,0.552294994447003
"MB21D1","kingdom","Proteoarchaeota",-0.0321528252978291,0.482194006778874,0.55071799502227
"MB21D1","order","Thermoproteales",-0.0321528252978291,0.482194006778874,0.55071799502227
"MB21D1","species","Pyrobaculum neutrophilum",-0.0321528252978291,0.482194006778874,0.55071799502227
"DDX58","order","Pseudonocardiales",-0.0325250389484275,0.47713500008268,0.546074849892525
"TILs","species","Ananas comosus",-0.0332866244015717,0.466874639636215,0.536507813188134
"TILs","family","Aeromonadaceae",-0.0337491930935853,0.460702797532072,0.530686288110682
"DDX58","genus","Geobacter",-0.0347203659134343,0.447894061200227,0.518547587834584
"MB21D1","genus","Actinoplanes",-0.0348921993891522,0.445648950293595,0.516515122735567
"MB21D1","genus","Alcaligenes",-0.0348942900331313,0.445621674150914,0.516485638253507
"MB21D1","family","Thermomonosporaceae",-0.0351179334008682,0.442709332914554,0.513567960138365
"MB21D1","species","Clostridium] bolteae",-0.0353001185930428,0.440344911472665,0.511290083599878
"DDX58","species","Streptomyces lunaelactis",-0.0356749140762103,0.435503542052392,0.506571046670365
"TILs","species","Pseudomonas chlororaphis",-0.0362641931838006,0.427953847267069,0.499581252742733
"MB21D1","genus","Leishmania",-0.0364431920277432,0.425675687143798,0.497328500815203
"MB21D1","genus","Rufibacter",-0.0364870293312939,0.425118837142243,0.496815271843113
"MB21D1","species","Rathayibacter rathayi",-0.0365992485233432,0.423695289890122,0.495395645137901
"MB21D1","genus","Cellulosimicrobium",-0.0368025964654668,0.421122831771816,0.492989563948008
"MB21D1","species","Massilia umbonata",-0.0368446550654914,0.420591911017334,0.492533120618702
"DDX58","species","Candida albicans",-0.0375548504984831,0.411686181448906,0.484237907651394
"DDX58","species","Frankia symbiont of Datisca glomerata",-0.037923936843799,0.407102284398903,0.479658088972539
"TILs","species","Kluyveromyces lactis",-0.0386820452759145,0.397782607689705,0.470478194568742
"DDX58","species","Theileria orientalis",-0.0388116243567915,0.3962025758481,0.468794780215763
"MB21D1","species","Microlunatus sp. KUDC0627",-0.038862548486972,0.395582664253477,0.468137135403561
"DDX58","genus","Agrococcus",-0.0390512334712598,0.393290854315974,0.465950171733393
"TILs","species","Thermobispora bispora",-0.0404212388834354,0.376892108380228,0.449526351266899
"DDX58","species","Pseudomonas sp. CC6-YY-74",-0.0408815765558318,0.37147768721928,0.444162225294951
"MB21D1","species","Chryseobacterium gleum",-0.0409249954314223,0.370969495371102,0.443629117583202
"TILs","species","Ferriphaselus amnicola",-0.0414598495577921,0.364744681597247,0.43765657124874
"MB21D1","species","Streptomonospora sp. M2",-0.0415751567689246,0.363411270574507,0.436360153446053
"TILs","genus","Pseudonocardia",-0.0418729782941357,0.35998135701075,0.432743488886536
"MB21D1","species","Burkholderia sp. KK1",-0.0422325616358646,0.355867253085693,0.428577494662299
"MB21D1","genus","Staphylococcus",-0.0435865541845076,0.340642426920215,0.413016608924907
"MB21D1","genus","Thiohalobacter",-0.0436756176198267,0.339655758333976,0.411992815495317
"MB21D1","family","Desulfovibrionaceae",-0.0447766939073598,0.32760888929213,0.399276773080861
"TILs","species","Komagataeibacter medellinensis",-0.0448784687318557,0.326509501543599,0.398070609667444
"MB21D1","species","Cedecea neteri",-0.0454160068352471,0.320742621990954,0.391940542014371
"MB21D1","genus","Halioglobus",-0.0454770410709953,0.320092047620646,0.391226319350811
"TILs","family","Nocardiopsaceae",-0.0458323737322226,0.316321589336679,0.38721634078484
"MB21D1","species","Piscirickettsia salmonis",-0.0462920559321488,0.311487158065312,0.381936942811187
"MB21D1","genus","Ustilago",-0.0469045184132914,0.305121812902103,0.375228311418823
"MB21D1","family","Piscirickettsiaceae",-0.0469208623362913,0.304953136955527,0.37502908109287
"TILs","class","Bangiophyceae",-0.0470032826221178,0.304103466044119,0.374104430366914
"TILs","genus","Cyanidioschyzon",-0.0470032826221178,0.304103466044119,0.374104430366914
"MB21D1","species","Oceanisphaera avium",-0.0480430746053516,0.293518934347332,0.362958171012375
"MB21D1","species","Halomonas hydrothermalis",-0.0485381756219586,0.288566706173218,0.357512309755175
"MB21D1","species","Aeromonas rivipollensis",-0.0491262696255796,0.282757672471213,0.351322120619855
"MB21D1","species","Plasmodium reichenowi",-0.0492579881573331,0.281467498430193,0.349904648868122
"TILs","genus","Thermobifida",-0.0505187075622862,0.269320339773828,0.336753727080527
"MB21D1","species","Acetobacter persici",-0.0507326673799008,0.267294961279943,0.334575349085254
"TILs","species","Pasteurella multocida",-0.0509276230946913,0.265458590736002,0.332578790150155
"TILs","order","Pasteurellales",-0.0510219359196139,0.264573334209218,0.331576077954147
"MB21D1","species","Actinomadura amylolytica",-0.0510424117186996,0.264381408788002,0.331359917987267
"DDX58","order","Chromatiales",-0.0512542926072296,0.262401007124741,0.329254267160373
"DDX58","species","Streptomyces sp. TLI_053",-0.0516740334937173,0.258508004792212,0.324956758665192
"MB21D1","species","Minicystis rosea",-0.0516777629372253,0.258473594865437,0.324914230085508
"DDX58","genus","Azospirillum",-0.0516972610793858,0.258293745654677,0.324730253539692
"TILs","species","Oceanisphaera profunda",-0.0518307301576523,0.257064960443705,0.323348064918442
"MB21D1","species","Plasmodium berghei",-0.051959524870103,0.255883050029681,0.322110701130014
"TILs","species","Flavobacterium johnsoniae",-0.0523796900017842,0.252053510779341,0.317782275944009
"TILs","species","Cedecea neteri",-0.0524774906903679,0.251167864430741,0.316808447386357
"DDX58","genus","Kitasatospora",-0.0526709636306594,0.24942222830331,0.314928017625583
"MB21D1","species","Streptomyces sp. SAT1",-0.0527645171562373,0.248581167590009,0.314016956016825
"TILs","genus","Mycoavidus",-0.0527999239165401,0.248263371711633,0.313682364251994
"TILs","order","Chromatiales",-0.0530236364576418,0.246261975060798,0.311452487103688
"DDX58","genus","Torulaspora",-0.053197047637196,0.244718364397218,0.309781029549188
"MB21D1","family","Kofleriaceae",-0.0533420718853902,0.243432646745986,0.308372842732791
"MB21D1","family","Yersiniaceae",-0.0541803410172932,0.236093661872133,0.300129419579828
"TILs","genus","Anaerostipes",-0.0552661534597951,0.226821307811197,0.289646461231564
"DDX58","order","Burkholderiales",-0.0555516806323339,0.22442661622025,0.286925884093811
"DDX58","species","Sphingomonas paucimobilis",-0.0564930898386368,0.216658848288197,0.278168818927365
