"","Overall"
"s__Elizabethkingia.ursingii",0
"s__Empedobacter.brevis",0
"s__Empedobacter.falsenii",0
"s__Empedobacter.stercoris",0
"s__Encephalitozoon.cuniculi",5.75580932819263
"s__Encephalitozoon.hellem",0
"s__Encephalitozoon.intestinalis",0
"s__Encephalitozoon.romaleae",0
"s__endosymbiont.of.Euscepes.postfasciatus",0
"s__endosymbiont.of.Pachyrhynchus.infernalis",0
"s__endosymbiont.of.unidentified.scaly.snail.isolate.Monju",0
"s__Enterobacter.asburiae",0
"s__Enterobacter.bugandensis",0
"s__Enterobacter.cancerogenus",0
"s__Enterobacter.chengduensis",0
"s__Enterobacter.chuandaensis",0
"s__Enterobacter.cloacae",0
"s__Enterobacter.cloacae.complex.sp.",0
"s__Enterobacter.cloacae.complex.sp..ECL112",0
"s__Enterobacter.cloacae.complex.sp..ECL72",0
"s__Enterobacter.cloacae.complex.sp..ECNIH7",0
"s__Enterobacter.cloacae.complex.sp..FDA.CDC.AR_0132",0
"s__Enterobacter.cloacae.complex.sp..FDA.CDC.AR_0164",0
"s__Enterobacter.hormaechei",0.528471002130249
"s__Enterobacter.kobei",0
"s__Enterobacter.ludwigii",0
"s__Enterobacter.mori",0
"s__Enterobacter.oligotrophicus",0
"s__Enterobacter.phage.Arya",0
"s__Enterobacter.phage.EspM4VN",0
"s__Enterobacter.phage.phiEap.2",0
"s__Enterobacter.roggenkampii",0
"s__Enterobacter.sichuanensis",0
"s__Enterobacter.soli",0
"s__Enterobacter.sp..18A13",0
"s__Enterobacter.sp..247",0
"s__Enterobacter.sp..638",0
"s__Enterobacter.sp..BIDMC.29",0
"s__Enterobacter.sp..BIDMC100",0
"s__Enterobacter.sp..BWH.37",0
"s__Enterobacter.sp..Colony194",0
"s__Enterobacter.sp..Crenshaw",0
"s__Enterobacter.sp..CRENT.193",0
"s__Enterobacter.sp..DNB.S2",0
"s__Enterobacter.sp..DSM.30060",0
"s__Enterobacter.sp..E20",0
"s__Enterobacter.sp..E76",0
"s__Enterobacter.sp..HK169",0
"s__Enterobacter.sp..JUb54",0
"s__Enterobacter.sp..LU1",0
"s__Enterobacter.sp..N18.03635",0
"s__Enterobacter.sp..ODB01",0
"s__Enterobacter.sp..R4.368",0
"s__Enterobacter.sp..RHB15.C17",0
"s__Enterobacter.sp..RHBSTW.00175",0
"s__Enterobacter.sp..RHBSTW.00422",0
"s__Enterobacter.sp..RHBSTW.00593",0
"s__Enterobacter.sp..RHBSTW.00975",0
"s__Enterobacter.sp..RHBSTW.00994",0
"s__Enterobacter.sp..SA187",0
"s__Enterobacter.sp..SES19",0
"s__Enterobacter.sp..SGAir0187",0
"s__Enterobacter.sp..YSU",0
"s__Enterobacter.virus.CIP9",0
"s__Enterobacter.virus.PG7",0
"s__Enterobacteriaceae.endosymbiont.of.Donacia.crassipes",0
"s__Enterobacteriaceae.endosymbiont.of.Donacia.dentata",0
"s__Enterobacteriaceae.endosymbiont.of.Donacia.proxima",0
"s__Enterobacteriaceae.endosymbiont.of.Donacia.vulgaris",0
"s__Enterobacteriaceae.endosymbiont.of.Neohaemonia.nigricornis",0
"s__Enterobacteriaceae.endosymbiont.of.Plateumaris.braccata",0
"s__Enterobacteriaceae.endosymbiont.of.Plateumaris.pusilla",0
"s__Enterobacteriaceae.endosymbiont.of.Plateumaris.rustica",0
"s__Enterobacteriaceae.endosymbiont.of.Plateumaris.sericea",0
"s__Enterocloster.bolteae",9.18186377313229
"s__Enterocloster.clostridioformis",0
"s__Enterococcus.casseliflavus",0
"s__Enterococcus.cecorum",0
"s__Enterococcus.durans",0
"s__Enterococcus.faecalis",2.62448731492926
"s__Enterococcus.faecium",0
"s__Enterococcus.gallinarum",0
"s__Enterococcus.gilvus",0
"s__Enterococcus.lactis",0
"s__Enterococcus.rotai",0
"s__Enterococcus.saigonensis",0
"s__Enterococcus.sp..CR.Ec1",0
"s__Enterococcus.sp..FDAARGOS_375",0
"s__Enterococcus.virus.LY0322",0
"s__Enterococcus.wangshanyuanii",0
"s__Entomomonas.moraniae",0
"s__Entomomonas.sp..F2A",0
"s__Entomoplasma.freundtii",0
"s__Entomoplasma.luminosum",0
"s__Entomoplasma.melaleucae",0
"s__Entomoplasma.somnilux",0
"s__Epibacterium.mobile",0
"s__Epilithonimonas.vandammei",0
"s__Ereboglobus.luteus",0
"s__Eremothecium.cymbalariae",4.08223314732471
"s__Eremothecium.gossypii",0
"s__Erwinia.amylovora",0
"s__Erwinia.billingiae",0
"s__Erwinia.persicina",0
"s__Erwinia.pyrifoliae",0
"s__Erwinia.rhapontici",0
"s__Erwinia.sp..E602",0
"s__Erwinia.sp..Ejp617",0
"s__Erwinia.sp..J780",0
"s__Erwinia.sp..QL.Z3",0
"s__Erwinia.tasmaniensis",0
"s__Erwinia.virus.Alexandra",0
"s__Erwinia.virus.Asesino",0
"s__Erwinia.virus.EaH1",0
"s__Erwinia.virus.Hena1",0
"s__Erwinia.virus.Y3",0
"s__Erysipelatoclostridium.ramosum",0
"s__Erysipelothrix.inopinata",0
"s__Erysipelothrix.larvae",0
"s__Erysipelothrix.piscisicarius",0
"s__Erysipelothrix.rhusiopathiae",0
"s__Erysipelothrix.sp..HDW6A",0
"s__Erysipelothrix.sp..HDW6B",0
"s__Erysipelothrix.sp..HDW6C",0
"s__Erythrobacter.aureus",0
"s__Erythrobacter.sp..3.20A1M",0
"s__Erythrobacter.sp..A30.3",0
"s__Erythrobacter.sp..HKB08",0
"s__Erythrobacter.sp..HL.111",0
"s__Erythrobacter.sp..JK5",0
"s__Erythrobacter.sp..KY5",0
"s__Erythrobacter.sp..THAF29",0
"s__Escherichia.albertii",0
"s__Escherichia.coli",1.0958245758285
"s__Escherichia.fergusonii",0
"s__Escherichia.marmotae",0
"s__Escherichia.phage.alia",0
"s__Escherichia.phage.C1",0
"s__Escherichia.phage.HK639",0
"s__Escherichia.phage.SF",0
"s__Escherichia.phage.slur01",0
"s__Escherichia.phage.vB_EcoM_005",0
"s__Escherichia.phage.vB_EcoS_swi2",0
"s__Escherichia.sp..E4742",0
"s__Escherichia.sp..SCLE84",0
"s__Escherichia.virus.121Q",0
"s__Escherichia.virus.ACGM12",0
"s__Escherichia.virus.alpha3",0
"s__Escherichia.virus.APEC7",0
"s__Escherichia.virus.Av05",0
"s__Escherichia.virus.AYO145A",0
"s__Escherichia.virus.C1302",0
"s__Escherichia.virus.Cajan",0
"s__Escherichia.virus.CICC80001",0
"s__Escherichia.virus.EC3a",0
"s__Escherichia.virus.EC6",0
"s__Escherichia.virus.ECB2",0
"s__Escherichia.virus.FEC19",0
"s__Escherichia.virus.flopper",0
"s__Escherichia.virus.G4",0
"s__Escherichia.virus.G4507",0
"s__Escherichia.virus.G7C",0
"s__Escherichia.virus.Golestan",0
"s__Escherichia.virus.ID21",0
"s__Escherichia.virus.ID52",0
"s__Escherichia.virus.ID62",0
"s__Escherichia.virus.IME11",0
"s__Escherichia.virus.IMM002",0
"s__Escherichia.virus.JenP1",0
"s__Escherichia.virus.JenP2",0
"s__Escherichia.virus.K1G",0
"s__Escherichia.virus.KAW1E185",0
"s__Escherichia.virus.Lw1",0
"s__Escherichia.virus.Mangalitsa",0
"s__Escherichia.virus.N4",0
"s__Escherichia.virus.NC28",0
"s__Escherichia.virus.NC29",0
"s__Escherichia.virus.NCA",0
"s__Escherichia.virus.PGT2",0
"s__Escherichia.virus.PhAPEC2",0
"s__Escherichia.virus.PTXU04",0
"s__Escherichia.virus.Rtp",0
"s__Escherichia.virus.Schickermooser",0
"s__Escherichia.virus.Septima11",0
"s__Escherichia.virus.SRT7",0
"s__Escherichia.virus.St1",0
"s__Escherichia.virus.ST32",0
"s__Escherichia.virus.SUSP2",0
"s__Escherichia.virus.T4",0
"s__Escherichia.virus.Talmos",0
"s__Escherichia.virus.UAB78",0
"s__Escherichia.virus.W011D",0
"s__Escherichia.virus.WA45",0
"s__Escherichia.virus.YZ1",0
"s__Ethanoligenens.harbinense",0
"s__Eubacterium.callanderi",0
"s__Eubacterium.maltosivorans",0
"s__Euzebya.pacifica",0
"s__Euzebyella.marina",0
"s__Ewingella.americana",0
"s__Exiguobacterium.acetylicum",0
"s__Exiguobacterium.alkaliphilum",0
"s__Exiguobacterium.antarcticum",0
"s__Exiguobacterium.sibiricum",0
"s__Exiguobacterium.sp..AT1b",0
"s__Exiguobacterium.sp..Helios",0
"s__Exiguobacterium.sp..MH3",0
"s__Exiguobacterium.sp..N4.1P",0
"s__Exiguobacterium.sp..PFWT01",0
"s__Exiguobacterium.sp..U13.1",0
"s__Exiguobacterium.sp..ZWU0009",0
"s__Faecalibacillus.intestinalis",0
"s__Faecalibacterium.prausnitzii",6.80791480566437
"s__Faecalibacterium.virus.Taranis",0
"s__Faecalibacterium.virus.Toutatis",0
"s__Ferrigenium.kumadai",0
"s__Ferrimonas.lipolytica",0
"s__Ferroplasma.acidarmanus",0
"s__Ferroplasma.acidiphilum",0
"s__Fervidobacterium.changbaicum",0
"s__Fictibacillus.arsenicus",0
"s__Fictibacillus.phosphorivorans",0
"s__Filimonas.lacunae",0.781043082512053
"s__Fimbriimonas.ginsengisoli",0
"s__Flammeovirga.kamogawensis",0
"s__Flammeovirga.pectinis",0
"s__Flammeovirga.sp..MY04",0
"s__Flammeovirga.yaeyamensis",0
"s__Flaviflexus.salsibiostraticola",0
"s__Flaviflexus.sp..dk850",0
"s__Flavisolibacter.tropicus",0
"s__Flavivirga.eckloniae",0
"s__Flavonifractor.plautii",0.44494832394622
"s__Flintibacter.sp..KGMB00164",0
"s__Fluoribacter.dumoffii",0
"s__Fluviibacter.phosphoraccumulans",0.968712682111313
"s__Francisella.frigiditurris",0
"s__Francisella.halioticida",0
"s__Francisella.hispaniensis",0
"s__Francisella.marina",0
"s__Francisella.orientalis",0
"s__Francisella.persica",0
"s__Francisella.sp..FSC1006",0
"s__Francisella.sp..LA112445",0
"s__Francisella.sp..Scap27",0
"s__Francisella.uliginis",0
"s__Frankia.casuarinae",0
"s__Frankia.sp..ArI3",0
"s__Frankia.sp..QA3",2.26804970869944
"s__Fretibacterium.fastidiosum",0
"s__Frigoriglobus.tundricola",0
"s__Frondihabitans.sp..762G35",0
"s__Frondihabitans.sp..PAMC.28766",0
"s__Fructilactobacillus.fructivorans",0
"s__Fructilactobacillus.sanfranciscensis",0
"s__Fuerstia.marisgermanicae",1.46970757348808
"s__Fulvivirga.sp..S481",0
"s__Fusarium.venenatum",0.866749932681227
"s__Fusarium.verticillioides",2.80944119777976
"s__Fusobacterium.canifelinum",0
"s__Fusobacterium.gonidiaformans",0
"s__Fusobacterium.hwasookii",0
"s__Fusobacterium.mortiferum",0
"s__Fusobacterium.necrophorum",3.69582615540585
"s__Fusobacterium.nucleatum",5.56883792099551
"s__Fusobacterium.periodonticum",0
"s__Fusobacterium.pseudoperiodonticum",0
"s__Fusobacterium.sp..NSJ.57",0
"s__Fusobacterium.sp..oral.taxon.203",0
"s__Fusobacterium.ulcerans",0
"s__Fusobacterium.varium",0
"s__Fusobacterium.virus.FNU1",0
"s__Gallibacterium.anatis",0
"s__Gallionella.capsiferriformans",0
"s__Gammapapillomavirus.26",0
"s__Gardnerella.leopoldii",0
"s__Gardnerella.vaginalis",0.525513762897127
"s__Garlic.virus.A",0
"s__Gemella.haemolysans",0.0171023523830053
"s__Gemella.morbillorum",0
"s__Gemella.sanguinis",0
"s__Gemella.sp..ND.6198",0
"s__Gemella.sp..oral.taxon.928",0
"s__Gemella.sp..zg.570",0
"s__Geminocystis.sp..NIES.3709",0
"s__Gemmata.massiliana",0
"s__Gemmatimonas.phototrophica",0.600779367894687
"s__Gemmatimonas.sp..TET16",0
"s__Gemmatirosa.kalamazoonesis",6.20961050167686
"s__Gemmobacter.sp..HYN0069",0.540146037092275
"s__Geobacillus.kaustophilus",0
"s__Geobacillus.phage.GBK2",0
"s__Geobacillus.sp..44B",0
"s__Geobacillus.sp..44C",0
"s__Geobacillus.sp..46C.IIa",0
"s__Geobacillus.sp..E263",0
"s__Geobacillus.sp..JS12",0
"s__Geobacillus.sp..WCH70",0
"s__Geobacillus.sp..Y4.1MC1",0
"s__Geobacillus.stearothermophilus",0
"s__Geobacillus.subterraneus",0
"s__Geobacillus.thermoleovorans",0
"s__Geobacillus.virus.E2",0
"s__Geobacillus.virus.E3",0
"s__Geobacillus.virus.GBSV1",0
"s__Geobacillus.virus.Tp84",0
"s__Geobacillus.zalihae",0
"s__Geobacter.bemidjiensis",0
"s__Geobacter.lovleyi",0
"s__Geobacter.metallireducens",0
"s__Geobacter.sp..DSM.9736",0
"s__Geobacter.sp..Jerry.YX",0
"s__Geobacter.sp..M21",0
"s__Geobacter.sp..SVR",0
"s__Geomonas.sp..RF4",0
"s__Geomonas.sp..RG10",0
"s__Georgenia.faecalis",0
"s__Georhizobium.profundi",0
"s__Geosporobacter.ferrireducens",0
"s__Geovibrio.thiophilus",0
"s__Giardia.intestinalis",6.89475453338724
"s__Gibbsiella.quercinecans",0
"s__Gilliamella.apicola",0
"s__Gilliamella.sp..ESL0441",0
"s__Gilvibacter.sp..SZ.19",0
"s__Gimesia.alba",0
"s__Gimesia.algae",0
"s__Gimesia.chilikensis",0
"s__Gimesia.fumaroli",0
"s__Gimesia.maris",0
"s__Glaciimonas.sp..PAMC28666",0
"s__Glaesserella.sp..15.184",0
"s__Gloeobacter.kilaueensis",0
"s__Gloeomargarita.lithophora",0
"s__Gluconacetobacter.diazotrophicus",0
"s__Gluconobacter.albidus",0
"s__Gluconobacter.oxydans",0
"s__Gluconobacter.sphaericus",0
"s__Gluconobacter.thailandicus",0
"s__Glycocaulis.alkaliphilus",0
"s__Gordonia.ajococcus",0
"s__Gordonia.alkanivorans",0
"s__Gordonia.amarae",0
"s__Gordonia.phage.Valary",0
"s__Gordonia.sp..1D",0
"s__Gordonia.sp..KTR9",0
"s__Gordonia.sp..YC.JH1",0
"s__Gordonia.terrae",0
"s__Gordonia.virus.BetterKatz",0
"s__Gordonia.virus.Duffington",0
"s__Gordonia.virus.GAL1",0
"s__Gordonia.westfalica",0
"s__Gordonia.zhaorongruii",0
"s__Gracilibacillus.sp..SCU50",0
"s__Gramella.echinicola",0
"s__Gramella.forsetii",0
"s__Gramella.fulva",0
"s__Gramella.salexigens",0
"s__Gramella.sp..MAR_2010_147",0
"s__Gramella.sp..MT6",0
"s__Granulibacter.bethesdensis",0
"s__Granulicella.sp..5B5",0
"s__Granulicella.sp..WH15",0
"s__Granulosicoccus.antarcticus",0
"s__Grimontia.hollisae",7.22334969162018
"s__Gryllotalpicola.protaetiae",0
"s__Guyparkeria.halophila",0
"s__Gynuella.sunshinyii",0
"s__Haematospirillum.jordaniae",0
"s__Haemophilus.aegyptius",0
"s__Haemophilus.haemolyticus",0
"s__Haemophilus.influenzae",1.75709648810086
"s__Haemophilus.sp..oral.taxon.036",0
"s__Hafnia.paralvei",0
"s__Hahella.chejuensis",0
"s__Hahella.sp..KA22",0
"s__Halalkaliarchaeum.desulfuricum",0
"s__Halalkalicoccus.jeotgali",0
"s__Halanaeroarchaeum.sulfurireducens",0
"s__Halapricum.salinum",0
"s__Halarchaeum.sp..CBA1220",0
"s__Halarcobacter.ebronensis",0
"s__Halioglobus.japonicus",0
"s__Halioglobus.maricola",0
"s__Haliscomenobacter.hydrossis",0.736256365461435
"s__Haloarcula.marismortui",0
"s__Haloarcula.sp..CBA1115",0
"s__Haloarcula.sp..JP.L23",0
"s__Haloarcula.taiwanensis",0
"s__Halobacillus.halophilus",0
"s__Halobacillus.mangrovi",0
"s__Halobacterium.hubeiense",0
"s__Halobacterium.salinarum",0
"s__Halobacterium.virus.ChaoS9",0
"s__Halobaculum.halophilum",0
"s__Halobaculum.salinum",0
"s__Halobellus.limi",0
"s__Halocella.sp..SP3.1",0
"s__Halocynthiibacter.arcticus",0
"s__Halodesulfurarchaeum.formicicum",0
"s__Halogeometricum.borinquense",0
"s__Halolamina.sp..CBA1230",0
"s__Halomicronema.hongdechloris",0
"s__Halomonas.aestuarii",0
"s__Halomonas.beimenensis",0
"s__Halomonas.campaniensis",0
"s__Halomonas.chromatireducens",0
"s__Halomonas.elongata",0
"s__Halomonas.huangheensis",0
"s__Halomonas.hydrothermalis",0
"s__Halomonas.piezotolerans",0
"s__Halomonas.socia",0
"s__Halomonas.sp..1513",0
"s__Halomonas.sp..18071143",0
"s__Halomonas.sp..BC.M4.5",0
"s__Halomonas.sp..GT",0
"s__Halomonas.sp..HG01",0
"s__Halomonas.sp..hl.4",0
"s__Halomonas.sp..HL.93",0
"s__Halomonas.sp..KO116",0
"s__Halomonas.sp..MCCC.1A11059",0
"s__Halomonas.sp..MCCC.1A13316",0
"s__Halomonas.sp..MCCC.1A13718",0
"s__Halomonas.sp..SF2003",0
"s__Halomonas.sp..SH5A2",0
"s__Halomonas.sp..THAF5a",0
"s__Halomonas.sp..YLGW01",0
"s__Halomonas.titanicae",0
"s__Halomonas.venusta",0
"s__Halopenitus.persicus",0
"s__Halopiger.xanaduensis",0
"s__Haloplanus.aerogenes",0
"s__Haloplanus.rallus",0
"s__Haloplanus.rubicundus",0
"s__Halorhabdus.sp..CBA1104",0
"s__Halorhabdus.tiamatea",0
"s__Halorhabdus.utahensis",0
"s__Halorientalis.sp..IM1011",0
"s__Halorubrum.ezzemoulense",0
"s__Halorubrum.lacusprofundi",0
"s__Halorubrum.sodomense",0
"s__Halorubrum.sp..2020YC2",0
"s__Halorubrum.sp..CBA1229",0
"s__Halorubrum.sp..PV6",0
"s__Halorubrum.sp..RHB.C",0
"s__Halorubrum.trapanicum",0
"s__Halorussus.sp..RC.68",0
"s__Halosimplex.litoreum",0.0961992881625058
"s__Halosimplex.rubrum",0
"s__Halostagnicola.larsenii",0
"s__Halotalea.alkalilenta",0
"s__Haloterrigena.daqingensis",0
"s__Haloterrigena.longa",0
"s__Haloterrigena.sp..KZCA68",0
"s__Haloterrigena.sp..YPL8",0
"s__Haloterrigena.turkmenica",0
"s__Halothiobacillus.sp..LS2",0
"s__Halovivax.ruber",0
"s__Hartmannibacter.diazotrophicus",0
"s__Helicobacter.apodemus",0
"s__Helicobacter.bizzozeronii",0
"s__Helicobacter.canadensis",0
"s__Helicobacter.cetorum",0
"s__Helicobacter.cholecystus",0
"s__Helicobacter.cinaedi",0
"s__Helicobacter.mustelae",0
"s__Helicobacter.pullorum",0
"s__Helicobacter.sp..MIT.01.6242",0
"s__Helicobacter.sp..NHP19.0003",0
"s__Helicobacter.sp..NHP19.0012",0
"s__Helicobacter.typhlonius",0
"s__Helicobacter.winghamensis",0
"s__Hemiselmis.andersenii",1.47423470563469
"s__Heyndrickxia.oleronia",0
"s__Heyndrickxia.sporothermodurans",0
"s__Hibiscus.latent.Fort.Pierce.virus",0
"s__Hirschia.baltica",1.85702265782116
"s__Homo.sapiens",0
"s__Huangpi.orthonairovirus",0
"s__Human.betaherpesvirus.7",0
"s__Human.mastadenovirus.C",0
"s__Human.polyomavirus.1",0
"s__Human.polyomavirus.6",0
"s__Human.polyomavirus.7",0
"s__Humibacter.sp..BT305",0
"s__Humibacter.sp..WJ7.1",0
"s__Hydrocarboniclastica.marina",0
"s__Hydrogenobacter.sp..T.8",0
"s__Hydrogenobacter.thermophilus",0
"s__Hydrogenophaga.pseudoflava",0
"s__Hydrogenophaga.sp..BA0156",0.228118634939919
"s__Hydrogenophaga.sp..PAMC20947",0
"s__Hydrogenophaga.sp..PBL.H3",0
"s__Hydrogenophaga.sp..YM1",1.12212752380759
"s__Hydrogenovibrio.marinus",0
"s__Hydrogenovibrio.thermophilus",0
"s__Hymenobacter.busanensis",1.22384992415989
"s__Hymenobacter.nivis",0
"s__Hymenobacter.radiodurans",0
"s__Hymenobacter.sp..BRD128",0
"s__Hymenobacter.sp..BT18",0
"s__Hymenobacter.sp..DG25A",0
"s__Hymenobacter.sp..NBH84",0
"s__Hymenobacter.sp..PAMC.26628",0
"s__Hypericibacter.terrae",0
"s__Hyphomicrobium.denitrificans",0
"s__Hyphomicrobium.nitrativorans",0.675768843309549
"s__Hyphomicrobium.sp..MC1",0
"s__Hyphomonas.neptunium",0
"s__Hyphomonas.sp..CACIAM.19H1",0
"s__Iamia.sp..SCSIO.61187",0.613318493089314
"s__Ignicoccus.hospitalis",0
"s__Ignicoccus.islandicus",0
"s__Infirmifilum.uzonense",0
"s__Inhella.inkyongensis",0.34346694305236
"s__Intestinimonas.butyriciproducens",0
"s__Intrasporangium.calvum",0
"s__Invertebrate.iridescent.virus.31",0
"s__Invertebrate.iridescent.virus.6",0
"s__Invertebrate.iridovirus.25",0
"s__Iodobacter.fluviatilis",0
"s__Iodobacter.sp..H11R3",0
"s__Isoptericola.dokdonensis",0
"s__Isorropodon.fossajaponicum.symbiont",0
"s__Jatrophihabitans.sp..GAS493",1.49534385960754
"s__Jeongeupia.sp..HS.3",0
"s__Jeongeupia.sp..USM3",0
"s__Jeotgalibacillus.malaysiensis",0
"s__Jeotgalicoccus.saudimassiliensis",0
"s__Jeotgalicoccus.sp..WY2",0
"s__Jiangella.sp..DSM.45060",0
"s__Jinshanibacter.zhutongyuii",0
"s__Jonquetella.anthropi",0
"s__Kaistella.antarctica",0
"s__Kaistella.carnis",0
"s__Kaistella.flava..ex.Peng.et.al..2021.",0
"s__Kangiella.geojedonensis",0
"s__Kangiella.koreensis",0
"s__Kangiella.profundi",0
"s__Kangiella.sediminilitoris",0
"s__Kazachstania.africana",0
"s__Kazachstania.naganishii",6.24557349891814
"s__Ketobacter.alkanivorans",0
"s__Ketogulonicigenium.vulgare",0
"s__Kineobactrum.salinum",0.0723792788594771
"s__Kingella.denitrificans",0
"s__Kingella.kingae",0
"s__Kingella.oralis",0
"s__Kiritimatiella.glycovorans",0
"s__Kitasatospora.aureofaciens",0
"s__Kitasatospora.setae",0
"s__Kitasatospora.sp..MMS16.BH015",0
"s__Kitasatospora.sp..NA04385",1.76060345597904
"s__Klebsiella.africana",0
"s__Klebsiella.huaxiensis",0
"s__Klebsiella.phage.vB_KpnP_P184",0
"s__Klebsiella.pneumoniae",0
"s__Klebsiella.quasipneumoniae",0
"s__Klebsiella.quasivariicola",0
"s__Klebsiella.sp..A52",0
"s__Klebsiella.sp..LTGPAF.6F",0
"s__Klebsiella.sp..LY",0
"s__Klebsiella.sp..P1954",0
"s__Klebsiella.sp..PL.2018",0
"s__Klebsiella.sp..STW0522.44",0
"s__Klebsiella.sp..WP3.W18.ESBL.02",0
"s__Klebsiella.virus.Marfa",0
"s__Klebsiella.virus.SopranoGao",0
"s__Kluyvera.ascorbata",0
"s__Kluyvera.genomosp..3",0
"s__Kluyveromyces.marxianus",2.59025276715165
"s__Kocuria.flava",0
"s__Kocuria.indica",0
"s__Kocuria.palustris",0
"s__Kocuria.rhizophila",0
"s__Kocuria.rosea",0
"s__Kocuria.sp..BT304",0
"s__Kocuria.sp..KD4",0
"s__Kocuria.sp..TGY1120_3",0
"s__Kocuria.sp..TGY1127_2",0
"s__Kocuria.turfanensis",0
"s__Kocuria.varians",0
"s__Koleobacter.methoxysyntrophicus",0
"s__Komagataeibacter.hansenii",0
"s__Komagataeibacter.medellinensis",0
"s__Komagataeibacter.nataicola",0
"s__Komagataeibacter.oboediens",0
"s__Komagataeibacter.rhaeticus",0
"s__Komagataeibacter.saccharivorans",0
"s__Komagataeibacter.xylinus",0
"s__Kosakonia.arachidis",0
"s__Kosakonia.cowanii",0
"s__Kosakonia.oryzae",0
"s__Kosakonia.pseudosacchari",0
"s__Kosakonia.radicincitans",0
"s__Kosakonia.sacchari",0
"s__Kosakonia.sp..CCTCC.M2018092",0
"s__Kosakonia.sp..MUSA4",0
"s__Kosakonia.sp..SMBL.WEM22",0
"s__Kosmotoga.olearia",0
"s__Kosmotoga.pacifica",0
"s__Kozakia.baliensis",0
"s__Kribbella.flavida",0
"s__Kroppenstedtia.pulmonis",0
"s__Ktedonosporobacter.rubrisoli",0
"s__Kurthia.sp..11kri321",0
"s__Kurthia.zopfii",0
"s__Kushneria.konosiri",0
"s__Kushneria.marisflavi",0
"s__Kutzneria.sp..CA.103260",0
"s__Kyrpidia.spormannii",0
"s__Kyrpidia.tusciae",0
"s__Labilithrix.luteola",2.22451935924361
"s__Labrenzia.alexandrii",0
"s__Labrenzia.sp..THAF35",0
"s__Labrenzia.sp..THAF82",0
"s__Labrenzia.sp..VG12",0
"s__Lachnoanaerobaculum.umeaense",0.409773227444786
"s__Lachnoclostridium.phocaeense",0
"s__Lachnoclostridium.phytofermentans",0
"s__Lachnoclostridium.sp..YL32",0
"s__Lacibacter.sp..S13.6.6",0
"s__Lacimicrobium.alkaliphilum",0
"s__Lacipirellula.parvula",0
"s__Lacticaseibacillus.chiayiensis",0
"s__Lacticaseibacillus.zeae",0
"s__Lactiplantibacillus.paraplantarum",0
"s__Lactobacillus.acetotolerans",0
"s__Lactobacillus.amylolyticus",0
"s__Lactobacillus.apis",0
"s__Lactobacillus.delbrueckii",0
"s__Lactobacillus.johnsonii",0
"s__Lactobacillus.kefiranofaciens",0
"s__Lactobacillus.kullabergensis",0
"s__Lactobacillus.panisapium",0
"s__Lactobacillus.paragasseri",0
"s__Lactobacillus.sp..3B.2020.",0
"s__Lactobacillus.sp..CBA3605",0
"s__Lactobacillus.sp..CBA3606",0
"s__Lactobacillus.taiwanensis",0
"s__Lactobacillus.terrae",0
"s__Lactobacillus.ultunensis",0
"s__Lactobacillus.virus.521B",0
"s__Lactobacillus.virus.Lb338.1",0
"s__Lactobacillus.virus.LfeInf",0
"s__Lactobacillus.virus.ViSo2018a",0
"s__Lactococcus.allomyrinae",0
"s__Lactococcus.carnosus",0
"s__Lactococcus.cremoris",0
"s__Lactococcus.garvieae",0
"s__Lactococcus.lactis",0
"s__Lactococcus.paracarnosus",0
"s__Lactococcus.petauri",0
"s__Lactococcus.phage.28201",0
"s__Lactococcus.phage.50101",0
"s__Lactococcus.phage.63301",0
"s__Lactococcus.phage.98201",0
"s__Lactococcus.phage.M6162",0
"s__Lactococcus.phage.M6165",0
"s__Lactococcus.phage.P335.sensu.lato",0
"s__Lactococcus.phage.phiLC3",0
"s__Lactococcus.phage.r1t",0
"s__Lactococcus.phage.TP901.1",0
"s__Lactococcus.phage.Tuc2009",0
"s__Lactococcus.phage.ul36",0
"s__Lactococcus.phage.vB_Llc_bIBB12",0
"s__Lactococcus.piscium",0
"s__Lactococcus.raffinolactis",0
"s__Lactococcus.sp..KACC.19320",0
"s__Lactococcus.sp..LG1074",0
"s__Lactococcus.sp..LG1267",0
"s__Lactococcus.sp..LG606",0
"s__Lactococcus.taiwanensis",0
"s__Lactococcus.virus.05601",0
"s__Lactococcus.virus.05802",0
"s__Lactococcus.virus.10W18",0
"s__Lactococcus.virus.13W11L",0
"s__Lactococcus.virus.16802",0
"s__Lactococcus.virus.16W23",0
"s__Lactococcus.virus.1706",0
"s__Lactococcus.virus.20R03M",0
"s__Lactococcus.virus.30804",0
"s__Lactococcus.virus.340",0
"s__Lactococcus.virus.37201",0
"s__Lactococcus.virus.37203",0
"s__Lactococcus.virus.38503",0
"s__Lactococcus.virus.38507",0
"s__Lactococcus.virus.3R16S",0
"s__Lactococcus.virus.50102",0
"s__Lactococcus.virus.50504",0
"s__Lactococcus.virus.50902",0
"s__Lactococcus.virus.51701",0
"s__Lactococcus.virus.56003",0
"s__Lactococcus.virus.56301",0
"s__Lactococcus.virus.57001",0
"s__Lactococcus.virus.62402",0
"s__Lactococcus.virus.62403",0
"s__Lactococcus.virus.62503",0
"s__Lactococcus.virus.62601",0
"s__Lactococcus.virus.62605",0
"s__Lactococcus.virus.62606",0
"s__Lactococcus.virus.63302",0
"s__Lactococcus.virus.66901",0
"s__Lactococcus.virus.712",0
"s__Lactococcus.virus.79201",0
