"","Input Sample","B cells naive","B cells memory","T cells CD8","T cells CD4 naive","T cells CD4 memory resting","T cells CD4 memory activated","T cells follicular helper","T cells regulatory (Tregs)","T cells gamma delta","NK cells resting","NK cells activated","Macrophages M0","Macrophages M1","Macrophages M2","Dendritic cells resting","Dendritic cells activated","Mast cells resting","Mast cells activated","Eosinophils","Neutrophils","TILs","cancer"
"210","SL337321",0.0346010250721263,0,0.046702821913686,0,0.26459453788913,0.114351225391618,0.0270954215653863,0,0,0.0505226939796756,0.00524045274593438,0.0574540455434268,0.0369604673290896,0.112018375103087,0.0401752323664359,0,0,0.0824158886038292,0.00599075406977618,0,0.878122941573202,"GI"
"211","SL337343",0,0,0.00495521597297332,0,0.038750442977469,0,0.00719426788987369,0.00103297273817831,0,0,0.00151110161086141,0.184513095818624,3e-04,0,0,0.00782398533529872,0,0.210164724783162,0.00315014459731629,0.0288205587158118,0.488216510439569,"SAR"
"212","SL337345",0.0440014097265584,0,0.0681845840780949,0,0.0196076305503461,0.0111164690349354,0.0125740423383279,0.0113110151163425,0,0,0.0341948639414016,0.212951305956323,0.0256367828221285,0.11298987162374,0.00534302146820639,0,0,0.199691478755753,0,0,0.757602475412158,"GI"
"213","SL337347",0.0148215479943932,0,0.00768678454978137,0,0.0930739618266991,0,0,0,0,0.00639582036758233,0,0.0527901451344833,4e-04,0.0214487720714829,0,0,0,0.0497483150387573,0,0,0.24636534698318,"GI"
"214","SL337361",0.0144801229208057,0.0157244986188045,0.0467963726717633,0,0.15139818737227,0.126208976598856,0,0,0,0,0.0286126080778381,0.0479728403926176,0.0715986509376397,0.0506683830439824,0.00293302455440117,0,0,0.205578290687698,0,0.00738206254151056,0.769354018418188,"GI"
"215","SL337363",0.0227615467525756,0,0.0655322956663664,0,0.0167786173112434,0,0.0153491015256039,0,0,0,0.0107346515889856,0.0584935968681951,0.0238991853493309,0.0468236767651539,0.0275778955486629,0,0,0.024724214659163,0,0,0.312674782035281,"THO"
"216","SL337366",0.00140901319211919,0,0.0731032073530822,0,0.0902325284458915,0.0457022697123506,0.0432652227452232,0,0,0,0.0566928699064028,0.150089577807132,0.0516831703298837,0.0950314532874167,0.00630350766918856,0,0,0.0441623521978088,0,0,0.657675172646499,"THO"
"217","SL337367",0.0052671631056705,0,0.017642338279322,0,0.00485115157949745,0,0.00695412767112951,0,0,0,0.00745464817805315,0,0,0.0157710894496852,0,0.00182666090422145,0.0223145511229109,0,0,0,0.0820817302904902,"THO"
"218","SL337482",0.0334089234529482,0,0.041847619431722,0,0.354232371603189,0.0246751030566996,0,0,0,0.0021454132867577,0.0473474323642632,0.280200878142601,0.113761009601369,0.184089409613557,0.0473960542480608,0,0.0158929751738081,0.0168680977764685,0,0.0402810624998867,1.20214635025133,"THO"
"219","SL341277",0.00206757504776557,0,0.0128273818138074,0,0.308713827457977,0,0,0,0,0,0.0769167283000278,0,0.0722717322422736,0.44165781264396,0,0.0515335121435902,0.0285117183602008,0,0,0,0.994500288009602,"SAR"
"220","SL341278",0,0,0.0237305083118657,0,0.0212576886532573,5e-04,0.0106390974110541,0,0,0.0145313492095846,0,0.0243899718791638,0,0.001498718817106,0.00237161480837673,0,0,0.089477796282138,0.0412771593920272,0,0.229673904764574,"GI"
"221","SL341279",0,0,0.0148382101866184,0.0280073599920824,0.0983557076859798,3e-04,0,0,0,0.029797549369414,0.00682437058218836,0.192449801030635,0.00208160634604835,0.124398825624705,0.00313644164716348,0,0,0.178813174901177,0,0.124366573614681,0.803369620980692,"GI"
"222","SL341281",0.0142540962662892,0,0.0232596848364416,0,0.0724642674092905,0,0.010558998830047,0.0101391901528684,0,0,0.0203721046046067,0.167566572105008,0.00792053383729236,0.100279928023916,0.00449576740267993,0,0,0.0390590225270431,0,6e-04,0.470970165995483,"GI"
"223","SL341282",0,0.179194292235538,0.278947814736296,0,0.338081074409397,0.198462869526304,0,0,0,0.0623009404951599,0.028908518914743,0.251186207404388,0.253641335603957,0.104716333860025,0,0,0,2e-04,0,0,1.69563938718581,"THO"
"224","SL341283",0.0231023086757602,0,0.108471484028998,0,0.145550340949673,0.0515771467374656,0.0144986034857719,0,0,0,0.0830214140551066,0.0875392173109368,0.0450685759874962,0.262967137608513,0.0128822200549358,0.0243204060783942,0,0.105819866746769,0,0.00375407065226877,0.968572792372088,"THO"
"225","SL341284",0,9e-04,0.0572330734642988,0,0.036894785066613,0,0.00657377082536802,0.0127672873139523,0,0,0.0282235157362579,0,0.02604662543983,0.28366096675117,0,0,0,0.088691900002596,0,1e-04,0.541091924600086,"SAR"
"226","SL341285",0.00786183425232681,0,0.00274674128754847,0,0.0351434206969624,0,0,0,0,0,0.00807733499736474,0,8e-04,0.214220734416236,0,0,0,0.021133201007452,0.00159191229549934,0.0105639808611672,0.302139159814557,"SAR"
"227","SL341286",0.0570495939680066,0,0.303000730167254,0,0.250392893821617,0.223174950247866,0,0,0,0.0379448733217627,0,0.0991399266680194,0.0417698316596002,0.201216291167091,0.00207876594735243,0,0,0.0657143567358308,0,0.029570068723519,1.31105228242792,"THO"
"228","SL341287",0.0327408781298356,0,0.252428858052443,0.010325102766146,0.0110993957060713,0.261606340715081,0,0,0,0.0297573645104891,0.0352783161791394,0.199381420977898,0.0759300632004582,0.221053322513611,0.0254451685401799,0,0,0.0348037094329019,0,7e-04,1.19054994072425,"THO"
"229","SL341289",0.0591054405409061,0,0.255406481771104,0,0.192250504756825,0.0185023477069006,0.0464417283331595,0,0,0,0.0793338266703838,0.149574299353121,0.106294382662194,0.271262839306382,0,0.0951893764909345,0,0.0452592433495577,0,0,1.31862047094147,"THO"
"230","SL341310",0.0443358107598345,0.110720276345775,0.3589072454336,0,0.167033419974596,0.253922925929753,0,0,0,0,0.128151750725619,0.263043586863632,0.236058555365644,0.200326859386136,0,0.133199021715742,0,0.15984856942867,0,0,2.055548021929,"THO"
"231","SL341336",0.0347493644702495,0,0.0349840443582039,0,0,0.0185463784414043,0,0,0,0,0.00704537912343242,0.069711020769417,0.0169002728878599,0.0503136746173843,0.00572119123309072,0,0,0.0275763917515243,0,8e-04,0.266347717652567,"THO"
"232","SL341338",0.0189977881810849,0,0.061230741790699,0,0.288047312775927,0,0,0,0,0,0.0163852032685754,0.0425285681572005,0.00430987406070234,0.157211317113649,0.0190664688511049,0.0263041300837056,0.0210740959488117,0,0,0,0.65515550023146,"THO"
"233","SL341339",0,0,2e-04,0,0.0563945672934731,0,0.00450854742015726,0,0,0.00319042871410416,0.0172527077461928,0,5e-04,0.0537422423536605,0,1e-04,0.0292159369976623,0,0,0,0.16510443052525,"SAR"
"234","SL341357",0,0,0.0146979934436623,0,0.0218302813245482,0,0,0,0,0,0.0105160258665231,0.041528269923631,0,0.185628993665779,4e-04,0,0.0145939862997964,0,0,0.00319646869737687,0.292392019221317,"SAR"
"235","SL341359",0.0176190647580125,0,0.0279224189510012,0,0,0,0.00892062731052107,0.00306141597857776,0,0,0.0103484280867996,0.010561510902348,0.00825950872125102,0.0216210912679943,0.00117823257047335,0,0,0.00369749267220897,0,0,0.113189791219188,"SAR"
"236","SL341360",0,0,0.00384808265024972,0,0.0319438017798552,0,0.00318730853867212,0.00548146029501875,0.00336162357809066,4e-04,0,0.0277594748551077,0.00365210658360107,0.0184690414168537,0,0,0.0257959641950101,0,0,5e-04,0.124398863892459,"SAR"
"237","SL341364",0,0.0111142862800067,0.082384211855789,0,0.00647312476617705,0.0891318300120274,0.0185868609239285,0,0,0.00494998317532526,0.00123267676749428,0,0.0128316596304811,0.0739339570853536,0.0026566455268644,0.0373725642425475,0,0.240542931782707,0.00149154602541342,0.0057118614454172,0.588414139519533,"GU"
"238","SL341365",8e-04,8e-04,0,0,0.0859308221676221,0,0,0,0,0,0.0337992899028125,0,0,0.051127458880831,4e-04,0,0.169194652061457,0,0,0,0.342052223012722,"SAR"
"239","SL342652",0.0144095119586105,0,0.0964877953324049,0,0.0427656384445212,0.0537814093241679,0.0244436730039044,0,0,0,0.0219264165495807,0.0721548617872845,0.0173548330474321,0.0337205686861126,0.00725048716218121,0.0172826383904571,0,0.0976830409965692,3e-04,0,0.499560874683226,"GI"
"240","SL342653",0.13542257296095,0.0846388268759549,0.079326667410047,0.00855501551868573,0.147050414866984,0.0398857241850776,0.0204548435821337,0,0,0,0.0260447797281017,0.362477977004833,0.144951395988099,0.202142860963751,0,0,0,0.0156671112926985,0,0,1.26661819037732,"THO"
"241","SL342654",0.0186102603783176,0,0.0335750540681229,0.00228686556611588,0.0707499650401287,0,0.00680522538733638,0,0,0,0.0347881581389238,0.0244754792756119,0.00118929249402784,0.0538993740350582,0.00739683790529104,0,0,0.099332597676138,0.0189393418781977,0,0.37204845184327,"GI"
"242","SL342655",0,0,0.0465026932077398,0,0.210881929546828,0,0,0,0,0,0.00426904748011838,0.00131277715859339,0.00226262578854509,0.0441479613843004,0.0164074857829774,0.00436993683278934,0,0.105648984444849,0.00745951624751197,0,0.443262957874253,"GI"
"243","SL342656",0,0,0.0191447800983167,0,0.126750971315276,0,0.00621556843399495,0,0,0.0115876786098107,0.0020688654326102,0.101460152557397,8e-04,0.100156366947298,0,0.00439936505715842,0,0.39486447542467,0.0177488432602267,0.0150586944129394,0.800255761549699,"GI"
"244","SL342658",0.0212161169781586,0,0.228523193181064,0,0,0.184907969898988,0,0,0.0288687090926595,0,0.0618107671006422,0.0607674828334028,0.0286046727453038,0.118341814654046,0,0,0,0.111422878700137,0,0.014986326730893,0.859449931915295,"RCC"
"245","SL342659",0.102654330762849,0.0182891140758663,0.29146223199096,0,0.0466240272046996,0.137039011642689,0.0286899629642915,0,0,0,0.16505346843321,0.0779799634940245,0.0802526191480958,0.089698335230353,5e-04,0,0,0.13489167345814,0,0.00113120553422542,1.1742659439394,"GI"
"246","SL342661",0.00959099777082415,0,0.0681801034627226,0,0.0663290900712797,0,0,0,0,0,0.0273051636724586,0.0164611922278568,0.0186601023704763,0.28665082763334,0,0,0,0.0256626245597083,0,0.0134409454525777,0.532281047221244,"SAR"
"247","SL342663",0.00204413742411974,0,0,0.00331175936819274,0.0187097128131297,0.0277985226896578,0,0,0,0.0180213434808765,0.00680690124538135,0.243578123949913,0.00666191604287788,0.059232702228311,0,0,0,0.0599895205587954,0,0,0.446154639801255,"GI"
"248","SL342676",0.0458390675169692,0,0.0668816214418597,0,0.193176674916632,0.0275525924406921,0,0,0,0,0.0460286047600958,0.238558668671097,0.0525073127427785,0.308978194236377,0.0126972397133729,0,0,0.26435230955139,0,0.0204027104131926,1.27697499640446,"SAR"
"249","SL342679",0.0143761438852886,0,0.0564855645667617,0,0.110747420079613,0.0264695331298376,0.00966826104184462,0,0,0,0.0379589141464065,0.353729696647722,0.0505300567667926,0.177984687680792,0.0124753446591928,0,0,0.119224742930013,0,0,0.969650365534265,"THO"
"250","SL342680",0,0.00221053210043773,0,0.00512501563861706,0.0193672640688322,0.00533089094316073,0,0,0,0.00331141323693101,0.00382880774378195,0.0895777731609533,0,0.102667300316925,0,0,0,0.013245495537376,0,0,0.244664492747015,"SAR"
"251","SL342682",0.00172030690779218,0.00353064425262106,0.0626102919615828,0,0.0403801081360501,0.0784501793936821,0.034486367179934,0,0,0,0.045590273310461,0.0904934459128156,0.0636127029972085,0.0524395872888481,0,6e-04,0,0.231133582843199,0,0.001206030606729,0.706253520790923,"GI"
"252","SL342683",0.0975373715289174,0,0.101086849721079,0.101505295829966,0,0,0.0272552282685344,0,0,0,0.00437564832556348,0,0,0.127532453996105,0,0.0361564251590724,0,0.0186529334347663,0.00684498775972131,0,0.520947194023725,"GU"
"253","SL342685",0,0.0383841534602226,0.119124580210993,0,0.158142644748823,0.0228918828548996,0.0501965185164155,0,0,0,0.0707789466954808,0.130093249799215,0.0449665537117935,0.231723045905803,0.0654138412810542,0.0748567280159749,0,0.12109295589299,5e-04,0.00129735791835165,1.12946245901202,"THO"
"254","SL342691",0,0,0.115172731459147,0,0,0.030671324048919,0,0,0,0,0.0586914827311239,0.0513305879071846,0.0100104082484382,0.0685185190447764,0,0,0,0.0541209276086244,0,0.0335055476690781,0.422021528717291,"THO"
"255","SL342692",0.0453853024440027,0,0.0545728798191053,0,0.0119631884968844,0,0.0340172550291921,0,0,0,0.0127361234129935,0.188322871248392,1e-04,0.251376242533267,0,0,0,0,0,0.0122877821435788,0.610761645127416,"THO"
"256","SL342699",0,0.0619907694939167,0.149258522128379,0,0.410545484702543,0,0,0,0,0.0187850268742112,0.00824331565987175,0.0941910656576525,0.0283622443979265,0.257184302000052,0.0099160219611827,0.0379625930455987,0.0647821508338393,0.065391840594459,0,0.0191190012839416,1.22573233863357,"THO"
"257","SL342701",0.001,0,0.010487147130084,0,0.0659106127470413,0,0,0,0,0.0113163941968601,0,0.145686422684911,0.0067874585669065,0.043416766661107,0,0,0,0.133611596476604,0,0,0.418216398463513,"GI"
"258","SL342707",0.00550013413830019,0,0.0232029273373866,0,0.138967876839664,0.026273202125778,0,0,0,0.0279294354643667,0,0.0419040783266752,0.0158228775205521,0.0214095892055879,0,0,0,0.0732181041285818,0,0,0.374228225086892,"GI"
"259","SL342708",0,0,0,0,0.0220796399978636,0,0.0127133492274704,0.0119658218642256,0.00198394780488887,0.00360003799212943,0,0.16369248430097,0.00574461518516956,0.00782096104307107,0,0,0,0.0971071694353749,0.00658746505275464,0,0.333295491903918,"THO"
"260","SL342709",0.0065206207151427,0,0.0497589984764623,0,0.0261684306282072,0.0459504146459611,0.0125732219655416,0,0,0,0.0247735650420918,0.0599319348549773,0.0138356098200042,0.0283073889822688,0,0,0,0.0467047579940869,0,0.00284942462467019,0.317374367749414,"GI"
"261","SL342710",0,0,0.468195983536257,0,0,0.188813290009738,0.0587833525355371,0,0.230356191504254,0,0.130610846728351,0.107229740578812,0.174180969987566,0.301221557259816,0.0288241960676972,0,0,0.0096610130055334,0,0.0453086831225365,1.7431858243361,"RCC"
"262","SL342711",0,0,0.150961301711765,0,0,0.109786320506388,0.0337244077735116,7e-04,0,0,0.157960939251701,0.0282925244717934,0.0379390975777489,0.120308907585513,0,0.040119102639797,0,0.0937265284582452,0,0.0169181634149141,0.790437293391378,"THO"
"263","SL342714",0.0106447095269755,0,0.0395877329985242,0,0.0388974837597758,0.022667693373658,0,0,0,0,0.0140928147260611,0.0434434084129759,0.00978821769064885,0.0170342439363839,0,0,0,0.0887634368721632,9e-04,0.00241114303956107,0.288230884336727,"GI"
"264","SL342725",0.0198678903728152,0,0.0347405692947795,0,0,0,0.00983251911740284,0,0,0,0.0206674780805733,0.0771214418920062,0,0.0329460020880578,0,0.00669194547347891,0.00219279990251879,0,0,0,0.204060646221632,"SAR"
"265","SL342728",0.0269338719011848,0,0.0532763599091767,0,0.0680827292822272,0,0.0156400745466917,0,0,0,0.0443515250819752,0.0684754063552261,0.0409236196296589,0.059461283678316,0.0434522296787108,0,0,0.00570288603062516,0,0.00694397912600762,0.4332439652198,"THO"
"266","SL342730",0.0095864875518223,0,0.00604069372323018,0,0.0138439023333111,0.0223640816920753,0.00360789482695008,0,0,0,0.00914646238940875,0.0449169321742588,0.0027340487376343,0.129158070280608,0,0,0,0.0283936986460847,0,0,0.269792272355384,"GI"
"267","SL342731",0.0704965584206847,0,0.0747652307176014,0,0.0382072002688533,0.0355065625246793,0.0113792619899642,0,0.00372542825728435,0,9e-04,0.0453862664785097,0.0220443099857372,0.0718819979232877,0,0,0,0.00726531890954557,0,0,0.381558135476147,"SAR"
"268","SL342734",0.0157015562303822,0,0.00243766644498879,0,0.00178421704765956,0,0.0127099801191438,0.00633271718302846,0,0,0.010932254008241,0.110811535633153,0.0100030616802237,0.0717273162107393,0,0,0,0.117088428873121,5e-04,0.0106317620234997,0.37066049545418,"THO"
"269","SL342738",0,0,0.0240538996596191,0,0.0437204633256663,0,0,0,0,0,0.00788584100911893,0.0602109955468065,0,0.0817695420538883,0.0104687023541837,0,0,0.0134372991972641,0,3e-04,0.241846743146547,"THO"
"270","SL346383",0,0,0.0150621714057423,0,0.0971893398735829,0,0.013265603156198,0,0,0,0.0355619784724818,0.317797966272276,0.00708783450401341,0.374366804327586,0.00453930512734491,0.003500893988981,0,0.118872002523045,0,6e-04,0.987843899651253,"THO"
"271","SL346384",0.0473163356367426,0,0.285207752039113,0,0.336283952999578,0.146155955502165,0,0,0,0,0.0095084972554019,0.199465913862133,0.107083819912494,0.14638627134404,0.0262690426355762,0,0,0.199459032862034,0.0108200256425498,0.0254773892752046,1.53943398896703,"GI"
"272","SL346388",0.0884721319130067,0,0.0230046619010718,0,0.364466662528381,0.0119294522279469,0,0,0,0.0290887597006841,0.0256751027851611,0,0.0188948648546399,0.478499044621598,0.0138497151782698,0,0.00128959501565015,0.0463600455483053,0,0.0496972861976698,1.15122732247238,"GI"
"273","SL346423",0.018163827840132,0,0.329332454163445,0,0,0.0402515515726244,0.0498629485512027,0.0346675516142331,0,0,0.0684715667842654,0.264569294307721,0.0371623960652181,0.304630368633457,0.0128937710372499,0,0,0.0482892430775035,0.018530422791867,0.0531713565534082,1.27999675299233,"RCC"
"274","SL346424",0.0666670584276858,0,0.0831129143816808,0,0.0152684852440724,0.0308779706458744,0.00503746483122289,0.00373000660114723,0,0.00853358495649163,0.00959624763316198,0.025794479302571,0.0136044837131631,0.0431969425123787,0,0,0,0.0173150726347485,0,0.0024565657953116,0.32519127667951,"GI"
"275","SL346433",0.00232666418427943,0,2e-04,0,0.0218045363831125,0,0.00129323125664802,0.00984001559418276,0,0,0.015021310375173,0.240225962228801,0.0109024328707622,0.224185576551669,0,0,0,0.0566105335327345,0,0.0248103719706309,0.607220634947993,"RCC"
"276","SL346434",0.00552220140992571,0,0.0547579213251621,0,0.162744783035577,0.00110607671574082,0.0166616415152551,0,0.0121208032298237,0,0.0329682418668409,0,0.125972497960292,0.180235729423863,0.0115868795139113,0,0,0.0843528234204532,0,0.0210264217826428,0.709056021199487,"SAR"
"277","SL346439",0.00170738548935908,0.00188925877514179,0.00387062940395032,0,0.0102898046309848,0,0.0022184740016873,0,0,0,0.00269480794894585,0.0754612301789111,2e-04,0.075109902038553,0.00228693720149963,0.0180289017258356,0,0.0286200786568111,0,0.00243425832850644,0.224811668380186,"THO"
"278","SL346443",0.0644436529479447,0,0.410372065556329,0,0,0.407785302849693,0.0389906941158447,0,0,0,0.200692772227619,0.16627496688416,0.227724581855064,0.323665065683919,0.0351656034483004,0.00438698681242211,0,0.0615201946513512,0,0.0166267300891067,1.95764861712175,"THO"
"279","SL346446",0.00380872387352655,2e-04,0.0314495471308858,0,0.0472553837605768,0,0.00641879085455672,0.00633897979142264,0,0.0193399950490962,0,0.027462068474379,0,0.0146982159766791,0.00244037028115025,0,0.0385486767422446,0,0,0,0.197960751934518,"SAR"
"280","SL347533",0,0,0.0383629420613214,0,0.340849702567176,0.00403044556613725,0.0305709584501658,0,0,0.0295400906999516,0,0,0.0113142392810805,0.135840900929489,0.00919139585045942,0.0277737759012368,0,0.241710945135881,0.00341208459971414,0.0088318248456079,0.881429305888222,"GU"
"281","SL347535",0.517023459828667,0.426142249229723,0.257984364586631,0.017614907213553,0.548417686035323,0.106778387834844,0.0529656082389325,0,0,0.035332189033871,0,0.242075532898897,0.054132925222354,0.0856563520359363,0,0,0,0.0983342993753913,0,0,2.44245796153412,"GI"
"282","SL349334",0.0344920777038272,0,0.0601440638558853,0,0.0658650012426327,0.0158640914220005,0.00104764635211326,0.00632201324736571,0,0,0.01953943238808,0.12101870304554,0.0172957810889417,0.0574779262167007,0.00575628666130623,0,0,0.0603293578843289,0,0,0.465152381108722,"GI"
"283","SL356003",0.0109870028288221,0,0.0390624294532582,0,0.0261108890244963,0,0.00749506036556468,0.0044354437522268,0,0,0.0286184141833662,0.025865600099385,0,0.339738965841931,0,0,0,0,0,0,0.482313805549051,"SAR"
"284","SL359797",0,0,0.141768755529011,0,0.0470089442386946,0,0.0215720131407116,0.0204066980509939,0,0,0.0795041795686605,0.0333424493303576,0.0156153588695067,0.0750886183172145,0,0.0939296199738478,0,0.0151353122105441,0,0.0319096678256684,0.57528161705521,"THO"
"285","SL362820",0.087317971229939,0.119434876659114,0.0938917644708048,0,0.335907253324697,0.0648048069715573,0,0,0,0,0.0272911190329359,0.0122760121444447,0,0.934127159661291,0.141230286428235,0.0203599220860715,0.145738103388843,0.00143012716939053,0.241703971811982,0,2.22551337437931,"SAR"
"286","SL362823",0,0.0909043131108452,0.158042822215653,0,0.0944885228684051,0.0543008183114017,0,0,0,0,0.0710791509152717,0.172392788544325,0.0513223617517949,0.0894646099026038,0,0.00430811155167662,0.0216544305242395,0.00292083002609265,0,0.00890127354906497,0.819780033271374,"THO"
"287","SL362824",0.0335058962308202,0,0.311960172462349,0,0,0.280519592966205,0.0464842207285557,0,0,0,0.103681674366805,0.0881307171510282,0.139037770642303,0.122913743450293,0.0253757363719796,0,0,0.0739398276001081,0.0067483185524468,0.0235559610967579,1.25585363161965,"THO"
"288","SL362844",0.0379359891074381,0,0.105917932237925,0,0.258547366616564,0,0.0318719565972743,0,0,0,0.0279801310694854,0.0368807609143129,0.0635330218450972,0.324764145732685,0.00734792011245819,0,0,0.0974668645558763,0,0.0515950746149727,1.04384116340409,"RCC"
"289","SL362845",0.0646687784007455,0,0.0227335281823296,0,0.181631046641739,0.00743054265469665,0.0221311150841072,0,0.0020481818263898,0,0.0209372594879816,0.0244616424592212,0.0481563969357469,0.147817964593334,0,0.00378279730564788,0,0.104153036064658,0,0,0.649952289636598,"RCC"
"290","SL362848",0.00307732899360758,0,0.0922301842300444,0,0.00199821767896781,0.00824365892949557,0.0290540022778133,6e-04,0,0,0.0297949215973883,0.0262894398843443,0.00453029294919808,0.351204122905895,0,0,0,0.0067871785893598,0,0.132776037329924,0.686585385366039,"THO"
"291","SL362849",0.0127307748305292,0,0.0451867350998098,0,0.0849751548869317,0.0125967130207588,0,0,0,0.00333297030711827,0.0205483940469449,0.0514966659956574,0,0.114729097275643,0,0.0574905954029638,0,0.0581425395976607,0,0.0261642014031635,0.487393841867182,"THO"
"292","SL362851",0,0,0.00611606169493529,0,0.0299771536817135,0.0021581751366059,0.0176106276481495,0,0.0226040509728338,0,0.00777786777414118,0.473020252053185,0.0156436750536819,0.239382346696238,0,0,0.00577535793282045,0.043915170930354,0,0,0.863980739574659,"SAR"
"293","SL362856",0.026356027115185,0,0.0945077514423843,0,0.0578220656975994,0,0.0377025102339688,0,0.0752534623208314,0,0.0432736766007159,0.0933848878598865,0.018925466163207,0.173051659769273,0.00528696969257585,0,0,0.0809339184379816,0,0.00730676054049292,0.713805155874102,"CUT"
"294","SL362857",0.0142638415488943,0,0.0336719593382337,0,0.054094844020048,0,0.0105478582584904,0,0,0,0.0156960180540315,0.0216945323455877,0.0116973306582811,0.0882168639035437,0.0599897570281384,0,0.0276787240535247,0.0088858847287082,0,0,0.346437613937482,"CUT"
"295","SL362859",0,0,0.083812907788128,0,0.0590637956394412,0.0126606428900344,0,0,0,0.0131046125992173,0,0.193406007758097,0.0342318845074757,0.131806733717891,0,0,0,0.298324684370517,0,0.0548048365865706,0.881216105857372,"CUT"
"296","SL362868",0.015376966829637,0,0.24701346996922,0,0.208056210049387,0,0.0417577135513307,0,0.010019673409089,0,0.0997860547323706,0.00736436478765651,0.112457518542443,0.157254235361709,0.0420969392324494,0,0,0.360282928946601,0,0.0284615912346601,1.32992766664655,"RCC"
"297","SL362871",0.0146082890376664,0,0.0910641287073229,0,0.100206459650937,0.0156595683767637,4e-04,0,0,0,0.0538510215341354,0.0687478778489362,0.0668690206553935,0.282358767797012,0,0,0,0.0735116099538855,0,0.0142682306288343,0.781544974190886,"SAR"
"298","SL362874",0,0,0.65323058774103,0,0,0.0729736929925396,0.080049057355599,0,0.187535600074401,0,0.066303825813705,0.0229618062313236,0.280787466138771,0.329640445453944,0.0299887662223322,0,0,0.0115776560244389,0,0,1.73504890404808,"SAR"
"299","SL362877",0.023871677257012,0,0.258316876090188,0,0,0.0710869619344248,0.115510379744326,0,0.232046133315311,0,0.104422064760674,0.220165265961907,0.343696601092074,0.30598497451965,0.030359914602313,0,0,0,0,0.00803324771180307,1.71349409698968,"SAR"
"300","SL362879",0.00935038758299848,0,0.173622458874299,0,0,0.0996976516296705,0.0526181614331365,0,0.0141258842518697,0,0.0334660883135453,0.130430252267227,0.140596615171951,0.129774646425209,0.0192211816106709,0,0,0.0304414687252152,0,0,0.833344796285793,"CUT"
"301","SL362886",0.0124857044609488,0,0.00953109226340246,0,6e-04,0.00577559899764572,0.0176382405429292,0,0,0,0.00240774948774259,0.198502018336071,0.0105865969322121,0.0856803878472793,0,0,0,0.0139444246970779,0,0,0.35715181356531,"CUT"
"302","SL362889",0.00201269052840718,0,0.0280575271672737,0,0,0.00150650241986335,0.0268193906782653,0,0,0,0.0194222336956493,0.0332255212349695,0.0306856296288296,0.0722260430090464,0,0.00847568707062476,0,0.0909432948718869,0,0.0147610872314318,0.328135607536248,"CUT"
"303","SL365873",0.252575579635472,0.296517902567145,0.109887212333072,0,0.214696725305483,0.024555153549204,0.0576806600637139,0.0367544755015548,0,0,0,0.222505772807175,0.0787575383859556,0.190361076464746,0,0,0,0.0415897660956745,0,0,1.5258818627092,"GU"
"304","SL365875",0,0,0.547559967919833,0,0,0,0.00990472100368248,0,0.173764609973528,0,0.106601197754923,0,0.204211555616975,1.08049363662537,0,0,0.0282750098672515,0,0,0.001,2.15181069876157,"SAR"
"305","SL365895",0.0122159876744519,0,0.0444508510069774,0,0.110397292678278,0,0.0109409059517751,0,0,0,0.0363108530947567,0.179121099749296,0.00310184549142541,0.223210760992043,0.0181858294760417,0.0156564694678689,0,0.116603129407501,0.00430741791644024,0.0642359214951162,0.838738364401973,"THO"
"306","SL365897",0.0053583150238447,0,0.0191770493670387,0,0.108111634571454,0.0079495217285411,0,0,0,0,0.019703522694371,0.143235027263339,0.0228607711209076,0.0769502962536995,0.00654448737337964,0,0,0.0989933608746641,0,0,0.508883986271239,"GI"
"307","SL365922",0.0106136109889347,0,0.0879224550837352,0,0,0.0934454027970577,0.0269227116977086,0,0,0,0.020146762371971,0.0172206023012521,0.0186421595389533,0.0868655651722583,0.00146382429849939,0,0,0.00959721290201384,0,8e-04,0.373640307152384,"CUT"
"308","SL365923",0.00356780196050019,0,0.0242739220337471,0,0,0,0.0146571293477147,0,0,0.00286626143258657,0.00789583069415677,0.0457855634636678,0.011305157483251,0.0745104099489467,0,0,0,0.0832043519066949,0,0.00811341086903946,0.276179839140305,"CUT"
"309","SL365949",0,0,0,0.0120825254001052,0.0187915320035833,0.00142924600077464,0,0,0,0,0.0122580312778019,0.163479575213498,0,0.161485497144312,0,0,0,0.0212681008565591,0,0,0.390794507896633,"SAR"
"310","SL371030",0.0113719158097497,0.0608096766661774,0.110057893319879,0,0.279043867403279,0.0147007199204959,0.0060482720954303,0,0,0,0.0200049492268523,0.276942802749747,0.0319180948606233,0.225995608594955,0,0.00882166527282715,0,0.069292235828915,0,0,1.11500770174893,"THO"
"311","SL371031",0.0091813870909045,0,0.21114997595459,0.045383272557332,0.318826718846337,0.00480926841512991,0.056427076053734,0,0,0,0.035750499516433,0.315767718990363,0.0380919366345189,0.275686317190269,0.0056908506387789,0.0365718843118756,0,0.145775889853604,0.0115296977523714,0,1.51064249380624,"THO"
"312","SL371032",0,0,0.0613264082959595,0,0.0156966581414551,0,0.0673710420083961,0,0,0,0.0286332897773169,0.0456514130613028,0.0138886919428766,0.114283275103763,0.00412789240220372,0,0,0.0391014238295865,0,0.0260778253521358,0.416157919914996,"THO"
"313","SL371033",0.0570164052468329,0,0.0772590752461355,0,0.0555510306240041,0,0.0758116054924627,0.0119488370947096,0,0,0.0875247105203403,0,0.001001520203601,0.170638080402208,0,0,0,0.0129907118184348,0.0161411582319544,0.0116621122736904,0.577545247154374,"THO"
