"node","closeness"
"RAB40A",11513333.1203552
"GH1",11512976.9118871
"TNFRSF10A",11512658.787643
"RPS24",11512385.5064413
"FOXN1",11512338.4835315
"TREM1",11512319.0564323
"PPP2R2B",11512171.7439424
"ASS1",11512007.4346663
"DEFB115",11511979.5550213
"ATP6V1G2-DDX39B",11511949.6697755
"FOXD3",11511841.3465606
"s__Polynucleobacter sp. LimPoW16",11511684.4403616
"ARHGAP11A",11511661.955611
"NEDD4L",11511431.656589
"SPATA17",11510801.6511567
"S100A10",11510486.2370821
"EPHA7",11509258.6894101
"TAT",11509041.2926567
"g__Symmachiella",11508675.2567743
"s__Symmachiella dynata",11508675.2567743
"SLC26A4",11508464.0745859
"CCRL2",11507630.7707
"MAGEA10",11507278.9052729
"GRB14",11507234.1316808
"ZNF428",11507033.2564132
"PDC",11506264.249179
"NOL4",11505001.2249596
"JAKMIP1",11504763.02452
"ZNF211",11504535.1367307
"ADAMTS3",11503852.319987
"SLC45A3",11503699.9979635
"FUZ",11503319.1650741
"EN1",11501979.7336002
"ARRDC2",11501508.9032853
"CD40",11500549.5304556
"C5orf38",11499639.4368783
"BIK",11499536.307388
"STXBP1",11499267.6052566
"HSD3B7",11499245.9670878
"TAC3",11499211.0123893
"AMOTL1",11499186.298328
"SLC38A11",11498629.644512
"GRIA2",11498456.9822419
"BEND6",11498403.4418853
"CYP4F11",11498381.5156022
"ITPR1",11498293.2710962
"SERPINC1",11498282.9086682
"KRTAP10-12",11497835.4203319
"TTC26",11497337.7354214
"f__Carnobacteriaceae",11497062.6432528
"f__Dipodascaceae",11496286.5928581
"g__Yarrowia",11496286.5928581
"s__Yarrowia lipolytica",11496286.5928581
"SERP2",11496251.6784938
"TSPAN7",11496205.4748607
"PMCH",11495569.513686
"ST6GALNAC3",11495324.1639819
"ZNF502",11494882.7232864
"FOXJ1",11494511.0446789
"FAM171A2",11494392.1054421
"APLP2",11494322.5673645
"PHGDH",11494257.578088
"CCL23",11493775.9911946
"f__Cryptosporidiidae",11493413.8045533
"g__Cryptosporidium",11493413.8045533
"s__Cryptosporidium parvum",11493413.8045533
"SYNJ2BP-COX16",11493375.1618154
"PAX3",11493323.8052199
"DSCAM",11492858.2203695
"TMEM37",11492589.8367966
"PSCA",11492396.6694194
"SYCE1",11492215.0146796
"MYO3A",11491802.4132258
"NBPF4",11491760.44598
"CCL14",11491658.2175167
"YPEL4",11491390.1903674
"DDC",11491081.135529
"KRTAP19-5",11491065.1745548
"PIK3R3",11489576.4132292
"GOLGA2P5",11488914.0948054
"ARMCX4",11488144.8507177
"DIO1",11488035.4122473
"XK",11487998.2624694
"CALB2",11487435.5927614
"MGAM",11487361.7927443
"TMEM236",11487131.5563244
"MLANA",11487109.765224
"DEFA3",11486764.7807558
"PACRG",11486764.6685791
"ZNF614",11486514.0239257
"SH2B3",11485702.2619835
"XCL2",11485699.2254812
"PER3",11484118.5874863
"NUDT11",11483680.0086047
"FBXO2",11483363.5827842
"PFKFB2",11483222.2087931
"RYR2",11482467.4037199
"s__Legionella israelensis",11482394.8016152
"C12orf76",11482091.7748902
"BGN",11481317.2341945
"PDLIM4",11481115.148431
"SDC4",11481110.4755007
"MT1JP",11480738.8303068
"KIF17",11480687.5504723
"FBXO16",11480612.9377559
"HOXA7",11480228.6973409
"ZNF554",11480047.9129573
"LTB",11479854.8577434
"NPHS1",11479704.6181991
"IZUMO4",11478458.3676558
"MECOM",11478442.0362774
"EMCN",11478119.0360645
"SYT12",11478043.0360046
"SLC2A8",11477433.2447302
"BTNL8",11477279.3615761
"s__Eremothecium cymbalariae",11477115.8674802
"g__Alloprevotella",11476871.3591623
"s__Alloprevotella sp. E39",11476871.3591623
"GDF9",11476659.9296607
"BUB1",11476508.6586807
"AFF2",11476162.8704105
"ZNF773",11476067.7790596
"SERPINA10",11475874.2189859
"TSPAN2",11475694.8952377
"HIGD1C",11475613.3963835
"NUP62CL",11475213.0953923
"TMEM132D",11475031.4352384
"MYO6",11475005.2753214
"HLA-DPB2",11474713.4052869
"SP6",11474497.724012
"POU6F1",11473488.5705752
"SLC25A18",11473275.0116233
"ZNF30",11471793.6783114
"APCS",11471085.571266
"NEK11",11471003.5882994
"JAGN1",11470255.0123224
"CD36",11469771.6126469
"PRSS12",11469771.2075815
"IL17RE",11469154.1687475
"SLC45A4",11469108.7721779
"SH2D1A",11469081.1381623
"PXMP4",11469000.5945378
"RAB34",11467910.5816635
"PPP1R36",11467145.7383412
"DNAJC22",11466824.2337767
"APOA2",11466598.7584615
"MYO18B",11465851.358793
"HOPX",11465792.3556933
"ME1",11465461.3161896
"ERMN",11465018.2121813
"GABRA3",11464657.3959765
"CARTPT",11464255.7789946
"TAS2R14",11464061.7636111
"s__Streptomyces sp. ZYC-3",11463983.4657101
"ZNF320",11463818.2610634
"DNM1",11463802.9499669
"ATP8B1",11463500.8692015
"SNORA14B",11463436.1885718
"KIR2DL3",11463022.004616
"KRTAP3-3",11462356.4772271
"SMPDL3A",11462071.8001867
"KRT33A",11461207.7468079
"PARD6G",11460510.938595
"EHF",11460011.0052002
"KCNMB1",11459660.4243478
"ZNF630",11459421.6466788
"JSRP1",11458844.0117632
"LOC613038",11458790.3059249
"CHST9",11458560.349997
"CYBA",11458212.3558262
"IQGAP2",11457997.6571377
"NKG7",11457396.316487
"NRG2",11457234.5228669
"TMOD2",11457095.0780595
"FAM131B",11457051.4672268
"LGR5",11456444.6240778
"REEP2",11456422.9320635
"SLC6A9",11456196.4494982
"CD302",11455998.7985161
"EPAS1",11455389.0982076
"BHMT",11455263.7136965
"PLK2",11454633.2294799
"ANKRD1",11453210.3100127
"DHDH",11451916.0908109
"NEK5",11451381.8395038
"KIAA0825",11449839.6578971
"DGKI",11449359.2451661
"SIGLEC10",11448682.3211125
"SLC47A1",11448261.3075959
"NTNG2",11447959.5713391
"BTD",11447635.4866626
"SKA1",11447335.0669262
"ATP6V0A4",11446701.3195342
"TMEM244",11445806.6753917
"C2orf74",11445250.0094413
"ZIM2",11445012.9797026
"CAPS2",11444924.0631677
"DOCK8",11444791.9448631
"EVPLL",11444452.6628855
"s__Leishmania major",11444437.5462966
"PI16",11444029.5835002
"NEFH",11443992.6911193
"NTHL1",11443950.3572739
"ULBP1",11443189.2299
"CDK1",11442938.1895643
"CTLA4",11442536.4418985
"PLA1A",11441922.2864084
"MAP1A",11441880.0162441
"CALML5",11441285.4875836
"UGT1A10",11441171.8077658
"PRSS41",11440258.6697472
"KIF14",11439627.7349155
"DEFB126",11438793.0591516
"SLC22A3",11438661.7823634
"C1orf74",11438364.9827622
"LRRC4",11438221.0006319
"A2M",11437203.4251042
"PRODH2",11437097.4164635
"FUT2",11436204.5890427
"SCGB1D1",11436053.8883291
"PGLYRP3",11435683.7059762
"CD244",11435530.7325101
"FTX",11435447.3661165
"GSTT2",11435406.4767751
"TRAIP",11435329.28491
"MAGEA11",11434949.4157362
"SCN1B",11434635.248691
"CRYBA1",11434268.8892207
"TSSC4",11434200.9107955
"MAGEH1",11434025.7617553
"LY6G5C",11432470.3165383
"SCTR",11432361.1767696
"SGMS2",11431768.087403
"MS4A14",11431234.075563
"TWIST1",11430997.0972951
"MAGEC2",11430733.1259674
"RRAD",11430009.5672985
"f__unclassified-g__Nordella",11429678.3627646
"g__Nordella",11429678.3627646
"s__Nordella sp. HKS 07",11429678.3627646
"CASKIN1",11428620.9182929
"EPPK1",11428453.2169954
"FGL1",11428263.7312792
"MS4A12",11427579.412808
"HEPHL1",11427532.8361162
"TUSC2",11427370.4485979
"PRKCA",11426383.7005184
"KRTAP3-1",11425483.0395685
"P2RY12",11425332.2683942
"KCTD12",11424642.5344921
"OR2L2",11424578.4496667
"CLDN3",11424282.9412554
"MMP28",11423982.9617433
"BAAT",11422990.1155856
"ZNF729",11422750.9741968
"C11orf86",11422720.0538249
"SUV39H1",11422668.7758956
"ARPP21",11422517.1774084
"s__Comamonas aquatica",11422045.2264097
"RASL11B",11421950.6383803
"TMEM92",11421931.2451824
"ULK4P2",11421641.2979182
"SEC14L4",11421275.5715334
"g__Gemmobacter",11421066.7335734
"s__Gemmobacter sp. HYN0069",11421066.7335734
"LCE1F",11420988.4953211
"C3AR1",11420859.4021473
"EIF4EBP1",11420448.8155362
"TAS2R10",11420441.104958
"PDE4B",11419872.9045075
"NUDT7",11418317.9472356
"ECHDC3",11418237.2051007
"KCNH7",11417943.3208002
"SPAG17",11417639.5285321
"NR1H3",11417275.6225922
"CSRP2",11415961.8341772
"BPIFB1",11415910.9703047
"s__Leptotrichia buccalis",11415695.4613922
"SLC3A1",11415665.0308391
"PDLIM3",11415020.8134709
"SLFN12L",11414521.5755759
"GABBR2",11413700.2590837
"FOXQ1",11413500.0102144
"SUSD2",11412442.2142026
"MRAP2",11412004.29483
"KLHL6",11410255.5937891
"TMC4",11410127.5522879
"C1GALT1C1",11409775.1714005
"ZNF432",11409710.3368661
"GPR39",11409704.7475662
"FKRP",11409308.1156068
"TNR",11408825.5790124
"NPM2",11408569.7756957
"OTX1",11407997.7292519
"MARCKSL1",11407855.6781099
"CPB1",11407656.2653576
"RNF165",11407444.9150328
"PFN4",11407354.199464
"PENK",11407237.2297665
"EPHX4",11407040.1795332
"SAMD5",11407005.878828
"k__unclassified-c__Candidatus",11406419.4517363
"p__unclassified-c__Candidatus",11406419.4517363
"s__Candidatus Babela massiliensis",11406419.4517363
"MMP3",11406379.762421
"TAS2R4",11406109.8420101
"FA2H",11405675.4081686
"NIPAL2",11405542.8368617
"MTRNR2L4",11405204.4291562
"FXYD4",11405033.4067629
"PTGS1",11403271.6872621
"GALNT13",11403255.5838631
"o__Caulobacterales",11403010.9811018
"f__Caulobacteraceae",11403010.9811018
"HHAT",11402539.066358
"OMG",11402164.7218019
"TRIM55",11401832.6100069
"TRIM16",11401342.4754605
"s__Pseudomonas alcaligenes",11401308.7587652
"ANKFN1",11401238.1463036
"LYRM1",11401105.8939253
"HRG",11400599.3198546
"PPIAL4D",11400167.0281067
"PCDHGA8",11400054.8866897
"S100A16",11399682.0536622
"BBC3",11399521.7122746
"RPL22L1",11399418.0273618
"SUMO4",11398204.9658183
"TGIF2LX",11398174.8186609
"TNFRSF13B",11396217.0249821
"FOSB",11395418.5251463
"HBEGF",11395108.4133635
"ARMC6",11394633.5110104
"s__Moraxella osloensis",11394532.1459168
"VSIG2",11394492.680565
"WSCD2",11393641.0357598
"MT1M",11393196.5605738
"RAI2",11392868.8958215
"RNASE2",11392001.0552185
"KANK3",11391025.5620282
"SLC2A4",11390984.2526663
"PLEKHD1",11390832.2701819
"BPIFA2",11390683.3872684
"ARMC10",11390490.455224
"THBS1",11390337.7088477
"TJP3",11390092.003367
"TRPV4",11389697.4432205
"DLX5",11389574.418575
"CD27",11389191.1503974
"DRD2",11389046.1508017
"OR2L3",11388991.2096104
"FZD8",11388919.9549379
"ZNF582",11388551.7261664
"C12orf54",11388296.2347267
"SKA3",11388079.8708987
"PAX5",11387806.894657
"CYP2C18",11386693.8472568
"CLEC4A",11386644.9579452
"MCOLN3",11385414.3230917
"MPP7",11383838.1255381
"C8orf34",11382650.0102022
"FAM153A",11382580.6965552
"CHRM2",11382145.169776
"s__Prochlorococcus marinus",11381988.3995425
"MAP1LC3A",11381600.2284338
"C3orf67",11381552.5076995
"MESP1",11381336.0926665
"KRT6C",11381197.2529413
"FCGR3A",11380689.6680335
"ZBTB8B",11380049.9109963
"RAB27B",11379750.710393
"SLC44A5",11379254.8543989
"NDRG2",11378685.3351217
"DPY19L2",11378423.6305186
"RGS11",11378374.1917808
"s__Pseudomonas sp. CMR5c",11377614.4127974
"KLRC1",11376755.9322581
"RIPPLY2",11376459.208573
"BIN2",11375653.8037452
"GAGE2B",11375539.9803669
"OR51B6",11375232.7444701
"SH3PXD2B",11374257.1308438
"s__Staphylococcus cohnii",11373114.9166966
"RNF144A",11372708.8565158
"FCER1A",11371700.9391198
"s__Ottowia sp. oral taxon 894",11371366.7556901
"APOO",11371316.6260329
"MICALL1",11371109.2725646
"TFF3",11370615.604604
"N4BP2L1",11370280.043518
"ACPP",11369812.5114959
"DUSP1",11369243.3332668
"SAPCD2",11368906.2537265
"RIN1",11368417.668123
"SYDE2",11368358.8298138
"SPINK14",11368341.3987876
"DYNLT3",11368245.9498649
"C1QTNF9B",11367848.3714823
"PCDHB13",11367843.8931682
"SYTL1",11367592.828911
"GPR137B",11367308.7333254
"TSPAN12",11366949.5302068
"DAGLA",11366542.9749416
"CD209",11365833.0378329
"DACT2",11365828.0739431
"CYP4V2",11363969.2099676
"FAM104B",11363035.9793534
"RAP1GAP",11362444.2148306
"RGS19",11362186.369121
"s__Cupriavidus oxalaticus",11362170.0172019
"s__Oscillibacter sp. PEA192",11360773.1285954
"PTPRT",11360606.3524105
"TMEM117",11360056.2924778
"DCHS1",11359020.4842523
"PIWIL2",11358375.2525775
"TDRD9",11357851.1329644
"ANKRD36",11357753.4619883
"s__Megasphaera elsdenii",11357601.0449757
"PLEKHH1",11357384.7019703
"PRSS8",11356388.7397514
"GDF15",11356209.3111187
"TMEM129",11355404.4274766
"TRIM48",11355290.8018725
"G0S2",11354890.9560628
"SLC9A2",11354737.2211182
"s__Clostridium beijerinckii",11354638.3542778
"LRRC49",11354360.8362285
"FBXO17",11353798.4703781
"CASC1",11353412.1280848
"PLAC9",11353352.4987417
"GTSE1",11353278.3695145
"ART3",11352933.920175
"CENPE",11352908.1570291
"GGTA1P",11352738.214478
"PCBP4",11352047.4940663
"AKAP14",11351393.930232
"RHCG",11350801.9347774
"LOC388242",11350091.8821619
"DGCR6",11350065.2191871
"HBD",11349985.3063707
"PRKAA2",11349949.5475609
"SPATA2L",11349184.8869324
"SVIP",11348958.7372768
"WNT2B",11348729.6014914
"SPDYE5",11348295.4774789
"MAN1C1",11347850.9788204
"METTL7B",11347606.3753756
"SMTNL1",11347513.0077806
"ABCA5",11347216.6883863
"MRGPRX3",11346247.3890257
"FBXO5",11345952.3266511
"C1orf194",11345671.823796
"LY96",11345545.9510116
"MYBPC1",11345468.5185157
"CPNE8",11344017.471897
"CDCA4",11343782.4998563
"KIF12",11343136.4635008
"AQP1",11343054.0774326
"MT1E",11343003.8579015
"VLDLR",11342840.2401015
"ICAM5",11342767.2031143
"SLC16A2",11342595.4129407
"ADH1C",11342338.9311508
"ZNF416",11342085.4344223
"ABCD2",11341966.1609215
"NUDT17",11341076.300883
"LRMP",11340783.2520001
"FAAH2",11340652.669167
"MARVELD1",11340327.1496028
"ITIH5",11339987.3948172
"MAGOHB",11339737.683152
"NSUN7",11339610.8462766
"CD86",11339297.8441768
"SHANK1",11339223.5076282
"PAQR3",11339046.2113039
"TMEM40",11337703.4896857
"POTEG",11337649.9469141
"AMACR",11337561.3288616
"CST6",11337342.0334529
"C7orf31",11337236.3304979
"RNF43",11337229.7975123
"FEZF1",11337104.8096742
"CNTNAP2",11336834.8803034
"ZSCAN5A",11336585.259174
"ZNF233",11336126.3973828
"ADH1A",11335808.8403716
"GDF7",11335180.6461187
"CAB39L",11335108.8203152
"PITPNM2",11334869.7919791
"EXOSC5",11333827.8544023
"IL1B",11333552.4103478
"PTPRM",11333415.4983499
"g__Thermothelomyces",11333123.6226798
"s__Thermothelomyces thermophilus",11333123.6226798
"RAMP3",11332876.7665251
"FGD5",11332720.84081
"RNF24",11332433.0673946
"SPINK8",11332339.3718746
"RHBDL2",11331942.1035832
"HENMT1",11331528.2566751
"C1QB",11331026.9781622
"FCER1G",11330316.7238204
"ZNF85",11330266.874157
"CDH26",11330134.3451665
"ADAM33",11329679.9400206
"TLL1",11329493.1273148
"XIRP1",11329091.8634995
"LCE3A",11327911.5708371
"KIF19",11327774.0820001
"APOA1",11327008.5507139
"DTL",11326707.5188576
"DUSP14",11326457.4367174
"SIGIRR",11324816.4165465
"KRT83",11324517.5814129
"ABCG2",11324024.2811498
"s__Plasmodium coatneyi",11323646.1712992
"TAS2R46",11323393.66044
"CLCNKA",11323390.6792278
"CAPN5",11321681.5895937
"SPATA18",11320283.2722865
"s__Candidatus Sulcia muelleri",11320176.4060856
"CAPS",11320105.8726671
"ALPP",11319583.552836
"LYPD1",11319100.2143389
"CHST3",11318614.8785291
"CENPA",11318284.9337334
"HFE",11317691.5072326
"PRR5-ARHGAP8",11317475.3450173
"s__Acinetobacter baumannii",11316729.8306816
"PRRG4",11315285.8604433
"s__Leishmania braziliensis",11315200.6128497
"VCX2",11315008.8611496
"ARMCX1",11314511.6262687
"ILDR1",11314264.7350911
"BAG2",11314088.3445138
"UTS2",11313881.935269
"CLC",11313826.7690428
"MAPT",11313626.2770976
"PPP4R4",11313352.0642415
"C9orf116",11313233.0796434
"MYOC",11313185.6665695
"CCR10",11312797.7593819
"s__Leptotrichia hongkongensis",11312579.6614116
"MSX1",11312358.52139
"ZNF367",11311711.1393985
"TMEM64",11311614.2909416
"KMO",11311070.3984323
"MXRA5",11310890.6845346
"ZNF304",11309632.4456382
"RIBC1",11309270.3903216
"DCLRE1A",11308427.5271608
"CCNE1",11307404.5074796
"BRIP1",11307109.3453601
"PRADC1",11306266.0453146
"CKAP2L",11305925.1530408
"FGF16",11305543.3665083
"PPIEL",11304838.6533851
"KRTAP10-9",11304541.0833958
"ANLN",11303669.4985957
"STAMBPL1",11302628.7701371
"GPT",11301548.3811312
"BNIP3",11299866.870787
"TGM3",11299611.1901363
"NBPF6",11299279.4503991
"FSTL4",11299145.8442667
"CPT1B",11298653.826913
"S100A2",11298006.2807506
"MDP1",11298001.9321206
"MDFI",11297885.5431696
"ARMC7",11297510.4628567
"SGPP2",11296593.122335
"GSC",11296544.6799078
"EAF2",11296395.0960888
"SERHL",11295870.8423193
"BCO2",11295540.0087647
"CHAC1",11295521.1386015
"LUM",11294862.1614937
"NLRP3",11294668.2178252
"BLM",11293728.5929582
"KLF5",11293134.9195667
"s__Enterococcus cecorum",11293005.0669745
"CHRNB2",11292829.6478367
"TMEM61",11292459.6688141
"EREG",11291931.4501273
"HMGN5",11291624.2441655
"RNF212",11291590.1869788
"s__Streptomyces cacaoi",11291441.2804045
"GAL3ST1",11290534.5125764
"USP51",11290442.5641528
"DEFB1",11290318.9570887
"SOD3",11289879.7965559
"LGALS9C",11289666.5476933
"ZNF157",11289440.4014509
"SLA",11289332.1096135
"FAM111B",11288890.4104181
"SPRR2F",11288386.2928035
"OLFML3",11287195.5422411
"PDZD3",11286808.4759293
"DEFB108B",11286516.9227831
"CAMSAP3",11285383.5669555
"SGK2",11285092.5498047
"LINC00294",11285082.8906628
"s__Arachidicoccus sp. BS20",11284395.3355723
"ZNF300",11283931.1753119
"DSC2",11283834.7097051
"PLA2G2D",11283301.6242908
"SRY",11282834.3109515
"TRIM2",11282559.6891394
"ARHGAP28",11282319.7979839
"s__Clostridium butyricum",11282277.9692734
"SPDYE6",11282064.2614692
"SLC6A10P",11281826.6749525
"AGMO",11281207.4137897
"TBC1D3",11281155.2728951
"IGSF1",11280921.5191036
"CNDP1",11280408.0374092
"PHKG1",11280249.9578878
"CRLF1",11279813.30083
"ITPKB",11278733.6350133
"PDE6B",11278395.4277832
"FHL5",11277989.5358842
"LONRF3",11276881.5561235
"CARD11",11276249.5708674
"IKBKE",11275246.6607026
"SCGB1D2",11275148.7467997
"MKRN3",11274345.7539197
"CYP4F3",11274320.4918646
"ACYP2",11273121.7637345
"GLIS3-AS1",11272770.344402
"RBP5",11272192.6171281
"RNASEH2A",11272049.4414999
"IMPA2",11272029.9883868
"CLDN4",11271433.7629681
"LY6G5B",11271247.6704234
"FOLH1B",11270745.1538142
"NACAD",11270456.9214426
"CFHR2",11270397.867813
"ANO2",11270000.2112296
"SCIMP",11268849.1085985
"SERPINI1",11267335.1849662
"ZNF524",11267280.658354
"ZNF624",11267056.3177234
"GIMAP2",11266919.7288129
"DNAAF1",11266236.6456569
"AOX1",11266160.0858164
"SF3B5",11265967.9935632
"HOXB8",11265262.5555184
"FAM166B",11264594.4248308
"PHGR1",11264162.1005751
"CLDN24",11263754.4964851
"TIMM17B",11263751.3394765
"INHBB",11262422.2984707
"g__Aureliella",11262402.0528034
"s__Aureliella helgolandensis",11262402.0528034
"DENND5B",11262306.0356301
"SPACA5B",11262154.7544113
"HTRA1",11262126.8160945
"MRPL36",11260581.0080462
"s__Amycolatopsis mediterranei",11259913.9561344
"AMN",11259279.9609533
"SLC17A3",11258035.4897213
"LZTS1",11257933.2519012
"HBG1",11257378.1100607
"SLC39A5",11256227.3130863
"HTR3A",11255984.2223069
"KRTAP10-8",11255913.2256589
"ZCWPW1",11255312.8677098
"KRT17",11255265.3365193
"ABCA3",11254705.458466
"LRIG1",11253810.1609429
"HORMAD1",11253382.8893517
"s__Stenotrophomonas sp. ZAC14A_NAIMI4_1",11253264.0830204
"FGFBP1",11251717.743029
"PYCR1",11251452.8268717
"CARD16",11251220.2122316
"CLDN8",11250501.5938577
"ALOX12",11250274.3355044
"TGFB2",11249303.0554607
"OASL",11249062.1845882
"FZD6",11248968.5605618
"KLK12",11248817.1680613
"MAGEB2",11248195.4190791
"FKBP14",11248134.7924144
"ANK3",11247895.9390789
"STEAP4",11247523.0297953
"ZNF215",11246498.2066785
"s__Luteolibacter sp. 32A",11246484.9031258
"SLC2A12",11246119.1686422
"POTEH",11245942.8679103
"LOC729603",11245794.9362679
"DNASE1L3",11245720.3029437
"UCP2",11245700.8604285
"PTCHD4",11245582.5376497
"PLA2G10",11245475.0956963
"HLA-DOB",11245345.0135567
"SNX16",11244675.7035142
"PPM1K",11244251.2595603
"g__Rickettsiella",11244002.6362405
"s__Candidatus Rickettsiella viridis",11244002.6362405
"SMARCA1",11242985.7990622
"MNS1",11242696.839684
"MIA2",11242574.0648344
"PIGW",11241873.649539
"RASGRP4",11241817.6291291
"s__Brettanomyces bruxellensis",11241689.1578421
"CTHRC1",11241594.6030301
"GHRH",11240792.013806
"FGFR1",11240274.4888401
"SPINT1",11239600.9358553
"SERHL2",11239560.83341
"s__Veillonella atypica",11239295.8142973
"ADM2",11239037.1341678
"NUAK1",11237494.6739801
"SCARA5",11236467.8398421
"IRF4",11236421.6559556
"GCNT7",11235591.8517144
"NRCAM",11235290.3635024
"DEPDC1",11235218.4554054
"SLC5A4",11234774.9366016
"LRP3",11233449.7600416
"SYT13",11233216.0314137
"STON2",11232668.7083357
"LGI1",11232014.4961018
"ANKRD53",11231190.6979689
"MRGPRF",11230470.967064
"TINAG",11229219.3315036
"c__Ktedonobacteria",11229176.5085366
"o__Ktedonobacterales",11229176.5085366
"f__Ktedonosporobacteraceae",11229176.5085366
"g__Ktedonosporobacter",11229176.5085366
"s__Ktedonosporobacter rubrisoli",11229176.5085366
"DEFB128",11229145.5208349
"GPR78",11227282.6480381
"g__Scardovia",11226552.6213089
"s__Scardovia inopinata",11226552.6213089
"EFNA1",11226540.4838332
"PCDHA7",11226502.1182344
"CADM4",11226357.1742751
"CNKSR3",11225298.9365847
"ASAH2B",11225012.9455571
"CMBL",11224566.4755941
"GLOD5",11224166.3608143
"ARL6",11223461.568644
"RPL39L",11222729.1843875
"TSPAN1",11222215.7632024
"FBLN2",11222107.9418033
"WIPF1",11221166.8958028
"KRT81",11220708.6662185
"BCL11A",11219547.2592016
"C1QTNF2",11219276.846557
"SIT1",11219072.0450491
"OR2A4",11218589.7026282
"GPC2",11218331.6874236
"GRIP2",11218144.6766281
"DTWD2",11217901.3193667
"CHRDL1",11216812.0162687
"ACSM2B",11215918.2979534
"CD79B",11214969.6369207
"SFXN2",11214267.5553436
"MYPN",11214102.3656381
"GPR15",11213752.9793487
"COL6A6",11212111.6470792
"TBC1D3P2",11211728.254177
"C12orf56",11210156.2497733
"ACOXL",11210102.2748845
"RAMP2",11209926.9768951
"MMP19",11209611.2904304
"KIF21A",11209196.2185179
"ELN",11208912.4091673
"PRSS22",11208896.8994288
"GGTLC1",11208707.7931722
"s__Comamonas sp. CJ34",11208622.4168579
"ZNF596",11207875.7537878
"RBMY2EP",11207835.9031532
"DTX3",11207771.3066716
"TRAF5",11207748.4681259
"WDR18",11206650.5656375
"ARL4D",11206433.5573359
"FAM153B",11206180.4573091
"DEFB134",11205553.2434783
"MEG3",11205345.1546077
"KLKB1",11204900.3870233
"SMPD2",11204220.1751272
"EPHA5",11204209.2798612
"KCNQ3",11204029.7018994
"GSPT2",11203419.974217
"SLC24A4",11203124.0929673
"ZNF571",11203094.3158492
"MID1",11203032.3088224
"GBA3",11202730.5089001
"MCOLN2",11201397.2862475
"GPR146",11200942.728673
"GZMH",11200505.8313964
"KRTAP20-4",11200385.4102979
"MSMO1",11200193.2002429
"CLRN3",11198833.0342619
"TGIF2",11197646.528809
"KLRC2",11196787.9953277
"CAMK2A",11196712.4748577
"ABHD14B",11196677.9772941
"LIN7A",11196460.9311822
"RPA4",11196456.5057653
"MORN4",11196433.7660015
"KLK11",11196224.9879889
"SEL1L3",11196094.1820201
"PPP1R26",11195578.6301169
"EDA",11193150.5268535
"HOXA3",11192979.2349577
"ZNF195",11192860.2538531
"KCNJ13",11192636.2504763
"DOC2A",11192601.4296421
"MTUS2",11191836.8726362
"ZNF879",11191688.1340996
"BLK",11191597.6876521
"HSD17B7P2",11191113.5315108
"NOTCH4",11190215.0227088
"TMEM42",11190193.3335462
"C2orf76",11190179.6779386
"TOM1L1",11189962.6899311
"LIF",11189699.072438
"ZNF329",11188858.8613508
"GRM7",11188716.1324139
"SLC7A9",11188529.262398
"NME1-NME2",11188480.3077074
"ULBP3",11188014.445049
"HLF",11187267.6873328
"ATL1",11186859.7458281
"ZNF454",11186524.9251692
"KCNRG",11186362.7363364
"SLCO1B3",11186268.0650183
"TBC1D8B",11185741.5697128
"ZNF763",11185642.8671425
"PABPC1",11185290.6850789
"RMRP",11185261.8023149
"SERPINA4",11184906.5790353
"BEX4",11184869.6301521
"SPRR2A",11183901.341344
"RPP40",11183748.5431923
"BCL7A",11183065.5147867
"ACSM2A",11183055.4680806
"VEGFA",11182448.4342957
"SLC16A10",11181875.1411471
"ZSCAN12",11181064.580418
"NUDT6",11180807.7518012
"GAS7",11180717.6440008
"C16orf87",11180401.3068233
"FCGR3B",11180032.311716
"COL8A2",11179527.9757952
"PCDHA1",11179269.9757749
"KLHL21",11178088.5226684
"AMH",11177355.8241788
"CLIC3",11177070.6713945
"STX1A",11177052.7946865
"s__Kingella denitrificans",11176647.2860916
"ZNF91",11175313.1412096
"FAM183A",11175254.0800663
"OAS1",11175086.8181537
"APOH",11174608.3022497
"KRTAP10-3",11174566.1862464
"g__Rhodoferax",11173907.4231577
"CAMP",11173741.3925896
"MFAP4",11173738.9614455
"TEX30",11173701.206806
"HRCT1",11172943.3028521
"TUBB8",11172887.0642813
"TTLL7",11172846.1538848
"CYP4F22",11172358.0197383
"U2AF1L4",11171829.8187511
"EDA2R",11171560.4821416
"SLC15A2",11171470.8680476
"CCDC121",11170938.3262158
"CMC1",11170202.1871435
"PTPN13",11170104.848845
"CCDC160",11169797.3382407
"NDNF",11169197.3911076
"PPIAL4G",11168430.0646979
"A2ML1",11168429.3985079
"C20orf85",11168424.639814
"PSG6",11167513.6035937
"COL4A3",11167486.6264299
"TUSC3",11167044.9759438
"SLC39A8",11166456.6900497
"NR2F2",11166353.6173256
"ADAM23",11164751.2007994
"FAU",11164549.8725857
"C19orf33",11164203.3364002
"CCDC162P",11164175.3271107
"SHB",11164031.6726603
"PLAGL2",11163915.7139205
"MAOA",11163314.776005
"FAAH",11163312.9577217
"GPX8",11163155.401612
"FZD7",11163135.2672272
"MLLT3",11162696.8682911
"STXBP6",11162695.1462674
"SLC9B2",11162568.2100958
"g__Erysipelatoclostridium",11162311.6515035
"s__Erysipelatoclostridium ramosum",11162311.6515035
"TFPI2",11162091.5903926
"MALL",11161416.6102629
"UNC80",11161410.6749604
