"node","betweencent"
"RNASE4",6
"RNASE6",0
"RNASE7",0
"RNASE8",0
"RNASE9",1760.06666666667
"RNASEH2A",526.833333333333
"RND1",0
"RND2",0
"RND3",18
"RNF103-CHMP3",2052.53333333333
"RNF112",0
"RNF113B",0
"RNF122",8
"RNF125",322.166666666667
"RNF126P1",255.25
"RNF128",0
"RNF133",0
"RNF144A",43.75
"RNF144B",20191.2023809524
"RNF148",0
"RNF150",0
"RNF151",1601.425
"RNF152",0
"RNF157",27.5
"RNF165",0
"RNF17",244.916666666667
"RNF170",231.083333333333
"RNF175",0
"RNF180",0
"RNF182",0
"RNF183",0
"RNF186",33.6666666666667
"RNF19A",29.25
"RNF207",2593.3420995671
"RNF208",0
"RNF212",0
"RNF215",36851.875
"RNF217",688.666666666667
"RNF222",1424.7
"RNF223",82
"RNF224",35
"RNF24",2396
"RNF32",705.083333333333
"RNF39",0
"RNF40",0
"RNF43",197
"RNF5",4
"RNFT2",6
"RNLS",34
"RNPC3",622.916666666667
"RNU11",0
"RNU5D-1",0
"RNU5E-1",0
"RNU6ATAC",0
"RNY4",0
"ROBO1",63.5
"ROBO2",0
"ROBO3",0
"ROBO4",44.5
"ROM1",204.291666666667
"ROPN1",0
"ROPN1B",0
"ROPN1L",0
"ROR1",0
"ROR2",0
"RORA",3630.51666666667
"RORB",35.25
"RORC",0
"ROS1",0
"RP1",0
"RP1L1",0
"RPA4",32.9166666666667
"RPE65",0
"RPGRIP1",528.75
"RPH3A",100.25
"RPH3AL",0
"RPL10L",18
"RPL13AP17",4279.85595238095
"RPL13AP3",0
"RPL13AP6",0
"RPL13P5",10
"RPL21",0
"RPL21P28",0
"RPL22L1",686.033333333333
"RPL23P8",45.75
"RPL26L1",65.25
"RPL29P2",298.166666666667
"RPL31P11",970.25
"RPL32P3",227.916666666667
"RPL39L",0
"RPL3L",0
"RPLP0P2",0
"RPP21",9
"RPP25",569.25
"RPP40",2043.01666666667
"RPRM",0
"RPRML",0
"RPS10-NUDT3",0
"RPS24",5286.18869047619
"RPS2P32",0
"RPS4Y1",0
"RPS4Y2",0
"RPS6KA2",0
"RPS6KA6",0
"RPS6KL1",952.708333333333
"RPSA",980.5
"RPSAP52",0
"RPTN",0
"RPUSD1",78
"RPUSD2",0
"RRAD",0
"RRAGD",687.333333333333
"RRAS",42278.7678571428
"RRH",144.166666666667
"RRM2",0
"RRS1",0
"c__Chitinophagia",0
"o__Chitinophagales",0
"f__Chitinophagaceae",0
"RS1",59616.6307414806
"RSAD2",0
"RSPH1",0
"RSPH10B2",6436.54166666667
"RSPH4A",0
"RSPH6A",4161.68333333333
"RSPH9",0
"RSPO1",132.25
"RSPO2",0
"RSPO3",0
"RSPO4",0
"RTBDN",0
"RTEL1",0
"RTEL1-TNFRSF6B",4335.9380952381
"RTKN",50985.3575757576
"RTKN2",8
"RTL1",0
"RTN1",0
"RTN2",175
"RTN4R",0
"RTN4RL1",0
"RTN4RL2",0
"RTP1",68818.6411800363
"RTP3",0
"RTP4",0
"RUFY4",0
"RUNDC3A",0
"RUNDC3B",0
"RUNX1",19769.85
"RUNX1T1",3
"RUNX2",4
"RUNX3",0
"RUSC1-AS1",16083.919047619
"RUSC2",54755.793452381
"RXFP1",0
"RXFP2",2100.375
"RXFP3",20341.0607142857
"RXFP4",108.5
"RXRG",0
"RYR1",0
"RYR2",0
"RYR3",0
"S100A1",0
"S100A10",2338.875
"S100A12",0
"S100A14",0
"S100A16",0
"S100A2",0
"S100A3",0
"S100A4",1
"S100A5",0
"S100A7",0
"S100A7A",2427.00833333333
"S100A8",0
"S100A9",0
"S100B",0
"S100G",0
"S100P",0
"S100Z",1561.8630952381
"S1PR1",2315.08333333333
"S1PR2",4251.87857142857
"S1PR3",2295.64166666667
"S1PR4",0
"S1PR5",0
"SAA1",0
"SAA2",0
"SAA2-SAA4",0
"SAA3P",1990.60833333333
"SAA4",0
"SAC3D1",31753.3967948718
"SACS",9525.77142857143
"SAFB",0
"SAG",35762.118262987
"SAGE1",0
"SALL1",0
"SALL2",25.5
"SALL3",14.25
"SALL4",0
"SAMD10",65.9166666666667
"SAMD11",0
"SAMD12",0
"SAMD13",0
"SAMD14",0.333333333333333
"SAMD15",1505.91666666667
"SAMD3",0
"SAMD4A",2818.45833333333
"SAMD5",0
"SAMD7",67504.231597569
"SAMD9",0
"SAMD9L",425.25
"SAMSN1",0
"SAP25",0
"SAPCD1",0
"SAPCD2",0
"SARDH",0
"SARM1",1165.475
"SASH3",0
"SATB1",0
"SATB2",0
"SATL1",28.4166666666667
"SBF1P1",12730.7331529582
"SBK1",0
"SBK2",0
"SBSN",0
"SCAF4",28723.6940476191
"SCAMP5",0
"SCAND1",10656.1041666667
"SCARA3",0
"SCARA5",0
"SCARB1",74325.0273809523
"SCARF1",3733.65
"SCARF2",6771.43333333333
"SCARNA11",69.2
"SCARNA14",0
"SCARNA18",595.425
"C11orf42",0
"C11orf45",728.708333333333
"C11orf52",0
"C11orf53",0
"C11orf65",3903.21666666667
"C11orf71",100.5
"C11orf86",0
"C11orf87",11955.6785714286
"C11orf88",0
"C11orf91",19.75
"C11orf94",0
"C11orf95",7542.0119047619
"C11orf96",18
"C12orf40",275.603174603175
"C12orf42",0
"C12orf50",113.666666666667
"C12orf54",0
"C12orf56",0
"C12orf60",0
"C12orf71",4
"C12orf73",1120.325
"C12orf74",0
"C12orf75",0
"C12orf76",1852.70416666667
"C12orf77",79.5833333333333
"C14orf119",2
"C14orf132",116.416666666667
"SCARNA20",0
"SCARNA21",0
"SCARNA22",0
"SCARNA23",0
"SCARNA3",6384.72142857143
"SCARNA4",15460.2166666667
"SCARNA8",21878.5095238095
"SCD",0
"SCD5",64.3333333333333
"SCEL",0
"SCG2",0
"SCG3",0
"SCG5",0
"SCGB1A1",0
"SCGB1C1",44568.7226495727
"SCGB1D1",434.916666666667
"SCGB1D2",0
"SCGB1D4",105.416666666667
"SCGB2A1",0
"SCGB2A2",0
"SCGB2B2",0
"SCGB3A1",0
"SCGB3A2",0
"SCGN",0
"SCHIP1",2
"SCIMP",0
"SCIN",0
"SCLY",0
"SCML1",11535.9130952381
"SCML2",9.25
"SCML4",0
"SCN10A",11626.269047619
"SCN11A",0
"SCN1A",0
"SCN1B",0
"SCN2A",0
"SCN2B",0
"SCN3A",0
"SCN3B",0
"SCN4A",0
"SCN4B",0
"SCN5A",28.875
"SCN7A",0
"SCN8A",0
"SCN9A",0
"SCNN1A",0
"SCNN1B",0
"SCNN1D",479.666666666667
"SCNN1G",0
"SCOC",4.25
"SCPEP1",65
"SCRG1",0
"SCRN1",700.166666666667
"SCRN2",113043.107142857
"SCRT1",14
"SCT",0
"SCTR",0
"SCUBE1",0
"SCUBE2",0
"SCUBE3",0
"SDC1",12
"SDC2",0
"SDC3",102696.321398047
"SDC4",130
"SDCBP",0
"SDCBP2",0
"SDF2",286698.904401155
"SDF2L1",36098.8607142857
"SDHAF1",128.666666666667
"SDK1",0
"SDK2",0
"SDR16C5",0
"SDR42E1",0
"SDR9C7",231.416666666667
"SDS",0
"SDSL",919.583333333333
"SEBOX",0
"SEC11C",12752.8095238095
"SEC14L2",6971.0380952381
"SEC14L3",1296.58333333333
"SEC14L4",0
"SEC14L5",33520.7333333333
"SEC14L6",26.6666666666667
"SEC16B",0
"SEC31B",38
"SECTM1",0
"SEL1L2",5204.27424242424
"SEL1L3",13890.1941176471
"SELE",0
"SELENBP1",4159.36458333333
"SELL",0
"SELP",0
"SELPLG",22.6875
"SEMA3A",0
"SEMA3B",0
"SEMA3C",0
"SEMA3D",0
"SEMA3E",0
"SEMA3F",2101.56785714286
"SEMA3G",12.6666666666667
"SEMA4A",0
"SEMA4B",3377.08333333333
"SEMA4F",7.5
"SEMA4G",0
"SEMA5A",179.5
"SEMA5B",142
"SEMA6A",0
"SEMA6B",102.25
"SEMA6C",1258.43333333333
"SEMA6D",0
"SEMA7A",0
"SEMG1",0
"SEMG2",0
"SENP8",0
"SERAC1",2
"SERF1A",0
"SERHL",0
"SERHL2",1168
"SERINC2",107.083333333333
"SERINC4",87.8333333333333
"SERINC5",3223.06785714286
"SERP2",0
"SERPINA1",0
"SERPINA10",0
"SERPINA11",0
"SERPINA12",1002.40833333333
"SERPINA3",0
"SERPINA4",0
"SERPINA5",0
"SERPINA6",0
"SERPINA7",0
"SERPINA9",0
"SERPINB1",6700.125
"SERPINB10",19
"SERPINB11",0
"SERPINB12",0
"SERPINB13",0
"SERPINB2",0
"SERPINB3",0
"SERPINB4",0
"SERPINB5",0
"SERPINB7",0
"SERPINB8",2559.14285714286
"SERPINB9",121.25
"SERPINC1",0
"SERPIND1",0
"SERPINE1",0
"SERPINE2",0
"SERPINE3",0
"SERPINF1",0
"SERPINF2",0
"SERPING1",2873.575
"SERPINI1",1127.31666666667
"SERPINI2",0
"SERTAD1",9288.025
"SERTAD3",290177.528100576
"SERTAD4",0
"SERTM1",9
"SESN2",339.375
"SESN3",645
"SETBP1",4486.41666666667
"SETD9",0
"SEZ6",0
"SEZ6L",0
"SEZ6L2",0
"SF3B5",1792.66666666667
"SFMBT2",1318.38333333333
"SFN",0
"SFR1",10323.1906177156
"SFRP1",0
"SFRP2",0
"SFRP4",0
"SFRP5",47
"SFTA1P",598.208333333333
"SFTA2",0
"SFTA3",0
"SFTPA1",0
"SFTPA2",0
"SFTPB",0
"SFTPC",0
"SFTPD",0
"SFXN2",1183.8630952381
"SFXN5",251.375
"SGCA",0
"SGCB",66818.6894110275
"SGCD",0
"SGCE",8
"SGCG",0
"SGCZ",0
"SGIP1",275.583333333333
"SGK1",1878.91666666667
"SGK2",0
"SGK3",0
"SGMS2",69.7916666666667
"SGPP1",20177.9053571427
"SGPP2",165.166666666667
"SGSM1",0
"SGTB",45.6666666666667
"SH2B2",0
"SH2B3",501.833333333333
"SH2D1A",0
"SH2D1B",305.291666666667
"SH2D2A",0
"SH2D3A",0
"SH2D3C",757.634157509157
"SH2D4A",0
"SH2D4B",73381.7622710623
"SH2D5",526.875
"SH2D6",0
"SH2D7",1427.1
"SH3BGR",1
"SH3BGRL2",11
"SH3BP1",2476.91666666667
"SH3BP4",802.5
"SH3BP5",89670.5391414145
"SH3D21",221.333333333333
"SH3GL2",0
"SH3GL3",0
"SH3PXD2B",22640.0797313797
"SH3RF2",0
"SH3RF3",0
"SH3TC1",5417.125
"SH3TC2",1110.26666666667
"SH3YL1",122627.031535948
"SHANK1",245.75
"SHANK2",0
"SHANK3",2088.7380952381
"SHB",682.125
"SHBG",0
"SHC2",0
"SHC3",1823.49166666667
"SHC4",0
"SHCBP1",1573.66666666667
"SHCBP1L",24052.0049603175
"SHD",30.75
"SHE",0
"SHF",362.095238095238
"SHH",0
"SHISA2",0
"SHISA3",0
"SHISA4",100.5
"SHISA6",0
"SHISA7",4267.45898268398
"SHISA8",1282.55
"SHISA9",0
"SHMT1",3520.96071428571
"SHMT2",1750.29166666667
"SHOX",0
"SHOX2",0
"SHROOM1",8409.89924242419
"SHROOM2",0
"SHROOM3",0
"SHROOM4",3700.76883116883
"SI",0
"SIAH3",28767.2107142857
"SIDT1",0
"SIGIRR",1967.5
"SIGLEC1",0
"SIGLEC10",0
"SIGLEC11",127.25
"SIGLEC12",0
"SIGLEC14",0
"SIGLEC15",0
"SIGLEC16",231.791666666667
"SIGLEC5",0
"SIGLEC6",0
"SIGLEC7",56
"SIGLEC8",0
"SIGLEC9",679.166666666667
"SIK1",3395.80833333333
"SIM1",0
"SIM2",0
"SIRPA",229.75
"SIRPB1",0
"SIRPB2",0
"SIRPD",0
"SIRPG",0
"SIRT4",306.205555555556
"SIRT6",27026.2650974026
"SIT1",0
"SIVA1",4552.13571428572
"SIX1",0
"SIX2",0
"SIX3",0
"SIX4",773.833333333333
"SIX5",1484.48333333333
"SIX6",3
"SKA1",0
"SKA3",0
"SKAP1",0
"SKIL",0
"SKOR1",0
"SLA",0
"SLA2",0
"SLAIN1",0
"SLAMF1",0
"SLAMF6",0
"SLAMF7",0
"SLAMF8",0
"SLAMF9",0
"SLC10A1",0
"SLC10A2",6028.025
"SLC10A4",0
"SLC10A5",0
"SLC10A6",0
"SLC11A1",0
"SLC12A1",2177.56666666667
"SLC12A2",44527.9496031746
"SLC12A3",374.988095238095
"SLC12A4",31922.175
"SLC12A5",104.25
"SLC12A8",0
"SLC13A1",2739.66666666667
"SLC13A2",0
"SLC13A3",0
"SLC13A4",0
"SLC13A5",0
"SLC14A1",0
"SLC14A2",0
"SLC15A1",0
"SLC15A2",0
"SLC15A3",9434.72500000001
"SLC15A5",13343.8331529581
"SLC16A1",114.833333333333
"SLC16A10",0
"SLC16A11",0
"SLC16A12",0
"SLC16A13",320.8
"SLC16A14",3
"SLC16A2",0
"SLC16A3",0
"SLC16A4",1238.91666666667
"SLC16A5",0
"SLC16A6",7
"SLC16A7",0
"SLC16A8",0
"SLC16A9",0
"SLC17A1",0
"SLC17A2",0
"SLC17A3",0
"SLC17A4",82.8333333333333
"SLC17A6",9311.7380952381
"SLC17A7",0
"SLC17A8",69.8333333333333
"SLC17A9",0
"SLC18A1",0
"SLC18A2",57.75
"SLC18A3",340.22619047619
"SLC19A1",0
"SLC19A3",0
"SLC1A1",0
"SLC1A2",0
"SLC1A3",0
"SLC1A4",7235.275
"SLC1A5",1168.70833333333
"SLC1A6",0
"SLC1A7",0
"SLC22A1",0
"SLC22A10",38.5
"SLC22A11",153.35
"SLC22A12",0
"SLC22A13",5270.91666666667
"SLC22A14",7.5
"SLC22A15",1903.8380952381
"SLC22A16",0
"SLC22A17",0
"SLC22A18",6278.58333333333
"SLC22A18AS",0
"SLC22A2",3
"SLC22A23",1217.91666666667
"SLC22A24",307.708333333333
"SLC22A25",0
"SLC22A3",0
"SLC22A31",0
"SLC22A4",5141.65833333333
"SLC22A5",11587.744047619
"SLC22A6",26.5
"SLC22A7",0
"SLC22A8",22986.5452380952
"SLC22A9",0
"SLC23A1",0
"SLC23A2",204
"SLC23A3",21
"SLC24A2",0
"SLC24A3",0
"SLC24A4",0
"SLC24A5",0
"SLC25A10",0
"SLC25A15",2257.20833333333
"SLC25A18",0
"SLC25A2",30
"SLC25A21",0
"SLC25A23",1280.62142857143
"SLC25A27",0
"SLC25A29",10057.6583333333
"SLC25A30",32864.95
"SLC25A31",161706.386926842
"SLC25A34",24448.7511904762
"SLC25A35",18724.9547619048
"SLC25A37",487.416666666667
"SLC25A4",19536.8130952381
"SLC25A41",43
"SLC25A42",4941
"SLC25A43",1133.5
"SLC25A45",1916.26904761905
"SLC25A47",0
"SLC25A48",0
"SLC25A5-AS1",180007.750342713
"SLC26A1",0
"SLC26A10",7
"SLC26A11",1071.08333333333
"SLC26A2",74
"SLC26A3",0
"SLC26A4",64
"SLC26A5",0
"SLC26A6",143234.960714286
"SLC26A7",0
"SLC26A8",2474.5
"SLC26A9",0
"SLC27A2",0
"SLC27A3",3556.41666666666
"SLC27A5",1
"SLC27A6",0
"SLC28A1",0
"SLC28A2",0
"SLC28A3",0
"SLC29A2",201.583333333333
"SLC29A3",235.416666666667
"SLC29A4",0
"SLC2A1",3434.33333333333
"SLC2A10",458.25
"SLC2A11",6
"SLC2A12",0
"SLC2A13",1
"SLC2A14",0
"SLC2A2",0
"SLC2A3",0
"SLC2A4",0
"SLC2A5",6
"SLC2A6",598
"SLC2A7",2
"SLC2A8",3784.91785714286
"SLC2A9",0
"SLC30A10",0
"SLC30A2",0
"SLC30A3",268.833333333333
"SLC30A4",50966.1528138528
"SLC30A8",19.75
"SLC31A2",613.583333333333
"SLC32A1",5901.13647186147
"SLC34A1",636.708333333333
"SLC34A2",0
"SLC34A3",0
"SLC35A2",0
"SLC35B4",1256.24166666667
"SLC35D3",0
"SLC35E3",27685.1357142857
"SLC35E4",1178.08333333333
"SLC35F1",129
"SLC35F2",0
"SLC35F3",6.75
"SLC35F4",0
"SLC35G1",218.625
"SLC35G3",10
"SLC35G5",0
"SLC35G6",0
"SLC36A2",0
"SLC36A3",3479.98333333333
"SLC37A1",15748.8309523809
"SLC37A2",0
"SLC37A4",41212.4714285714
"SLC38A1",14
"SLC38A11",0
"SLC38A3",0
"SLC38A4",0
"SLC38A5",0
"SLC38A8",0
"SLC39A12",33.3333333333333
"SLC39A14",1395.9880952381
"SLC39A2",0
"SLC39A3",0
"SLC39A4",0
"SLC39A5",3
"SLC39A8",329.75
"SLC3A1",0
"SLC40A1",14390.7856379731
"o__Eggerthellales",0
"f__Eggerthellaceae",0
"SLC41A2",4181.33333333333
"SLC43A1",0
"SLC43A2",11506.675
"SLC43A3",220
"SLC44A3",216.108333333333
"SLC44A4",0
"SLC44A5",0
"SLC45A1",0
"SLC45A2",0
"SLC45A3",0
"SLC45A4",3871.48484848485
"SLC46A2",0
"SLC46A3",166.666666666667
"SLC47A1",0
"SLC47A2",0
"SLC4A1",242
"SLC4A10",0
"SLC4A11",0
"SLC4A3",0
"SLC4A4",5
"SLC4A5",19
"SLC4A8",0
"SLC4A9",884.291666666667
"SLC5A1",0
"SLC5A10",73.5
"SLC5A11",467.416666666667
"SLC5A12",91
"SLC5A2",0
"SLC5A3",58706.971329365
"SLC5A4",0
"SLC5A5",0
"SLC5A6",6172.93051948051
"SLC5A7",218
"SLC5A8",0
"SLC5A9",0
"SLC6A1",0
"SLC6A10P",0
"SLC6A11",0
"SLC6A12",3
"SLC6A13",0
"SLC6A14",0
"SLC6A15",0
"SLC6A16",154.75
"SLC6A17",0
"SLC6A18",1901.31666666667
"SLC6A19",50
"SLC6A2",0
"SLC6A20",0
"SLC6A3",0
"SLC6A4",0
"SLC6A5",0
"SLC6A6",0
"SLC6A7",184.583333333333
"SLC6A8",15028.4178571428
"SLC6A9",0
"SLC7A1",19219.0142857143
"SLC7A10",0
"SLC7A11",0
"SLC7A13",6403.08333333333
"SLC7A14",1172.65833333333
"SLC7A2",0
"SLC7A3",0
"SLC7A4",0
"SLC7A5",54610.1196969696
"SLC7A7",853.416666666667
"SLC7A8",19
"SLC7A9",0
"SLC8A1",8030.44722222222
"SLC8A2",0
"SLC8A3",0
"SLC9A2",0
"SLC9A3",0
"SLC9A3R1",22520.8630952381
"SLC9A3R2",12.4166666666667
"SLC9A4",0
"SLC9A5",0
"SLC9A7",6452.45833333333
"SLC9A7P1",239.583333333333
"SLC9A9",4758.44404761905
"SLC9B1",24.0833333333333
"SLC9B2",11
"SLCO1A2",275
"SLCO1B1",0
"SLCO1B3",0
"SLCO1B7",0
"SLCO1C1",0
"SLCO2A1",0
"SLCO2B1",0
"SLCO3A1",1435.28333333333
"SLCO4A1",0
"SLCO4C1",0
"SLCO5A1",0
"SLCO6A1",0
"SLED1",26
"SLFN11",84.875
"SLFN12",922.666666666667
"SLFN12L",0
"SLFN13",588.208333333333
"SLFN14",94.25
"SLFN5",96
"SLFNL1",109.25
"SLIT1",0
"SLIT2",0
"SLIT3",0
"SLITRK1",0
"SLITRK2",0
"SLITRK3",0
"SLITRK4",0
"SLITRK5",0
"SLITRK6",0
"SLN",0
"SLPI",0
"SLURP1",0
"SLX1A-SULT1A3",74.5833333333333
"SMAD5-AS1",44924.0372145827
"SMAD6",19
"SMAD9",0
"SMAGP",0
"SMARCA1",5678.15833333333
"SMARCA4",0
"SMARCD3",72.5833333333333
"SMC1B",0
"SMC2",28814.5125
"SMCP",239
"SMCR5",587.25
"SMG1",0
"SMO",290.125
"SMOC1",0
"SMOC2",0
"SMOX",726.483333333333
"SMPD2",21.5
"SMPD3",43.9166666666667
"SMPDL3A",0
"SMPDL3B",0
"SMPX",0
"SMR3A",0
"SMR3B",0
"SMTN",1156.65
"SMTNL1",0
"C14orf178",0
"C14orf180",2135.35952380952
"C14orf39",0
"C15orf41",4
"C15orf48",0
"C15orf54",43
"C15orf56",18846.8053571429
"C15orf61",0
"C15orf62",0
"C16orf46",388.166666666667
"C16orf54",0
"C16orf71",3067.9
"C16orf74",0
"C16orf86",10
"C16orf87",3
"C16orf89",0
"C16orf91",0
"C16orf95",3278.50833333333
"C16orf96",0
"C17orf100",277.999999999999
"SMTNL2",7
"SMYD1",30.1666666666667
"SMYD3",140.083333333333
"SNAI1",129.733333333333
"SNAI2",117.928571428571
"SNAI3",1219.66666666667
"SNAP25",0
"SNAP91",0
"SNAPC2",0
"SNCA",0
"SNCAIP",0
"SNCB",0
"SNCG",0
"SND1-IT1",55.25
"SNED1",0
"SNHG1",0
"SNHG11",0
"SNHG12",0
"SNHG15",1
"SNHG3",0
"SNHG5",0
"SNHG6",0
"SNHG7",1989.11666666667
"SNHG8",0
"SNHG9",0
"SNN",9806.08333333334
"SNORA11B",0
"SNORA11C",0
"SNORA13",140.25
"SNORA14B",348.416666666667
"SNORA15",0
"SNORA16B",0
"SNORA19",0
"SNORA20",123440.788492064
"SNORA26",0
"SNORA28",79645.5845238095
"SNORA2B",0
"SNORA30",0
"SNORA35",13
"SNORA36A",0
"SNORA36B",0
"SNORA36C",0
"SNORA37",218428.302669554
"SNORA38",0
"SNORA38B",0
"SNORA46",4.5
"SNORA47",42.0833333333333
"SNORA51",0
"SNORA54",48.5
"SNORA55",7553.6696969697
"SNORA59A",0
"SNORA5C",236930.765588578
"SNORA65",561.583333333333
"SNORA66",4766.375
"SNORA69",0
"SNORA70B",0
"SNORA70D",0
"SNORA70E",0
"SNORA70F",0
"SNORA70G",0
"SNORA71A",9407.77142857143
"SNORA71C",156.5
"SNORA71D",150.833333333333
"SNORA75",14700.25
"SNORA77",9386.45833333333
"SNORA79",0
"SNORA7B",13967.9522727273
"SNORA80B",0
"SNORA84",0
"SNORD100",0
"SNORD101",0
"SNORD104",0
"SNORD105",0
"SNORD105B",0
"SNORD11",0
"SNORD111",0
"SNORD113-4",0
"SNORD113-5",0
"SNORD113-6",1
"SNORD113-7",0
"SNORD113-9",0
"SNORD114-1",0
"SNORD114-10",0
"SNORD114-12",0
"SNORD114-13",0
"SNORD114-14",0
"SNORD114-17",0
"SNORD114-2",0
"SNORD114-20",0
"SNORD114-21",0
"SNORD114-22",0
"SNORD114-23",0
"SNORD114-25",0
"SNORD114-28",0
"SNORD114-3",0
"SNORD114-9",0
"SNORD115-1",0
"SNORD115-10",0
"SNORD115-11",0
"SNORD115-12",0
"SNORD115-14",0
"SNORD115-15",0
"SNORD115-16",0
"SNORD115-18",0
"SNORD115-19",0
"SNORD115-2",0
"SNORD115-20",0
"SNORD115-21",0
"SNORD115-22",0
"SNORD115-23",482.166666666667
"SNORD115-24",0
"SNORD115-25",0
"SNORD115-27",0
"SNORD115-3",13104.5
"s__Pseudomonas sabulinigri",0
"SNORD115-30",10
"SNORD115-31",0
"SNORD115-32",0
"SNORD115-33",0
"SNORD115-34",0
"SNORD115-35",0
"SNORD115-38",0
"SNORD115-39",0
"SNORD115-4",0
"SNORD115-40",0
"SNORD115-41",0
"SNORD115-44",0
"SNORD115-5",0
"SNORD115-6",0
"SNORD115-8",0
"SNORD115-9",0
"SNORD116-1",0
"SNORD116-10",0
"SNORD116-11",0
"SNORD116-12",0
"SNORD116-13",0
"SNORD116-14",0
"SNORD116-15",0
"SNORD116-16",11298.5083333333
"SNORD116-18",0
"SNORD116-2",76125.1007631258
"SNORD116-22",0
"SNORD116-23",0
"SNORD116-24",0
"SNORD116-25",0
"SNORD116-26",0
"SNORD116-27",0
"SNORD116-29",0
"SNORD116-4",0
"SNORD116-7",0
"SNORD116-9",352.458333333333
"SNORD117",0
"SNORD11B",77.6666666666667
"SNORD121A",13142.75
"SNORD121B",21
"SNORD124",18
"SNORD127",419.75
"SNORD12B",0
"SNORD12C",0
"SNORD17",0
"SNORD19",6
"SNORD1B",0
"SNORD30",0
"SNORD32B",0
"SNORD36C",0
"SNORD37",0
"SNORD38A",0
"SNORD41",0
"SNORD42B",0
"SNORD46",0
"SNORD48",0
"SNORD51",0
"SNORD53",0
"SNORD59A",0
"SNORD6",0
"SNORD60",0
"SNORD62A",0
"SNORD63",0
"SNORD66",0
"SNORD67",50474.0654761904
"SNORD69",0
"SNORD7",0
"SNORD70",0
"SNORD71",0
"SNORD72",0
"SNORD8",201541.665295815
"SNORD82",0
"SNORD83A",0
"SNORD88A",0
"SNORD9",367.166666666667
"SNORD90",0
"SNORD91A",0
"SNORD91B",0
"SNORD92",0
"SNORD93",0
"SNORD94",17893.8583333333
"SNORD99",0
"SNPH",0
"SNRPN",0
"SNTA1",0
"SNTB1",25
"SNTG1",0
"SNTG2",0
"SNTN",0
"SNURF",23115.0988095238
"SNX10",152.475
"SNX15",8903.16666666667
"SNX16",2
"SNX20",0
"SNX21",789.083333333333
"SNX22",1706.58333333333
"SNX24",23774.5337662338
"SNX31",0
"SNX32",0
"SNX5",25888.6017048311
"SNX7",46650.6702380952
"SNX8",824.909523809524
"SOAT2",0
"SOBP",0
"SOCS1",0
"SOCS2",121
"SOCS3",0
"SOD3",0
"SOHLH1",0
"SOHLH2",0
"SORBS1",107.583333333333
"SORBS2",0
"SORCS1",0
"SORCS2",0
"SORCS3",0
"SORD",3081.43055555556
"SORL1",25
"SORT1",1419.16666666667
"SOST",0
"SOSTDC1",0
"SOWAHA",3
"SOWAHB",0
"SOWAHC",184.5
"SOWAHD",103.666666666667
"SOX1",0
"SOX11",0
"SOX12",490.147619047619
"SOX13",6049.27786796537
"SOX14",0
"SOX15",0
"SOX17",0
"SOX18",0
"SOX2",0
"SOX2-OT",618.433333333334
"SOX21",0
"SOX3",9135.13095238095
"SOX30",297.541666666667
"SOX4",2164.425
"SOX5",18
"SOX6",0
"SOX7",0
"SOX8",0
"SOX9",0
"SP1",0
"SP140",0
"SP5",0
"SP6",0
"SP7",0
"SP8",0
"SP9",0
"SPA17",4553.90854978355
"SPACA3",0
"SPACA4",33
"SPACA5",0
"SPACA5B",0
"SPAG1",27695.0464285714
"SPAG11B",0
"SPAG16",12719.9333333333
"SPAG17",0
"SPAG4",11
"SPAG5",46
"SPAG6",0
"SPAG8",433.208333333333
"SPAM1",11754.6345238095
"SPANXA1",0
"SPANXA2",0
"SPANXC",0
"SPANXD",0
"SPANXN1",0
"SPANXN2",155.916666666667
"SPANXN3",439.791666666667
"SPANXN5",8137.51825396826
"SPARC",0
"SPARCL1",0
"SPATA12",776.652380952381
"SPATA13",3424.875
"SPATA16",4
"SPATA17",0
"SPATA18",0
"SPATA19",41815.0569083694
"SPATA2",325.458333333333
"SPATA21",718.083333333333
"SPATA22",0
"SPATA24",2183.38333333333
"SPATA25",0
"SPATA2L",16
"SPATA3",0
"SPATA4",20
"SPATA6",7465.29166666667
"SPATA8",39756.5726190476
"SPATA9",185.708333333332
"SPATC1",0
"SPATS1",0
"SPC24",0
"SPC25",22.5
"SPDEF",0
"SPDYA",3120.79166666667
"SPDYC",0
"SPDYE1",2.5
"SPDYE3",11224.9166666667
"SPDYE4",3
"SPDYE5",514.875
"SPDYE6",541.25
"SPDYE7P",85.1666666666667
"SPECC1",2840.2
"SPEF1",549.083333333333
"SPEF2",19
"SPEG",0
"SPEM1",51323.7849136974
"SPESP1",0
"SPHK1",0
"SPHKAP",0
"SPI1",0
"SPIB",0
"SPIC",0
"SPIN2A",5154.46666666667
"SPIN3",17
"SPIN4",80.9166666666667
"SPINK1",0
"SPINK13",0
"SPINK14",0
"SPINK2",0
"SPINK4",0
"SPINK5",0
"SPINK6",0
"SPINK7",0
"SPINK8",0
"SPINK9",0
"SPINT1",0
"SPINT2",49.25
"SPINT3",70.6666666666667
"SPINT4",0
"SPIRE1",4745.325
"SPIRE2",10
"SPN",18209.2
"SPNS2",336.333333333333
"SPNS3",260.916666666667
"SPOCD1",0
"SPOCK1",0
"SPOCK2",0
"SPOCK3",0
"SPON1",0
"SPON2",0
"SPP1",0
"SPP2",6.25
"SPPL2C",3417.83214285714
"SPR",28
"SPRED3",16.75
